feature	Bacteroides	Unknown	Parabacteroides	Odoribacter	Escherichia-Shigella	Akkermansia	Blautia	Alistipes	[Ruminococcus]_torques_group	Faecalibacterium	[Ruminococcus]_gnavus_group	Streptococcus	Bifidobacterium	Agathobacter	Cetobacterium	Collinsella	Clostridium_sensu_stricto_1	Barnesiella	[Eubacterium]_coprostanoligenes_group	Christensenellaceae_R-7_group	Tannerellaceae	Anaerostipes	[Eubacterium]_hallii_group	UCG-002	Roseburia	Phascolarctobacterium	Ruminococcus	Incertae_Sedis	Dorea	Klebsiella	Prevotella_9	Clostridia_UCG-014	Parasutterella	Dialister	uncultured	Intestinibacter	[Ruminococcus]_gauvreauii_group	Subdoligranulum	Lactobacillus	Lachnoclostridium	Monoglobus	Lachnospira	Alloprevotella	Bilophila	Paraprevotella	Coprococcus	Eisenbergiella	Veillonella	[Eubacterium]_eligens_group	Butyricimonas	Holdemanella	UBA1819	Butyricicoccus	Desulfovibrio	[Eubacterium]_siraeum_group	Fusicatenibacter	Tyzzerella	Erysipelotrichaceae_UCG-003	Colidextribacter	Acidaminococcus	Negativibacillus	CAG-873	Frisingicoccus	[Eubacterium]_xylanophilum_group	Sutterella	Megasphaera	Erysipelatoclostridium	[Clostridium]_innocuum_group	Flavonifractor	Candidatus_Stoquefichus	Rikenellaceae_RC9_gut_group	HT002	Succiniclasticum	Turicibacter	Porphyromonas	Lachnospiraceae_ND3007_group	Faecalitalea	Clostridia_vadinBB60_group	Muribaculaceae	Hungatella	Coprobacter	[Eubacterium]_ventriosum_group	Lachnospiraceae_UCG-001	Erysipelotrichaceae	Adlercreutzia	Mogibacterium	Romboutsia	UC5-1-2E3	CAG-352	Terrisporobacter	UCG-005	Sellimonas	Lachnospiraceae_NC2004_group	Haemophilus	CAG-56	UCG-010	UCG-003	Anaerotruncus	Ligilactobacillus	Proteus	Lachnospiraceae_UCG-004	Prevotella	Gastranaerophilales	Peptococcus	Eggerthella	Family_XIII_AD3011_group	Prevotellaceae_NK3B31_group	RF39	Limosilactobacillus	Actinomyces	Izemoplasmatales	Sarcina	Fusobacterium	Victivallaceae	[Eubacterium]_nodatum_group	Senegalimassilia	[Eubacterium]_ruminantium_group	Clostridioides	Lacticaseibacillus	Weissella	Lachnospiraceae_FCS020_group	Holdemania	DTU089	Victivallis	Family_XIII_UCG-001	Coprobacillus	Ruminiclostridium	Enterococcus	Merdibacter	Hydrogenoanaerobacterium	[Eubacterium]_fissicatena_group	Sanguibacteroides	Anaerostignum	Slackia	Peptoclostridium	Catenibacterium	Granulicatella	Clostridium_sensu_stricto_13	Lactococcus	Eubacterium	Coriobacteriaceae_UCG-003	[Eubacterium]_brachy_group	Lachnospiraceae_UCG-010	Fournierella	Howardella	Prevotella_7	Oscillibacter	Cloacibacillus	Enterorhabdus	Anaerobiospirillum	Megamonas	Rothia	Gordonibacter	Oxalobacter	DTU014	[Clostridium]_methylpentosum_group	Harryflintia	Defluviitaleaceae_UCG-011	NK4A214_group	Catenibacillus	Marvinbryantia	Lachnospiraceae	Succinivibrio	Atopobium	Fenollaria	[Bacteroides]_pectinophilus_group	Anaerofustis	Enterobacter	Staphylococcus	Christensenellaceae	Paludicola	GCA-900066755	Allisonella	Prevotellaceae_UCG-001	UCG-008	Campylobacter	Dielma	Lawsonella	Paeniclostridium	Mailhella	Peptoniphilus	Rikenella	Stomatobaculum	Christensenella	Lachnospiraceae_NK4B4_group	Tuzzerella	Murimonas	Syntrophomonas	Phocea	Muribaculum	Libanicoccus	Faecalicoccus	Succinatimonas	Lachnospiraceae_UCG-003	Pediococcus	Alloscardovia	Olsenella	Solobacterium	Lachnospiraceae_UCG-002	Scardovia	Oscillospira
NW013-2	-0.716990254095183	-2.76859097886979	NA	NA	-4.95342814305022	-10.2580026711873	-10.2580026711873	-6.63690638441244	-5.7101022646877	-5.83612079086642	-6.93607457629995	NA	NA	NA	NA	NA	NA	-6.1377084374696	NA	NA	NA	NA	NA	NA	NA	NA	NA	-8.24240581613629	NA	NA	NA	NA	NA	NA	NA	NA	-9.87467403163581	NA	NA	-6.10560759430258	-10.5336371138007	NA	NA	-8.75919681421587	NA	NA	-8.61163962580201	NA	NA	NA	NA	-7.05364417268113	-10.9742097051867	NA	NA	NA	-10.7815646272443	NA	-8.12335314449253	NA	NA	NA	-8.51477808654943	NA	NA	NA	NA	-7.00020491371967	-7.09506410006111	-5.73990547560711	NA	NA	NA	NA	NA	NA	NA	NA	NA	-11.7815646272443	-8.4417146243597	NA	NA	-10.694101785994	-9.82736831685745	NA	NA	-4.7141302664878	NA	-6.67304017046616	NA	-6.51010159933995	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-11.9742097051867	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-8.24240581613629	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-11.1966021265232	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-12.1966021265232	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NW013-3	-1.40974193316866	-2.24064073143386	NA	-9.07099747885308	-11.5993764512079	-14.299816169349	-4.91179888400383	-5.61857775757116	-4.23103789136355	-5.60111150257862	-5.82611041972955	NA	-8.5184564558243	NA	NA	-12.4924612472914	NA	-5.40045924642585	-6.98240355558409	-11.1298911679067	NA	-9.27744835632051	NA	-6.54827211025987	NA	NA	NA	-5.93787239561372	NA	NA	NA	NA	NA	NA	-10.09036280372	NA	-10.170533152404	NA	NA	-6.18087509662546	-4.80096696281724	NA	NA	-7.84038455071167	NA	NA	-8.44183517422139	NA	NA	NA	NA	-6.54827211025987	-9.34561985896209	NA	-10.170533152404	NA	-8.69990332716184	NA	-7.29981616934896	NA	-11.5993764512079	NA	-9.12989116790665	NA	NA	NA	-9.41717311998712	-5.59418378198755	-7.42945144976556	-4.8230699654095	NA	NA	NA	NA	NA	NA	NA	-13.7148536686278	NA	NA	-7.26089718005666	NA	NA	-9.84038455071167	-8.25542204999051	NA	NA	-6.37500366574318	NA	-11.3929255737404	NA	-6.16026481695017	-8.79202152915027	NA	NA	-12.1298911679067	NA	-8.99603542117186	NA	NA	NA	NA	NA	NA	NA	-12.299816169349	NA	NA	NA	NA	NA	NA	NA	NA	-12.299816169349	NA	NA	NA	NA	NA	NA	-10.0518886559054	-9.9074987465702	NA	NA	NA	-9.77625421329195	NA	-9.54492866718549	NA	NA	NA	-9.71485366862781	NA	NA	NA	NA	NA	NA	NA	NA	-11.9778880744616	NA	-8.92477673800204	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-9.29981616934896	-8.67045954926935	NA	NA	NA	NA	NA	NA	NA	NA	NA	-11.3929255737404	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-11.9778880744616	NA	-11.0518886559054	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NW013-4	-1.30395520736604	-2.80636114612579	NA	-9.5030612342203	NA	NA	-3.7856484374755	-4.74612007328886	-4.53994284814412	-6.26686301335882	-7.91809873349915	NA	-9.34551995723382	-6.12668535531056	NA	-7.37061093819665	NA	-4.46372034258813	-7.17007795082394	-9.07421793541643	NA	-5.91809873349915	-6.59617063861178	-5.59247615505404	NA	NA	NA	-6.1482185168602	NA	NA	NA	-6.89972020418429	NA	NA	-8.37061093819665	NA	NA	NA	NA	-8.5310756103899	-6.53816503517622	NA	NA	-10.2966103567529	NA	NA	-6.94611310966874	NA	NA	NA	NA	-5.87258407424678	-10.2966103567529	NA	-7.64891210068376	-9.29661035675288	NA	NA	-8.01367639348138	NA	-8.27276361479851	NA	-8.2035009523614	NA	NA	NA	-8.44861345019793	-7.20350095236139	-10.2966103567529	-5.76055745651267	NA	NA	NA	NA	NA	NA	NA	-13.2035009523614	NA	NA	-7.88157285747403	NA	NA	-8.15910683300294	-6.97468226186551	NA	NA	-8.29661035675288	NA	NA	-10.1160381111111	-7.40908508601129	-8.05375383285671	NA	NA	-12.6185384516402	NA	-7.79411001622369	NA	NA	NA	NA	NA	NA	-10.881572857474	-11.3961460303038	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-8.99404758673244	-11.2035009523614	NA	-9.15910683300294	NA	NA	NA	-8.61853845164024	NA	-11.881572857474	NA	-10.881572857474	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-10.2035009523614	NA	NA	NA	NA	NA	NA	NA	NA	-10.6185384516402	NA	NA	NA	NA	NA	NA	-9.81118352958263	NA	NA	NA	NA	NA	NA	-11.6185384516402	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NW013-5	-0.918920793670338	-3.81292571782349	NA	-8.75641732786712	-11.0194517337009	NA	-3.80028321323875	-5.57650823785218	-5.33856481298122	-4.10536563668819	-8.3871835182014	NA	NA	-5.58315661386155	NA	-7.45873677922643	NA	-5.25657144078391	-7.53402490653067	-9.01945173370091	NA	-5.72666998447307	-7.01046295047366	-7.31901201555982	NA	NA	-8.09345231514469	-7.34137982858827	NA	NA	NA	-9.3871835182014	NA	NA	-7.94906240580951	NA	NA	NA	NA	NA	-6.52759863737124	NA	NA	-10.5340249065307	NA	NA	-7.72666998447307	NA	NA	NA	NA	-6.3930125970036	-10.7564173278671	NA	-5.14416313547822	-8.81781787253126	NA	NA	NA	NA	-8.91511507388618	NA	-8.58649232642481	NA	NA	NA	-10.0934523151447	-7.69752363881355	NA	-5.90258797601001	NA	NA	NA	NA	NA	NA	NA	-13.3413798285883	NA	NA	-8.8495267322586	NA	NA	-8.50848981442353	-10.171454827146	NA	NA	-8.19163270908359	-9.88194820995098	NA	-9.81781787253126	-8.00152982570365	-9.64094011044718	NA	NA	NA	NA	-8.69752363881355	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-10.2539169873379	NA	NA	NA	NA	-11.7564173278671	NA	-8.78679097691064	NA	NA	NA	NA	NA	NA	NA	NA	NA	-12.3413798285883	NA	NA	NA	NA	-11.5340249065307	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-12.3413798285883	NA	NA	NA	-11.3413798285883	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NW014-1	-1.55107965766218	-2.64177796795391	-4.37926808313695	-8.353272874604	-8.89759339082781	-8.09023846877021	-4.70119617802431	-6.18793514265734	-7.14270588866434	-4.12940906605089	NA	NA	NA	-2.93084762992828	NA	-8.12500388693089	NA	-6.76831037388285	-9.02312427291167	NA	NA	-6.78211617340788	-6.12500388693089	NA	-7.39509305029863	-6.81013054957747	-7.52835958116209	-7.70119617802431	-6.21576935085407	NA	NA	NA	-5.38452380858844	-5.83150420037004	-8.83869970177424	NA	-8.19715367268672	-7.29273133266895	NA	NA	-9.16062779666161	-6.55181855398608	NA	-7.78211617340788	NA	-7.3740314347708	NA	NA	NA	NA	NA	-10.482555891549	-8.19715367268672	-7.33280877204429	NA	-7.48255589154897	-7.43816177219052	-6.89759339082781	-10.0231242729117	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-7.95899393549196	NA	NA	NA	NA	-8.16062779666161	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-10.0231242729117	NA	NA	NA	-9.31263089010666	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NW015-1	-1.68283182804985	-3.1515773427156	-3.38204167472887	-7.05228936339499	-9.20840856531227	-3.50085222250852	-4.40400092730501	-4.73777874007011	-9.53033666019964	-5.71198273919278	-14.3376915822572	-10.8782599636199	NA	NA	NA	NA	-9.58280408009377	-4.59454018814474	-7.09928684293216	-8.10887289176136	-8.29329746289879	-10.0897640688137	-6.53679168233694	-4.98454475675916	NA	NA	-6.64420462475792	-8.29329746289879	-8.10887289176136	NA	NA	-4.7773587480448	NA	NA	-6.8219917439732	NA	NA	-8.05228936339499	NA	-7.30426858071979	-7.43080098664872	-8.81412962620023	NA	NA	NA	NA	-8.29329746289879	NA	NA	-9.94537415947848	NA	-10.1677665808149	-9.47971058712967	NA	-5.57946836753052	NA	-5.58280408009377	NA	-10.7527290815361	NA	NA	NA	-7.56950725748031	-7.58280408009377	-7.27160239179947	NA	-8.55633186873258	NA	NA	-8.18794446275256	NA	NA	NA	NA	NA	NA	NA	-9.53033666019964	NA	-9.81412962620023	-7.69383539248252	NA	NA	NA	NA	NA	NA	-7.82989694205854	NA	NA	NA	-7.99784157937262	NA	NA	-9.08976406881366	-9.69383539248252	NA	-11.0157634873699	NA	NA	NA	NA	-11.0157634873699	NA	NA	NA	NA	-9.47971058712967	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-11.3376915822572	NA	NA	NA	NA	-11.3376915822572	NA	-10.5303366601996	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-10.5303366601996	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-9.81412962620023	-11.3376915822572	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NW015-2	-2.33562561199856	-2.71073049268161	-3.37628469317884	-8.40111654615878	NA	-5.00118593927014	-3.31365370490844	-4.40865021884419	-8.04747959154408	-4.88104357618165	-12.5710415476011	-9.40111654615878	NA	NA	NA	NA	NA	-4.23788619729047	-7.14477679289899	-11.2491134527137	-8.07918845127142	-7.89861620562959	-6.24911345271373	-4.98607904687993	NA	NA	-5.62267431601641	-8.57104154760109	-7.00118593927014	NA	NA	-6.47300946464056	NA	NA	-7.03188273649306	NA	NA	-5.02029476221785	NA	-7.66415095199257	-6.45210047487758	-6.81615404543762	NA	NA	NA	NA	-8.24911345271373	NA	NA	-9.87060182946	NA	-9.40111654615878	-8.36158818197214	NA	-5.30425500690619	NA	-5.47828440668124	NA	NA	NA	NA	NA	-8.28563932873884	-6.20471933335527	-8.04747959154408	NA	-7.87060182946	NA	NA	-8.57104154760109	NA	NA	NA	NA	NA	NA	NA	-9.24911345271373	NA	-8.92718535782637	-6.9128300648493	NA	NA	NA	NA	NA	NA	-8.61684523721422	NA	NA	NA	-9.66415095199257	NA	NA	-8.17872412482233	NA	-8.01645269592345	-10.4011165461588	NA	NA	NA	NA	-9.24911345271373	NA	-10.2491134527137	NA	NA	-10.7636866255435	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-10.2491134527137	NA	NA	NA	NA	NA	NA	-9.76368662554349	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NW015-3	-1.78312665580836	-2.79451226891395	-3.176530309062	-6.78965634026055	NA	NA	-3.75990899686649	-4.65638980939708	-8.90255039666648	-4.11328215162292	-8.68495896159385	-9.57392764920511	NA	NA	NA	NA	NA	-4.54745543784392	-7.27353271586739	-12.0068870564812	-9.28442103201012	-8.15889014992626	-7.49592513720384	-5.91518722234441	NA	NA	-6.50863618895339	-8.86938353273128	-8.74385265064742	NA	NA	-5.74761456944362	NA	NA	-6.7363581141005	NA	NA	-6.04341293250633	NA	-7.57392764920511	-7.16894381459019	-6.86938353273128	NA	NA	NA	NA	-8.90255039666648	NA	NA	-9.04341293250633	NA	-10.4219245557601	-9.62837543322749	NA	-5.34297321436524	NA	-6.26811921968102	NA	-9.52146022931097	NA	NA	NA	-7.470834156241	-6.44007190247032	-5.91096263648268	NA	-9.28442103201012	NA	NA	-8.62837543322749	NA	NA	NA	NA	NA	NA	NA	-9.42192455576006	NA	-10.0068870564812	-7.43399738806063	NA	NA	NA	NA	NA	NA	-9.15889014992626	NA	NA	NA	-10.3288151513686	NA	NA	-7.78965634026055	NA	-9.86938353273128	-11.3288151513686	NA	NA	NA	NA	-6.65638980939708	NA	-12.3288151513686	-11.7438526506474	NA	-10.521460229311	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-10.6283754332275	NA	-10.6283754332275	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-12.0068870564812	-11.3288151513686	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NW015-5	-1.65922584421664	-3.54237372326126	-3.49699123582661	-6.51010987409031	-7.52125043169551	NA	-4.56813681932634	-3.7429440421484	-10.0730460684815	-5.80796383399881	-10.2105495922314	-9.83203796897767	NA	NA	NA	NA	-11.9475151863976	-3.71949821586728	-6.5381242502599	-8.67449669199119	-7.57828137673189	-9.14016026434	-7.24707546825651	-4.25519028698841	-10.4450148458684	NA	-6.04463765329571	-8.83203796897767	-8.60174034955588	NA	NA	-5.45566209006793	NA	NA	-5.85299758761332	NA	NA	-6.0936858345405	NA	-7.71229872470358	-7.63765992381082	-10.6255870915102	NA	NA	NA	NA	-8.67449669199119	NA	NA	-9.36255268567645	NA	-10.3625526856764	-10.3625526856764	NA	-5.51288695876088	NA	-5.83899072961944	NA	NA	NA	NA	NA	-6.69327389902182	-7.57828137673189	-6.90312106703915	NA	-8.57828137673189	NA	NA	-9.36255268567645	NA	NA	NA	NA	NA	NA	NA	-6.20156080900415	NA	-10.8320379689777	-7.08126657528643	-9.88862149734404	NA	NA	NA	NA	NA	-8.57828137673189	NA	NA	NA	-9.24707546825652	NA	NA	-8.4031946701738	-7.36255268567645	-11.9475151863976	-9.48808356776031	NA	NA	NA	NA	-9.62558709151024	NA	NA	NA	NA	-10.8320379689777	NA	NA	-12.2105495922314	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-11.7251227650612	NA	NA	NA	NA	-10.8320379689777	NA	-10.6255870915102	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-11.2105495922314	NA	NA	NA	-12.2105495922314	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NW015-6	-2.04233889291571	-3.04106070107088	-3.42192507316671	-6.62755716795558	-11.3341491130783	-6.26090013104763	-4.07257651026253	-3.94278616935575	-9.14652210990249	-5.61533086562232	-12.9191116137994	-10.256146601077	NA	NA	NA	NA	NA	-3.43933134977032	-6.41131697360072	-9.14652210990249	-7.35432699501589	-8.57333677695769	-6.67752562722966	-4.57629615243823	NA	NA	-5.75253005543148	-9.07780935981848	-8.52679419102066	NA	NA	-4.81407614310113	NA	NA	-5.8820222950642	NA	NA	-6.2048660961333	NA	-7.25614660107699	-7.56155960918134	-8.5498778041337	NA	NA	NA	NA	-9.29462074889163	NA	NA	-9.18214601963321	NA	-9.37479109757561	-10.8036343963795	NA	-6.02834068355418	NA	-6.24668627182793	NA	-10.9191116137994	NA	NA	NA	-6.93421850618963	-7.83164877254908	-6.71617155512915	NA	-9.07780935981848	NA	NA	-9.07780935981848	NA	NA	NA	NA	NA	NA	NA	-6.52108053982627	NA	-9.29462074889163	-7.76260712811943	NA	NA	NA	NA	NA	NA	-7.63370939493717	NA	NA	-10.9191116137994	-8.74918661235711	-9.91911161379942	NA	-10.1821460196332	-7.23728757382568	-10.0446424958833	-9.86021792474585	NA	NA	NA	NA	-9.21867189565833	NA	NA	-11.9191116137994	NA	-9.86021792474585	NA	NA	-11.696719192463	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-10.4166112732702	NA	NA	NA	NA	-12.1821460196332	NA	-10.5971835189121	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-11.0446424958833	-11.0446424958833	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NW016-1	-1.46890679376266	-2.08025153942772	-3.30464811354368	-3.87809531335039	-5.85614348599828	NA	-5.20803326675078	-5.26153081524341	-8.86585864083149	NA	NA	-11.4903495057393	NA	NA	NA	-9.37487228831935	NA	-5.01191692517193	-10.7533839115731	NA	NA	-9.21733101133287	-10.4903495057393	-8.46060216234524	NA	-6.26153081524341	-8.2424219922957	-9.90538700501813	NA	-11.7533839115731	NA	-6.96678754968227	NA	NA	-8.21733101133287	NA	NA	NA	NA	-6.05850371877389	-9.43145581668572	NA	-7.36106648879432	-6.21733101133287	-8.52072315478281	NA	-8.71776000184236	NA	NA	-6.59957857549405	NA	-8.68299458368168	-9.21733101133287	NA	NA	NA	NA	NA	-8.94602898951548	NA	-6.76242905117609	NA	NA	NA	-7.63236851061172	NA	NA	-11.0753120064604	NA	NA	NA	-12.4903495057393	NA	NA	NA	NA	-9.37487228831935	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-10.3748722883194	-8.82738449301686	NA	NA	-10.4903495057393	NA	NA	NA	NA	NA	-9.12111569607357	NA	NA	NA	NA	-6.5054563981295	NA	-11.4903495057393	NA	NA	NA	NA	NA	NA	NA	NA	NA	-10.4903495057393	NA	NA	NA	-12.4903495057393	NA	NA	-10.6158803878231	NA	NA	NA	NA	-11.0753120064604	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-12.4903495057393	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NW016-2-1	-1.25044147939053	-3.17210134073101	-3.28034404864765	-4.4251343544073	-10.8476663902331	NA	-4.37915547768491	-5.70470843639103	-8.62527396889663	NA	NA	-11.0175913916754	NA	NA	NA	-11.695663296788	NA	-4.22480109737432	-10.4326288909542	NA	NA	-7.24940706689846	-9.37373520190066	-9.84766639023307	NA	-6.04604783772461	-7.95150220121761	-10.2102364696178	NA	NA	NA	-7.47843258056735	NA	NA	-9.06339508128851	NA	NA	NA	NA	-5.04031146817547	-9.06339508128851	NA	-4.28797064812235	-6.14722667209198	-7.21023646961778	NA	-8.88830837473042	NA	NA	-7.35937990892359	NA	-9.93012855042505	-9.11070079606687	NA	NA	NA	NA	NA	-8.97319727231693	NA	-6.69566329678802	NA	-9.69566329678802	-7.59132663697329	-7.35937990892359	NA	-12.4326288909542	-11.695663296788	NA	-9.93012855042505	NA	NA	NA	NA	NA	NA	-9.84766639023307	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-10.3171516735343	-9.06339508128851	NA	NA	-10.2102364696178	NA	NA	NA	NA	NA	-10.2102364696178	NA	NA	NA	NA	-6.87804003927659	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-12.0175913916754	NA	NA	NA	NA	NA	NA	-10.5581597730381	NA	NA	NA	NA	-12.4326288909542	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-9.55815977303809	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NW016-2-2	-2.33146521830574	-3.84840235237081	-3.09362671738383	-7.37902893624608	-10.1633002451906	-2.90591240249799	-7.2998022450955	-4.37467253120194	-9.37902893624608	-6.53880938028285	NA	-6.03860449774132	-7.77863639495532	-10.7482627459118	NA	-8.35594532313304	-7.15331615661802	-7.56504092185603	-6.03860449774132	NA	-5.68217355545402	NA	-9.80966329057594	-6.63973828913363	-9.63278552849186	-6.71851540251774	-6.59175826023181	-8.26713605617518	-8.01129715174559	-10.8737936279957	-3.09124209693862	NA	-7.61897972896683	NA	-9.63278552849186	NA	NA	-10.8737936279957	NA	NA	NA	NA	-5.8453852128099	-11.333225246633	-6.59851562640711	-8.52587032457535	NA	-9.80966329057594	-7.3219979912097	-6.53232534671265	-10.6327855284919	NA	NA	-5.97567324201487	NA	NA	NA	NA	NA	-5.85749181566655	-11.0112971517456	NA	NA	-10.333225246633	NA	-4.59851562640711	NA	NA	NA	NA	NA	-5.02261246497342	NA	-11.1633002451906	NA	NA	NA	-12.333225246633	-8.94090782385419	NA	NA	NA	NA	NA	-10.7482627459118	-9.68936905685823	-8.66079990466146	NA	NA	NA	NA	NA	NA	NA	NA	NA	-10.8737936279957	-10.0112971517456	NA	NA	NA	NA	NA	-10.5258703245753	NA	-11.1633002451906	NA	NA	-10.4263346510244	NA	NA	NA	NA	NA	NA	NA	NA	NA	-10.7482627459118	NA	NA	NA	NA	NA	NA	NA	-10.1633002451906	NA	NA	NA	NA	NA	NA	-10.0852977331894	NA	-9.08529773318937	NA	-9.33322524663295	NA	-10.8737936279957	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-11.0112971517456	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
