# Pathway	NW001_3_all_merged_Abundance	NW002_2_all_merged_Abundance	NW003_3_all_merged_Abundance	NW005_3_all_merged_Abundance	NW006_3_all_merged_Abundance	NW007_2_all_merged_Abundance	NW008_1_all_merged_Abundance	NW010_2_all_merged_Abundance	NW011_2_all_merged_Abundance	NW012_3_all_merged_Abundance	NW013_3_all_merged_Abundance	NW014_1_all_merged_Abundance	NW015_3_all_merged_Abundance	NW016_1_all_merged_Abundance	NW016_2_2_all_merged_Abundance	NW016_5_all_merged_Abundance	NW018_3_2_all_merged_Abundance	NW019_3_all_merged_Abundance	NW020_3_all_merged_Abundance	NW021_3_all_merged_Abundance	NW022_4_all_merged_Abundance	NW023_3_all_merged_Abundance	NW025_3_all_merged_Abundance	NW026_3_all_merged_Abundance	NW027_2_all_merged_Abundance	NW028_3_all_merged_Abundance	NW029_3_all_merged_Abundance	NW030_2_all_merged_Abundance	NW031_3_all_merged_Abundance	NW032_3_all_merged_Abundance	NW033_2_all_merged_Abundance	NW034_3_all_merged_Abundance	NW035_2_all_merged_Abundance	NW036_3_all_merged_Abundance	NW038_3_all_merged_Abundance	NW040_3_all_merged_Abundance	NW041_2_all_merged_Abundance	NW042_3_all_merged_Abundance	NW043_3_all_merged_Abundance	NW044_1_all_merged_Abundance	NW045_3_all_merged_Abundance	NW046_5_all_merged_Abundance	NW047_4_all_merged_Abundance	NW048_5_1_all_merged_Abundance	NW049_3_all_merged_Abundance	NW050_3_all_merged_Abundance	NW051_3_all_merged_Abundance	NW052_2_all_merged_Abundance	NW053_3_all_merged_Abundance
UNMAPPED	244581.6985638506	218491.9571348184	166875.6831440810	165988.6948030538	264001.2423228274	176399.6566790727	231612.1548185285	120846.9084367050	210120.2046409498	249869.4897735952	218112.0923628353	233943.7844060232	278562.5190431586	283748.6919106517	268007.6817344775	245883.3526863881	165529.1559689071	196855.6869791606	225984.4269978611	258074.4658127004	306510.7980827839	333216.5572428597	235543.9446870454	270976.7971887801	357845.4134165824	290610.3540005942	273935.1799762329	192275.6732010586	262411.1940922763	229125.5359136706	210855.1224963250	200424.2261708101	268754.2728466404	189845.9314618532	243306.7872752315	277393.9535525824	257422.1507604016	407048.4063058570	337008.9857568928	240845.3434366190	311029.3190348100	254497.9461059397	200502.4233281349	222940.3355728816	235952.0516469179	149801.1154923949	251092.3686736818	223506.7496271625	199267.7356365038
UNINTEGRATED	742662.5643725266	728201.2030379405	507071.6795235379	567064.6929636674	564849.8075289476	817938.2818459749	825109.0572864354	401097.1247395575	829995.5610455590	720960.6365799464	612088.5910790404	976710.3734869921	920474.1630058191	1169125.2182241711	1068702.1462861239	820324.9468644017	760923.1797744725	680526.4740171116	696553.3290436659	1295418.8190764945	1040220.1864188821	783611.9060004684	859597.2729462596	1128176.1877369548	1660005.1240550906	1529386.8138923000	681611.4850658147	867624.3587683934	816701.9891629057	778236.3296503340	932043.5386152273	745641.5955106457	627268.1674076008	756017.8600767471	604078.6155599674	909653.3255495208	913233.2153793037	1265313.3396667924	1062172.2447984559	772752.8433916261	1198296.1750463247	407042.6045641415	939710.0565510170	857761.5868918428	941954.1149118678	1194476.0694926672	726731.0523880590	755226.9169085253	1286032.4086458432
1CMET2-PWY: folate transformations III (E. coli)	363.4668977371	366.3330102343	335.1386942928	323.4193108844	202.0704406634	374.9733489826	392.2049256446	195.9577852251	355.0685748521	443.3860494827	313.6995592884	495.4636813754	518.7745156631	498.8096548494	590.8491732792	638.1477155190	386.8973037189	360.7946835011	391.4155099199	469.2040130199	498.3675057311	388.0687547701	556.7922535422	529.4301407825	655.1548799862	704.9116684724	289.0492473140	454.5085331056	403.8468822895	375.1770031248	437.9416829384	442.2518741472	264.7240903296	417.9814079724	346.7612747582	436.2709348467	477.7823489646	614.5074536967	434.0394030899	374.9284302247	590.1041481833	174.1665635545	356.8260130908	495.2904284082	473.7748243268	439.9943965380	394.4906692841	395.8628144221	386.7266446673
3-HYDROXYPHENYLACETATE-DEGRADATION-PWY: 4-hydroxyphenylacetate degradation	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.4995144085	0	0	0	11.8142604093	70.4556869924	0	0	6.0585299841	0	0	0	0	0	0	0	0	0	0	6.4602711123	0	0	0	0	0	0	112.4669071515	0	0	0
AEROBACTINSYN-PWY: aerobactin biosynthesis	0	6.3475911875	0	0	1.0950348848	0	8.1968003476	0	0	0	0	0	0	3.7373199995	0	0	0	0	0	2.9225718235	0	0	0	0	0	28.0802561260	0	0	2.9747911356	0	0	0	0	0	0	0	0	0	9.9556694764	9.0658619347	0	0	0	0	0	0	0	0	0
ALLANTOINDEG-PWY: superpathway of allantoin degradation in yeast	0	19.0251358247	0	0	4.7995254201	16.9846526174	4.9980892308	0	0	0	0	0	2.4863655384	13.2241160954	0	0	0	0	0	0	12.4851536137	0	0	0.8994133097	0	0	0	0	0	0	0	0	9.7428338221	0	0	8.1009548926	10.1083207944	27.5690143916	16.2073630559	3.7160676169	15.3366400329	0	17.9987781773	0	13.5032481964	0	0	3.2204291523	1.9245771004
ANAEROFRUCAT-PWY: homolactic fermentation	239.3890874181	277.8130258318	131.6370096841	153.8842130304	156.9407714588	310.7954713234	182.4666102169	126.7041280869	231.8462011363	105.7289024190	177.7958259582	247.3157219783	228.2554994909	269.4895254869	323.0175902353	111.3224372751	163.1277425152	240.4182634432	236.3438839033	355.1165037675	336.6847159725	196.3815008045	212.3271857162	370.7338637266	610.9002791768	580.3887081206	160.5147865282	267.5832146260	204.0446652280	218.4503802340	241.9288205587	241.4203451130	184.3609230744	200.3651969578	119.5321164255	303.5897301343	184.3377709888	398.6650257504	250.2876554248	219.4235777340	215.3930482609	105.9245748611	217.6374741135	118.1153876110	294.4112526270	464.6107773191	181.4356581383	199.8999564919	414.7053415438
ANAGLYCOLYSIS-PWY: glycolysis III (from glucose)	308.1920542788	468.3971635123	205.5420254505	351.8055765596	266.5967457545	482.6699481336	416.3516527091	159.1641966221	450.3325404742	425.9145120759	345.9516761409	547.4361926170	523.6867904011	437.6096117453	584.7937649696	559.2845039356	361.9956060842	344.8290489989	462.5721921900	506.5094572356	559.8197352618	382.0266352804	423.6268874373	561.5672558901	891.1704449072	779.5240028101	303.5350042730	433.1400616828	418.2508064973	389.1678219229	401.6674518160	376.9270650743	336.8882093212	392.1352159152	331.7897500676	490.4514659106	533.1114508467	718.7092835556	476.9670733546	326.3632142529	583.0578334850	194.5014799543	370.6808134288	481.9056260097	538.3057711270	566.5895224387	315.7505680050	414.6923369866	486.9970263494
ARG+POLYAMINE-SYN: superpathway of arginine and polyamine biosynthesis	47.3407297873	140.9028296065	47.2086160561	15.9879498717	59.6698647052	91.3231137651	139.3730796205	0	74.6367856630	72.4113723101	41.6871899723	29.2426987918	114.1505273307	190.2483799190	12.0995543264	26.0586174573	12.6917758494	14.9994390341	23.0478439916	275.5147396477	81.4479359107	23.5040830086	47.5977542036	216.6184233188	617.6526043167	200.7404938691	85.2209308119	66.4049753081	51.2274625088	28.0321531136	82.0424428931	35.2134327603	73.4508388665	71.8588950876	45.4221936809	176.6912948830	88.8864132055	189.6066005921	184.5609973760	84.1246534750	183.0028507344	0	219.2503864835	94.7396316054	132.6561993030	416.3926410722	0	121.7140697392	403.4375042696
ARGDEG-PWY: superpathway of L-arginine, putrescine, and 4-aminobutanoate degradation	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15.1604823871	0	0	0	29.4643208272	84.7612477899	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	169.9646922582	0	0	0
