	NW001	NW002	NW003	NW005	NW006	NW007	NW008	NW010	NW011	NW012	NW013	NW014	NW015	NW016	NW018	NW019	NW020	NW021	NW022	NW023	NW025	NW026	NW027	NW028	NW029	NW030	NW031	NW032	NW033	NW034	NW035	NW036	NW038	NW040	NW041	NW042	NW043	NW044	NW045	NW046	NW047	NW048	NW049	NW050	NW051	NW052	NW053
NW027	40.34123760113001	42.121155786324216	42.13466157639492	46.757806322998015	47.22955248304292	42.967294949046256	45.70180382265064	39.09343423133406	44.45861654810256	46.96626487690553	45.27898992313591	45.44890747533636	45.351293591616255	44.500600860986715	45.16291235656283	45.38466072286591	46.73672672567702	36.775975770845115	43.64001928427904	45.72910184701768	45.04723894992274	46.334644400392655	0.0	42.86869974887593	44.803016789004715	42.46222309603567	43.331679214689856	41.907501140208126	39.89988938079989	44.32704498695964	43.90515082952374	43.85380678859702	48.03538428344185	46.20115156435144	45.47696216229572	43.93713656778207	46.34508095159893	45.438481069969896	41.458991124685376	45.190071422854416	43.028302557033655	46.978530216600184	43.74194109418315	37.4712185615448	43.697851154646884	46.50888598993362	40.22124839765757
NW028	41.32527951460964	41.600422964026194	40.09594985647811	44.590478238756376	45.80788283309376	37.70865006694243	40.89857317856659	42.75292333665595	40.303321251702776	43.842965687652075	42.358098196015746	41.68120208335095	44.86695302160792	41.945341848524436	39.84417608203276	45.17487240571391	42.46324522312845	37.798117744990996	42.010643673553886	44.43623866672833	43.46195363854561	42.28168261215998	42.86869974887593	0.0	42.48157375239196	38.64902700647203	42.11021445863069	40.47587608031766	37.27664076733707	40.03247843860422	43.63312229178441	41.19934171219222	45.42594935496655	44.03691142410276	42.70855858496557	43.26818452390813	45.08961497895002	45.20257518411634	39.57188635920298	44.41942677748559	40.35554627823329	42.8846380696922	42.51633834913831	38.78890050792596	41.80840873224425	42.694893587611936	37.41351384544406
NW029	41.693213795216046	45.25833228373597	37.69944446075177	46.37257586521564	46.76769601059008	42.89706975722324	44.10907886834846	44.49818431156506	45.80795951521747	47.36918757620414	43.92227115287877	43.93371552147324	45.08329471550847	41.56795927091726	43.3346768051407	43.345580235685425	47.03040919138783	38.90194087571483	46.20745945880537	40.20340527935456	44.528751478711854	44.95889393300839	44.803016789004715	42.48157375239196	0.0	42.608686259249176	39.262150331223154	43.58988072460928	41.20541485463315	43.517261051491296	43.75884243011611	42.66445892851052	44.50596193707349	43.48739632911858	43.02100806273001	42.11409608603232	44.79882438630605	43.10798434987931	42.85430150092077	43.480455639361374	40.421718598891545	44.950524635167994	44.94812804077816	40.48128344122389	37.22995487208781	47.262432800862264	40.32417701579038
NW030	39.605551820372824	41.99109586894813	37.99757543189582	44.63702038567493	44.84484594464662	41.5523815443842	42.360461494368074	43.02095616822563	42.674589386845305	44.0049907785632	43.50135651406599	42.170973448196925	44.41238972632234	41.81464121817453	41.65058094661737	43.530813043925306	42.83749236733405	37.79365240015783	40.78252871098121	43.256527020375906	40.84608535890493	42.49645147992416	42.46222309603567	38.64902700647203	42.608686259249176	0.0	41.03263079042012	39.540745982699946	37.29011257525519	39.93816725463611	44.531160876907954	40.53697744807886	44.305665354534085	43.999012925511806	41.773902655938784	41.146358545276435	45.13041012330078	42.08149299406332	40.877255357061784	42.55378308959019	41.77721765580918	42.08589741662372	42.33905256367889	39.54262556778874	41.815299080583856	43.37918014337482	39.54576817258946
NW031	39.469180177697254	42.322228106620884	41.155580171996014	44.011953947841015	43.714546637275625	40.86296183774351	42.83603011066126	43.40436541128207	44.576848358193125	44.56462822994013	41.763315254002144	41.778669410381816	43.912679999474626	38.149583026579	43.041240512962005	40.6078836938452	45.343051212641186	38.950063496049715	44.85500501802087	42.12396059266537	42.31680865154677	41.9560919960725	43.331679214689856	42.11021445863069	39.262150331223154	41.03263079042012	0.0	41.622677423158066	40.27727293945671	41.982121170528416	40.92815896475982	40.542592271109676	45.31480632067715	40.403276917400376	42.777722249322125	40.54890627357038	42.5803838346833	40.31853247499322	41.82107168435921	42.32495584682936	40.49503579360437	41.98908274281238	43.133797617667156	41.40891648657851	39.42581029082188	44.85764020536085	37.56000132653597
NW032	40.04022071755784	42.20383451713167	39.892675740057186	44.99586424257941	46.871609563842384	42.3240245733961	44.62496178497697	41.784801600499485	44.42160672122246	46.159276791605414	42.674296520049374	43.37274086673522	45.631084220824725	41.329371705129596	43.60713985469737	43.88831130347042	45.45329910630967	39.41797614881563	44.61955171609366	43.60821610889615	42.321997972379776	45.80909583020713	41.907501140208126	40.47587608031766	43.58988072460928	39.540745982699946	41.622677423158066	0.0	38.71426855964353	41.980966173344356	44.42626199628427	40.40314282802156	46.551653949222114	44.9578670149399	42.603104058530334	42.385264076405974	46.53706335375283	45.451143929367426	42.13507525619694	42.92098905652245	42.5731267381648	45.456351872781475	42.54733744042574	40.81267622865234	42.5222113168286	44.38998510942133	40.93656538374998
NW033	40.05590278518197	40.2403608595052	38.7966475364083	42.65436065576501	45.282890437023724	39.5725343073319	41.978099319593376	40.299902740656	42.978256747759026	44.01426723824954	41.32378787346641	42.86317590031012	43.56283592010902	40.51012232607052	40.13267606653555	43.223220450239815	42.354739058142016	32.920037490085846	42.164920459262376	43.08094228459067	39.58477039582749	43.90739505284906	39.89988938079989	37.27664076733707	41.20541485463315	37.29011257525519	40.27727293945671	38.71426855964353	0.0	40.36184038164055	43.0130765665719	39.69561209426252	44.84641288126494	42.764036336289315	40.17076443696322	38.892356116520034	44.16035140596994	44.18903130742663	39.76781343446629	43.581652050652714	39.08112800265675	44.230711942487005	40.42324225265776	37.50750406687101	41.60051122229791	43.88957965627536	37.7257435360256
NW034	40.779897392138665	42.64451215105149	40.03790381080431	43.82061208219731	45.15022474323967	41.45528996672186	43.252488893868524	44.09280002222074	41.68627633063149	41.8775731637887	44.4180893538909	42.96096470180166	43.939973138755555	41.67353109461865	42.39155878229438	42.67594093423355	45.70688129396983	38.04688540384031	42.09521071178164	44.09290047345292	43.038478175100785	44.12119809673694	44.32704498695964	40.03247843860422	43.517261051491296	39.93816725463611	41.982121170528416	41.980966173344356	40.36184038164055	0.0	43.56204424726579	40.413578759982556	44.699938907592376	42.961217611609385	42.76876439678324	43.10970103281891	45.03517530733353	43.12186513941049	38.33811221598116	43.74923417323288	40.68245743146651	42.198603852773246	41.99608374080039	39.91200573137364	41.160153745728316	44.479387451899655	37.56315041736426
NW035	41.891783201198514	43.75579167287744	43.04754470956366	46.532585786163835	44.715587083746826	41.506054014618236	45.10982038897854	44.41155565535786	44.58243433715397	45.14425503725477	44.22840134707649	43.2367796859392	46.11699195354189	43.00330856414464	45.08008255479584	44.46709659845351	47.39127470363367	42.27638322575965	43.716880651152	43.417865671134095	44.39983097112206	47.33944605276843	43.90515082952374	43.63312229178441	43.75884243011611	44.531160876907954	40.92815896475982	44.42626199628427	43.0130765665719	43.56204424726579	0.0	44.39848583218193	46.35200805730662	43.9287871763942	44.3133894945806	43.25295653372858	44.62365607100808	42.374473837669704	42.957664930081165	41.112988383992914	41.95592189511038	44.72882571529217	45.85904068178899	41.618171139085156	38.63789979737341	46.936616972458594	40.65819136831645
NW036	37.48467079436408	43.8813687578434	40.42054097819434	42.14874489240695	45.00739642747951	42.2285952434499	43.38462148566309	40.28160602026323	43.72828390795239	44.77176180882947	41.02901178099507	42.20629305700337	44.16253604279808	38.54380117778276	41.09891819261908	43.941644867379395	42.61647528593606	39.54054380713576	43.038965231784616	43.46892406776249	41.95196188741225	43.56994246249346	43.85380678859702	41.19934171219222	42.66445892851052	40.53697744807886	40.542592271109676	40.40314282802156	39.69561209426252	40.413578759982556	44.39848583218193	0.0	44.868788579722946	43.839294566263355	40.57532926300562	41.12384465728179	45.33878788834925	43.89043993217885	39.548991783073866	45.21850763005043	41.9940239892275	41.74099492472285	42.53731689161543	39.59150591834399	41.906853379008695	42.90287478557008	39.29550933970903
