"feature"	"metadata"	"value"	"name"	"coef"	"null_hypothesis"	"stderr"	"pval_individual"	"qval_individual"	"pval_joint"	"qval_joint"	"error"	"model"	"N"	"N_not_zero"
"PWY-6121: 5-aminoimidazole ribonucleotide biosynthesis I"	"Age"	"Age"	"Age"	NA	0	NA	NA	NA	0.000420860521638033	0.0634040794880519	"All logistic values are the same"	"prevalence"	46	46
"PWY-6122: 5-aminoimidazole ribonucleotide biosynthesis II"	"Age"	"Age"	"Age"	NA	0	NA	NA	NA	0.00126096549841281	0.0796479293335627	"All logistic values are the same"	"prevalence"	46	46
"PWY-6123: inosine-5'-phosphate biosynthesis I"	"Age"	"Age"	"Age"	NA	0	NA	NA	NA	1.32516822999307e-05	0.00690743939883887	"All logistic values are the same"	"prevalence"	46	46
"PWY-6124: inosine-5'-phosphate biosynthesis II"	"Age"	"Age"	"Age"	NA	0	NA	NA	NA	1.11750224368601e-05	0.00690743939883887	"All logistic values are the same"	"prevalence"	46	46
"PWY-6163: chorismate biosynthesis from 3-dehydroquinate"	"Age"	"Age"	"Age"	NA	0	NA	NA	NA	0.000448191270975062	0.0634040794880519	"All logistic values are the same"	"prevalence"	46	46
"PWY-6277: superpathway of 5-aminoimidazole ribonucleotide biosynthesis"	"Age"	"Age"	"Age"	NA	0	NA	NA	NA	0.00127465414838701	0.0796479293335627	"All logistic values are the same"	"prevalence"	46	46
"PWY-6385: peptidoglycan biosynthesis III (mycobacteria)"	"Age"	"Age"	"Age"	NA	0	NA	NA	NA	0.000669087638858312	0.0634112603190719	"All logistic values are the same"	"prevalence"	46	46
"PWY-6386: UDP-N-acetylmuramoyl-pentapeptide biosynthesis II (lysine-containing)"	"Age"	"Age"	"Age"	NA	0	NA	NA	NA	0.000456144456748575	0.0634040794880519	"All logistic values are the same"	"prevalence"	46	46
"PWY-6387: UDP-N-acetylmuramoyl-pentapeptide biosynthesis I (meso-diaminopimelate containing)"	"Age"	"Age"	"Age"	NA	0	NA	NA	NA	0.000550494112726563	0.0634112603190719	"All logistic values are the same"	"prevalence"	46	46
"PWY-6609: adenine and adenosine salvage III"	"Age"	"Age"	"Age"	NA	0	NA	NA	NA	0.00126496899124673	0.0796479293335627	"All logistic values are the same"	"prevalence"	46	46
"PWY-7221: guanosine ribonucleotides de novo biosynthesis"	"Age"	"Age"	"Age"	NA	0	NA	NA	NA	0.000238233122677789	0.0472548036539874	"All logistic values are the same"	"prevalence"	46	46
"PWY-7229: superpathway of adenosine nucleotides de novo biosynthesis I"	"Age"	"Age"	"Age"	NA	0	NA	NA	NA	0.000905927430821185	0.0755543477304868	"All logistic values are the same"	"prevalence"	46	46
"PWY-7790: UMP biosynthesis II"	"Age"	"Age"	"Age"	NA	0	NA	NA	NA	0.000212018208282094	0.0472548036539874	"All logistic values are the same"	"prevalence"	46	46
"PWY-7791: UMP biosynthesis III"	"Age"	"Age"	"Age"	NA	0	NA	NA	NA	0.000201022482906321	0.0472548036539874	"All logistic values are the same"	"prevalence"	46	46
"PWY-7851: coenzyme A biosynthesis II (eukaryotic)"	"Age"	"Age"	"Age"	NA	0	NA	NA	NA	0.000591693880862332	0.0634112603190719	"All logistic values are the same"	"prevalence"	46	46
"PWY-7953: UDP-N-acetylmuramoyl-pentapeptide biosynthesis III (meso-diaminopimelate containing)"	"Age"	"Age"	"Age"	NA	0	NA	NA	NA	0.000659386408836893	0.0634112603190719	"All logistic values are the same"	"prevalence"	46	46
"PWY-841: superpathway of purine nucleotides de novo biosynthesis I"	"Age"	"Age"	"Age"	NA	0	NA	NA	NA	0.000780442564764505	0.0707488151101736	"All logistic values are the same"	"prevalence"	46	46
"PYRIDNUCSYN-PWY: NAD de novo biosynthesis I (from aspartate)"	"Age"	"Age"	"Age"	NA	0	NA	NA	NA	0.00129881515460006	0.0796479293335627	"All logistic values are the same"	"prevalence"	46	46
"TRNA-CHARGING-PWY: tRNA charging"	"Age"	"Age"	"Age"	NA	0	NA	NA	NA	0.00112628126730951	0.0796479293335627	"All logistic values are the same"	"prevalence"	46	46
"UNINTEGRATED"	"Age"	"Age"	"Age"	NA	0	NA	NA	NA	1.26404230282873e-05	0.00690743939883887	"All logistic values are the same"	"prevalence"	46	46
