"feature"	"metadata"	"value"	"name"	"coef"	"null_hypothesis"	"stderr"	"pval_individual"	"qval_individual"	"pval_joint"	"qval_joint"	"error"	"model"	"N"	"N_not_zero"
"PWY-7371: 1,4-dihydroxy-6-naphthoate biosynthesis II"	"FI"	"FI"	"FI"	-0.140461030326599	-0.0218447081487729	0.24757218528745	0.638158777547901	0.98142320767868	0.445524070751449	0.993695588454555	NA	"abundance"	46	25
"PWY-7371: 1,4-dihydroxy-6-naphthoate biosynthesis II"	"Location"	"Centre"	"LocationCentre"	-0.330453582396275	-0.134762365173622	0.346871243478302	0.582790052952125	0.98142320767868	0.573715848309355	0.993695588454555	NA	"abundance"	46	25
"PWY-7383: anaerobic energy metabolism (invertebrates, cytosol)"	"FI"	"FI"	"FI"	0.0545391686166955	-0.0218447081487729	0.152529185942141	0.622204052830306	0.98142320767868	0.857270222302154	0.993695588454555	NA	"abundance"	46	45
"PWY-7385: 1,3-propanediol biosynthesis (engineered)"	"Age"	"Age"	"Age"	0.484569680037425	0.115099219485005	0.433984082180081	0.408928871702885	0.98142320767868	0.650634921293576	0.993695588454555	NA	"abundance"	46	20
"PWY-7385: 1,3-propanediol biosynthesis (engineered)"	"Location"	"Centre"	"LocationCentre"	-0.927533652433045	-0.134762365173622	1.04503308914218	0.460794872926422	0.98142320767868	0.709257830937566	0.993695588454555	NA	"abundance"	46	20
"PWY-7385: 1,3-propanediol biosynthesis (engineered)"	"Sex"	"Female"	"SexFemale"	-0.833318090928466	-0.0946946073416741	1.06624784535758	0.500372011706605	0.98142320767868	0.285043601403507	0.954417715573453	NA	"abundance"	46	20
"PWY-7385: 1,3-propanediol biosynthesis (engineered)"	"TimeNW"	"TimeNW"	"TimeNW"	-0.441718036394308	-0.0144260567140095	0.521388863619753	0.428743115469421	0.98142320767868	0.553198408461598	0.993695588454555	NA	"abundance"	46	20
"PWY-7388: octanoyl-[acyl-carrier protein] biosynthesis (mitochondria, yeast)"	"Sex"	"Female"	"SexFemale"	0.740542458589291	-0.0946946073416741	1.9725523840292	0.693770213305512	0.98142320767868	0.878307186513702	0.996959287214095	NA	"abundance"	46	10
"PWY-7388: octanoyl-[acyl-carrier protein] biosynthesis (mitochondria, yeast)"	"TimeNW"	"TimeNW"	"TimeNW"	-1.28917424180475	-0.0144260567140095	2.13764621397236	0.583134881339665	0.98142320767868	0.49832784318068	0.993695588454555	NA	"abundance"	46	10
"PWY-7392: taxadiene biosynthesis (engineered)"	"Age"	"Age"	"Age"	0.0137605451978123	0.115099219485005	0.179587870462023	0.577616450060385	0.98142320767868	0.821592136740409	0.993695588454555	NA	"abundance"	46	42
"PWY-7392: taxadiene biosynthesis (engineered)"	"Sex"	"Female"	"SexFemale"	0.059997515060597	-0.0946946073416741	0.352598758832678	0.667405243045332	0.98142320767868	0.413631969476251	0.992909460673586	NA	"abundance"	46	42
