# Pathway	NW001_3_all_merged_Abundance	NW002_2_all_merged_Abundance	NW003_3_all_merged_Abundance	NW005_3_all_merged_Abundance	NW006_3_all_merged_Abundance	NW007_2_all_merged_Abundance	NW008_1_all_merged_Abundance	NW010_2_all_merged_Abundance	NW011_2_all_merged_Abundance	NW012_3_all_merged_Abundance	NW013_3_all_merged_Abundance	NW014_1_all_merged_Abundance	NW015_3_all_merged_Abundance	NW016_1_all_merged_Abundance	NW016_2_2_all_merged_Abundance	NW016_5_all_merged_Abundance	NW018_3_2_all_merged_Abundance	NW019_3_all_merged_Abundance	NW020_3_all_merged_Abundance	NW021_3_all_merged_Abundance	NW022_4_all_merged_Abundance	NW023_3_all_merged_Abundance	NW025_3_all_merged_Abundance	NW026_3_all_merged_Abundance	NW027_2_all_merged_Abundance	NW028_3_all_merged_Abundance	NW029_3_all_merged_Abundance	NW030_2_all_merged_Abundance	NW031_3_all_merged_Abundance	NW032_3_all_merged_Abundance	NW033_2_all_merged_Abundance	NW034_3_all_merged_Abundance	NW035_2_all_merged_Abundance	NW036_3_all_merged_Abundance	NW038_3_all_merged_Abundance	NW040_3_all_merged_Abundance	NW041_2_all_merged_Abundance	NW042_3_all_merged_Abundance	NW043_3_all_merged_Abundance	NW044_1_all_merged_Abundance	NW045_3_all_merged_Abundance	NW046_5_all_merged_Abundance	NW047_4_all_merged_Abundance	NW048_5_1_all_merged_Abundance	NW049_3_all_merged_Abundance	NW050_3_all_merged_Abundance	NW051_3_all_merged_Abundance	NW052_2_all_merged_Abundance	NW053_3_all_merged_Abundance
UNMAPPED	0.236916	0.218646	0.236938	0.216459	0.306211	0.168274	0.209556	0.222317	0.193509	0.24677	0.252006	0.184287	0.222306	0.186432	0.191789	0.220154	0.171061	0.214983	0.233755	0.157789	0.217068	0.287168	0.205697	0.184017	0.166672	0.15137	0.274881	0.17317	0.232505	0.218794	0.177543	0.202913	0.287272	0.192043	0.275561	0.222245	0.209769	0.232374	0.230582	0.228052	0.196569	0.372061	0.167236	0.196883	0.190531	0.102985	0.247397	0.217876	0.1255
UNINTEGRATED	0.719387	0.728714	0.719964	0.739484	0.655161	0.780261	0.746534	0.737881	0.764379	0.712018	0.707206	0.769393	0.734583	0.768154	0.764776	0.734484	0.786352	0.743193	0.720504	0.792029	0.736672	0.675321	0.750673	0.766129	0.773174	0.79661	0.683965	0.781412	0.723625	0.743144	0.784794	0.754901	0.670489	0.764767	0.684159	0.728803	0.74418	0.722338	0.72674	0.731706	0.757316	0.595072	0.783798	0.757506	0.760626	0.821176	0.716037	0.736201	0.809954
1CMET2-PWY: folate transformations III (E. coli)	0.000352075	0.000366591	0.000475846	0.000421757	0.000234378	0.000357701	0.000354855	0.000360495	0.000326998	0.000437886	0.000362448	0.000390296	0.000414007	0.000327735	0.000422819	0.00057137	0.000399827	0.000394018	0.000404874	0.000286875	0.000352938	0.00033444	0.000486238	0.000359529	0.000305149	0.000367167	0.000290047	0.000409346	0.000357822	0.00035826	0.000368753	0.000447744	0.000282965	0.000422818	0.00039273	0.000349535	0.000389338	0.000350808	0.00029697	0.000355013	0.000372942	0.000254621	0.000297623	0.0004374	0.000382572	0.000302486	0.000388686	0.00038589	0.000243564
3-HYDROXYPHENYLACETATE-DEGRADATION-PWY: 4-hydroxyphenylacetate degradation	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.16815e-07	0	0	0	8.02291e-06	3.28159e-05	0	0	5.45652e-06	0	0	0	0	0	0	0	0	0	0	4.42013e-06	0	0	0	0	0	0	7.73185e-05	0	0	0
AEROBACTINSYN-PWY: aerobactin biosynthesis	0	6.35206e-06	0	0	1.27011e-06	0	7.41622e-06	0	0	0	0	0	0	2.45554e-06	0	0	0	0	0	1.78688e-06	0	0	0	0	0	1.46261e-05	0	0	2.63576e-06	0	0	0	0	0	0	0	0	0	6.81168e-06	8.58431e-06	0	0	0	0	0	0	0	0	0
ALLANTOINDEG-PWY: superpathway of allantoin degradation in yeast	0	1.90385e-05	0	0	5.5669e-06	1.62023e-05	4.52212e-06	0	0	0	0	0	1.98424e-06	8.68869e-06	0	0	0	0	0	0	8.84185e-06	0	0	6.10779e-07	0	0	0	0	0	0	0	0	1.04142e-05	0	0	6.49038e-06	8.23712e-06	1.57385e-05	1.10891e-05	3.51868e-06	9.69266e-06	0	1.50125e-05	0	1.09038e-05	0	0	3.1393e-06	1.21211e-06
ANAEROFRUCAT-PWY: homolactic fermentation	0.000231886	0.000278009	0.000186904	0.000200674	0.000182033	0.000296479	0.00016509	0.000233092	0.000213517	0.000104417	0.000205425	0.00019482	0.000182159	0.000177064	0.000231155	9.96734e-05	0.000168579	0.000262557	0.00024447	0.000217121	0.000238436	0.000169243	0.000185422	0.00025176	0.000284537	0.000302307	0.000161069	0.000240995	0.00018079	0.0002086	0.000203707	0.000244418	0.000197064	0.000202684	0.000135378	0.000243232	0.000150214	0.000227588	0.000171247	0.000207768	0.000136127	0.000154855	0.000181528	0.00010431	0.000237737	0.00031941	0.000178766	0.000194864	0.000261185
ANAGLYCOLYSIS-PWY: glycolysis III (from glucose)	0.000298533	0.000468727	0.000291838	0.000458774	0.000309222	0.000460437	0.000376703	0.000292808	0.000414731	0.000420632	0.000399712	0.000431237	0.000417928	0.000287524	0.000418485	0.00050076	0.000374093	0.000376583	0.000478477	0.000309684	0.000396458	0.000329233	0.000369947	0.000381353	0.000415077	0.00040603	0.000304583	0.000390101	0.000370584	0.00037162	0.00033821	0.000381608	0.000360101	0.000396673	0.000375774	0.000392944	0.000434424	0.000410294	0.000326342	0.000309028	0.000368489	0.00028435	0.000309179	0.00042558	0.000434681	0.000389518	0.000311104	0.000404245	0.000306715
ARG+POLYAMINE-SYN: superpathway of arginine and polyamine biosynthesis	4.5857e-05	0.000141002	6.7029e-05	2.08492e-05	6.92102e-05	8.71165e-05	0.000126101	0	6.87363e-05	7.15132e-05	4.81653e-05	2.30356e-05	9.10977e-05	0.000125	8.65858e-06	2.33318e-05	1.31159e-05	1.63807e-05	2.38403e-05	0.000168452	5.76805e-05	2.0256e-05	4.15664e-05	0.000147103	0.000287682	0.00010456	8.55152e-05	5.98066e-05	4.53892e-05	2.67681e-05	6.90809e-05	3.56507e-05	7.85119e-05	7.26905e-05	5.14436e-05	0.000141563	7.24322e-05	0.000108242	0.000126277	7.96562e-05	0.000115657	0	0.000182873	8.36664e-05	0.00010712	0.000286261	0	0.000118648	0.000254088
ARGDEG-PWY: superpathway of L-arginine, putrescine, and 4-aminobutanoate degradation	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.26924e-06	0	0	0	2.00088e-05	3.94789e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000116847	0	0	0
