feature	Bacteroidaceae	Lachnospiraceae	Tannerellaceae	Enterobacteriaceae	Ruminococcaceae	Marinifilaceae	Rikenellaceae	Akkermansiaceae	Oscillospiraceae	Streptococcaceae	Prevotellaceae	Bifidobacteriaceae	Fusobacteriaceae	Clostridiaceae	Barnesiellaceae	Peptostreptococcaceae	Coriobacteriaceae	Acidaminococcaceae	Veillonellaceae	[Eubacterium]_coprostanoligenes_group	Christensenellaceae	Erysipelotrichaceae	Unknown	Lactobacillaceae	Sutterellaceae	Desulfovibrionaceae	Erysipelatoclostridiaceae	Clostridia_UCG-014	Monoglobaceae	Muribaculaceae	Butyricicoccaceae	Eggerthellaceae	Anaerovoracaceae	Coriobacteriales_Incertae_Sedis	Porphyromonadaceae	Clostridia_vadinBB60_group	Pseudomonadaceae	uncultured	Peptococcaceae	Pasteurellaceae	UCG-010	Morganellaceae	Gastranaerophilales	Victivallaceae	RF39	Actinomycetaceae	Izemoplasmatales	Hungateiclostridiaceae	Enterococcaceae	Atopobiaceae	Oscillospirales	Puniceicoccaceae	Selenomonadaceae	Succinivibrionaceae	Carnobacteriaceae	Eubacteriaceae	Synergistaceae	Micrococcaceae	Family_XI	Oxalobacteraceae	DTU014	[Clostridium]_methylpentosum_group	Defluviitaleaceae	Anaerofustaceae	Staphylococcaceae	Campylobacteraceae	Corynebacteriaceae	Syntrophomonadaceae
NW032-1	NA	-0.94401127479229	NA	-5.5119137220768	-4.37811522400934	NA	NA	-2.12888661770057	-8.0744388336782	-5.15336930289992	NA	NA	NA	-7.92243574023315	NA	-3.71558416979248	NA	-9.12888661770057	NA	-8.33747323951199	-10.3698947172044	-6.34551055857741	-9.02197141378406	-6.41993539970396	NA	NA	-6.97134534071409	NA	-6.44562204336761	NA	-8.21461649172646	NA	-10.8293263358417	NA	NA	NA	NA	NA	NA	-11.2443638351205	NA	-6.32948044875846	NA	NA	NA	-9.5073982409543	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-11.2443638351205	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NW032-2	-0.449243276303097	-2.72297610880216	NA	-7.41824487144009	-6.84450962614219	NA	NA	-9.03715470408459	NA	-4.85582493937003	NA	NA	NA	NA	NA	-5.07632530136527	NA	-8.84450962614219	-7.84450962614219	NA	NA	-7.3850780075049	-9.25954712542104	-7.48695762152411	NA	NA	NA	NA	-6.3687761951758	NA	-8.08962212397872	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NW032-3	-0.975066707860246	-2.16611942012491	NA	-11.4714211964249	-4.45833119698442	NA	NA	-3.77098147828377	-5.52500223662971	-6.78025929187178	NA	NA	NA	NA	-4.5867418799065	-6.67267940467196	NA	-6.2298352098551	NA	-7.80845618370243	-5.64699276100832	-9.41252750737129	-8.19840270201844	NA	NA	-6.24260250592898	-10.1494931015375	NA	-7.75260294896891	NA	-9.19840270201844	-9.96892085589568	-8.32846324258282	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NW032-4-1	-0.909840375999763	-2.23448378445277	NA	-8.31972462554316	-4.24514750068832	NA	NA	-4.72223502694584	-6.6852934485577	-6.14607653805813	NA	NA	NA	-11.4240612853579	-4.14236303525906	-5.86334633088341	NA	-6.41059902555133	NA	-8.11663276016565	-6.15353234297717	-7.47920283955035	-8.81525204268237	-9.19140052856762	NA	-6.69070694474406	-9.49806186680167	NA	-7.28655776160796	NA	-9.04554966210416	-9.13127953613005	-8.86334633088341	NA	NA	NA	NA	NA	NA	-10.4240612853579	NA	NA	NA	NA	NA	-10.8390987846367	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NW032-4-2	-0.879045655449594	-2.58627676899466	NA	-7.41505653809749	-4.53837367869913	NA	NA	-3.92320344176781	-6.71162056749648	-6.70564666645184	NA	NA	NA	-11.4545849022841	-4.02366778933914	-5.75106579121106	NA	-6.04330932180148	-12.6245099037264	-8.10094794766942	-5.82361000380613	-7.61328264830318	-8.79161988956169	-6.8107287125094	NA	-6.30258180883907	-10.0395474030053	NA	-8.16507828508914	NA	-10.2321924809477	-11.1650782850891	-8.23219248094768	NA	NA	NA	NA	NA	-13.0395474030053	NA	NA	NA	NA	NA	NA	-11.6245099037264	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-11.3025818088391	NA	NA	NA	NA	NA
NW032-4-3	-0.831209395517367	-2.71250698155589	NA	-7.87607521507322	-4.18444465305558	NA	NA	-4.23845996527264	-6.26030666757089	-6.63307251406148	NA	NA	NA	-10.9950162877967	-4.15817692804801	-6.13703529266915	NA	-6.64186946229864	NA	-8.50316319146705	-4.91286724644285	-8.26709583323353	-9.18766136573912	-7.22022922819555	NA	-6.18444465305558	-10.9075534465464	NA	-8.24012878563326	NA	-9.82509128635441	-9.86573327085176	-9.86573327085176	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-11.8250912863544	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-10.7470887743531	NA	NA	NA	NA	NA
NW032-5	-1.52478087145701	-1.39380382170094	NA	-8.9411744342847	-4.51781207035493	NA	NA	-4.18365066817911	-6.8380809413206	-4.6941846492075	NA	-11.4736695151117	NA	-10.3268281267825	-5.16858493038778	-5.73606000438009	NA	-6.58753747967	-11.6960619364482	-8.95909634228197	-6.88014500088714	-6.28384495623171	-7.95010755905471	-7.40450749060433	NA	-6.74964297665302	-8.97724368899223	NA	-6.89300715182419	NA	-8.5128401123924	-9.99562221830708	-8.43553438622495	NA	NA	NA	NA	NA	NA	-7.8463962095326	NA	NA	NA	NA	NA	-10.8887070143906	NA	NA	NA	NA	NA	NA	NA	NA	-10.3741338415608	NA	NA	NA	NA	NA	NA	NA	-12.6960619364482	-13.6960619364482	NA	NA	NA	NA
NW033-1	-0.747328997001102	-2.65445728847323	-4.03218466395247	-5.58961398091748	-5.54134087023895	NA	-8.08214904135387	NA	-6.0183523907729	-8.65945796953159	NA	-4.4705748103854	NA	-11.1773062743942	-5.49463083572896	-4.90033596171322	NA	NA	-8.93629817489042	-8.42728452740256	NA	-7.43706554819514	-10.5492750517812	-9.35133567416926	NA	NA	-8.16100446206511	NA	-10.9362981748904	NA	NA	-10.1131759369745	-9.88185039086804	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-11.1773062743942	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NW033-2	-1.09800241317119	-1.92280758512559	-3.57328914457943	-6.24746923443507	-6.50851508717541	NA	-5.50256582084422	NA	-5.10319777783126	-9.25745332300769	NA	-4.49664098688712	NA	NA	-5.38025441233598	-5.58817453635306	NA	NA	-8.33991548319967	-8.31885386767184	-11.8424158237288	-7.68591133804886	-10.1054502295626	NA	NA	NA	-8.31885386767184	NA	-10.7269386063089	NA	NA	-9.14197610558776	-9.56939732932243	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NW033-3	-2.37249890928505	-1.4358475042041	-3.86217381914776	-1.62669969360148	-8.17092652528738	NA	-9.63035814392468	NA	-7.36732373809089	NA	NA	-11.3673237380909	NA	NA	-8.17092652528738	-8.55996881603328	NA	NA	-5.40925441855681	NA	NA	NA	NA	NA	NA	NA	-10.3673237380909	NA	-8.70435872536846	NA	NA	-10.4928546201747	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NW033-4	-5.84819550178424	-1.21045351522439	-7.10488838074421	-0.983436658884039	-9.76785339346664	NA	NA	NA	-8.28242656629639	-9.15118203301814	NA	-7.6523761760467	NA	NA	-10.8673890670175	-7.28242656629639	NA	NA	-5.94682353451195	NA	NA	-8.6303498697167	NA	NA	NA	NA	-10.5048189876328	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NW033-5	-0.828496986411132	-2.11793479981748	-3.76297401142224	-5.01304822764964	-4.76652890859886	NA	-8.8050030564135	NA	-6.04291286809168	-8.71067567386535	NA	-8.25956891987898	NA	-8.94836723158468	-6.14409170245905	-6.19427745962726	NA	NA	-9.76652890859886	-9.13181337268061	NA	-8.18156640787771	-10.3140167039014	NA	NA	NA	-8.14409170245905	NA	-12.0144564220424	NA	NA	-10.1564754269149	-11.1075658264339	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NW034-1	-1.77935753566067	-2.49387385483691	-2.49339998554676	-8.55783185814176	-4.43535937331369	NA	-4.07978456133711	NA	-5.37562852692101	-5.80353165297028	-8.70807449372237	NA	NA	-8.70807449372237	NA	-6.74821388457559	NA	-8.09984221367837	-13.4806639976193	-5.66688280640226	-13.0656264983405	-7.99953730788268	-3.20803421264293	-6.95710204156229	-5.64988473005037	-7.6733090755617	-10.021232378982	-8.45091665422525	-9.31073899617699	NA	-9.33770604377726	-7.73470962022584	-10.6061948797032	-7.27772393894902	NA	-13.0656264983405	NA	NA	-10.4217703085657	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-10.1114301879536	-10.9781636570901	NA	NA	NA	NA	NA
NW034-2-1	-2.32524350952647	-2.74246431162957	-2.21654290529795	-8.70731249046825	-4.5073749199595	NA	-4.09419502514704	NA	-6.30943554234759	-5.32430881882912	-5.416919969014	NA	NA	-9.52444843331844	NA	-5.72200900167496	NA	-7.65937801340455	-10.0587848609696	-6.01589904811646	-13.331803355376	-9.78748283915224	-2.48422395570895	-8.63136363723495	-5.20423885565738	-9.74684085465489	-12.331803355376	-9.188845401534	-7.23728575659176	NA	-8.42491275976753	-9.78748283915224	-11.331803355376	-9.70731249046825	NA	NA	NA	NA	-9.66883834265362	-9.39320390004019	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-11.1094109340396	-11.9167658560972	NA	NA	NA	NA	NA
NW034-2-2	-2.01557175990167	-2.8341531776729	-2.50442560276311	-8.39665288143828	-4.42530308619503	NA	-3.77435422944415	NA	-4.68503423920418	-6.49734688105775	-7.86115905698142	NA	NA	-8.48006888962592	NA	-8.14446585784148	NA	-7.62445879896109	NA	-5.60325963325526	-11.5504582175173	-7.42944281655595	-2.78757792460032	-11.4129546937674	-4.55384350270196	-7.08448375301325	-10.9654957167962	-10.4129546937674	-7.88370162563251	NA	-8.28742381168352	-7.09102659888002	-9.74310329545971	-7.4715068761225	NA	NA	NA	NA	-9.03949629823994	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-9.96549571679616	-11.1719465942636	NA	NA	NA	NA	NA
NW034-3	-1.36930822180119	-2.89506333792186	-2.62920873735397	-9.52044010708893	-4.86482807556452	NA	-4.34869467002225	NA	-6.24177946610574	-8.77041836009728	-7.55360697102413	NA	NA	-9.27943200758513	NA	-7.21832049328175	NA	-8.2116874009493	NA	-6.13124878529689	-11.9798717257262	-9.09722867636438	-2.90405834826477	-11.1725168036686	-4.84801476511743	-8.58755430294747	-11.1725168036686	-11.3949092250051	-8.45630976966921	NA	-10.1725168036686	-8.62231972110814	-12.9798717257262	-8.71308518503132	NA	NA	NA	NA	-9.48801862939655	-12.9798717257262	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-10.7319442122826	-12.1725168036686	NA	NA	NA	NA	NA
NW034-4	-2.19735330952431	-1.90998452719636	-3.03791019118192	-11.5836469446753	-4.78663396683916	NA	-4.54034619031112	NA	-6.79705058278449	-7.03521031997926	-4.05304553015847	NA	NA	-7.7762920226177	NA	-6.60636702117539	NA	-6.40572915247946	-8.38201308350565	-6.28718953730406	NA	-9.38201308350565	-3.08699286208181	NA	-5.07585230447661	-7.49618410342496	-12.0982201175051	-7.02905809299766	-7.25452334838374	NA	-8.60179429138556	-8.15068753739919	-11.0982201175051	-7.95137872917579	NA	NA	NA	NA	-10.0982201175051	-6.07902655227175	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-12.3206125388415	NA	NA	NA	NA	NA
NW034-5	-2.03763883481424	-2.6719020111388	-2.46197302754082	-7.9718554157689	-4.57369173505445	NA	-4.64100800319302	NA	-6.04350345687746	-5.5012832395264	-6.20172295766749	NA	NA	-9.22819516902869	NA	-6.7256948284995	NA	-8.60804323984523	-9.85379965424719	-7.07619207558364	-12.1757277491346	-9.07619207558364	-2.51930288585677	-10.5236510525549	-4.65440774386421	-9.00580274769224	NA	-7.01729838653007	-6.86934050514297	NA	-8.13759262024778	-8.16290370877697	NA	-7.30360257168671	NA	NA	NA	NA	-10.8956198299418	-6.73515515774857	NA	NA	NA	NA	NA	-11.8131576697498	NA	NA	NA	NA	NA	NA	NA	NA	-11.6611545763048	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NW035-1	-4.16295401966258	-2.83848223612174	-4.88234698438083	-7.37267261096391	-4.71747657254004	-6.1088205825291	-4.10372091288226	-3.15396523643532	-4.34232452009465	-5.01201212158784	-7.81745745363681	-3.32501077777155	NA	-7.15449244091438	NA	-6.02545049591264	-3.23528061711554	-5.97243211361315	NA	-6.05270870295707	-5.20165754899306	-4.20602274155446	-8.2147929511822	-7.17146551951809	NA	-7.60656067113819	-5.99869776830696	-4.5265852944176	NA	NA	-9.28694273693803	-7.75216599338509	-9.66545436019176	-5.81745745363681	NA	-8.73945494163554	NA	-7.56111770037703	-7.75216599338509	NA	-8.95763511168507	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-10.7649900337427	NA	NA	NA	-10.9873824550791	-9.98738245507912	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NW035-2	-3.11382275044861	-2.71855563324445	-5.04994405738088	-6.5165118572998	-4.61137104364125	-4.76389299882211	-4.40103463987987	-3.61604753085072	-3.58133787656307	-6.77430961476745	-5.61604753085072	-3.33593961165798	NA	-7.1685885538795	NA	-5.06265510913043	-3.99256979452451	-5.9759434759371	-10.8828340715456	-5.30163348962066	-4.95209673398274	-5.38298818446242	-8.9759434759371	-9.9759434759371	NA	-7.12794656938215	-5.89414938477346	-6.29787157082446	-11.5609059766583	NA	-9.71290907010331	-7.79537123029528	-9.63490655810203	-6.10804701194445	NA	-10.1823943534045	NA	-7.39098097521595	-9.12794656938215	NA	-8.29787157082446	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-11.2978715708245	-9.49051664876686	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NW035-4-1	-3.70844509508737	-3.31955665899032	-5.07585846912872	-7.2313020938663	-4.84439816727391	-4.16110575574723	-4.06679058861035	-2.96936566165525	-3.8160113346832	-6.07404032768974	-7.74125124017061	-3.80541436648659	NA	-4.9061356249124	NA	-4.17662918773363	-4.03196060444726	-5.61692310516841	-11.8996806027751	-6.82439247547086	-5.24965464576016	-4.57260920461177	-10.1220730241115	-6.63021992778187	NA	-8.09232568071749	-6.99279000716658	-4.67086191227922	NA	NA	-10.6195726835824	-8.2807707701306	-9.12207302411155	-5.79414618860274	NA	-8.92567581130804	-13.1220730241115	-7.8366708052493	-8.61957268358236	NA	-8.7070355248327	NA	NA	-11.3851074299453	NA	NA	-11.1220730241115	NA	NA	NA	NA	NA	NA	NA	NA	-10.8996806027751	-9.80014492922418	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NW035-4-2	-2.9317508220028	-3.33099161904127	-4.96767891595102	-6.56098071758491	-5.19458247398328	-4.67345544684332	-4.02926023814073	-2.46579012010519	-4.75901234207436	-6.99707983239158	-4.52382771916744	-3.90264503053353	-10.236545767087	-5.27718775158432	NA	-4.05553158698285	-4.78808526627068	-5.6449195360848	-10.4995801729208	-7.35118833302809	-5.6449195360848	-4.98440600235647	-10.0141533457505	-7.62511105500462	-11.236545767087	-7.23654576708697	-7.89867612833059	-6.11645192159667	NA	NA	-9.70603105038819	-8.45227445814241	-9.1585432550857	-6.38410295550083	-10.236545767087	-9.76261457875456	-8.67855031396608	-8.27718775158432	-10.236545767087	NA	-8.82150826780813	NA	NA	NA	NA	NA	NA	NA	NA	NA	-11.236545767087	NA	NA	NA	NA	-12.0845426736419	-9.88290881247227	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NW035-5	-4.79706336094188	-3.24420403784763	-5.69696752623429	-7.23563637468151	-4.51202033417432	-4.31163653377163	-4.96786404984105	-3.00216806397097	-3.66594063061366	-5.67878751016927	-7.46564198012783	-3.16841432586879	NA	-4.89559889924241	NA	-3.30714137508286	-4.27021660639165	-6.32975855204606	-9.99813706095485	-6.52008976415021	-5.57667329251657	-4.69566132873366	-9.37922722831036	-7.23563637468151	-11.3460603643752	-7.68655091028895	-7.15444029183353	-5.67620896606749	NA	NA	-10.9981370609549	-8.26633317190442	-8.69696752623429	-5.1944671857051	-6.68655091028895	-10.8986013874039	NA	-7.55756446956887	-8.71802914176212	NA	-8.69696752623429	NA	NA	-12.8054919830125	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-11.1050522648714	-9.10505226487136	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NW036-1	-0.866302828610739	-2.42323549001063	-3.50650504828008	NA	-4.45819711391235	NA	-4.92589356246376	-6.15186587407601	-6.94207348951919	-5.96393292348293	NA	NA	NA	NA	NA	-9.13937492989281	-9.67542783013302	-4.87841485229687	NA	-8.7494284115768	-9.09046532941186	-9.35349973524566	-7.90989308377004	NA	NA	-6.90989308377004	-9.13937492989281	NA	-9.67542783013302	NA	-10.675427830133	NA	NA	NA	NA	NA	NA	NA	NA	-9.67542783013302	NA	NA	-11.1900010029628	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NW036-2	-1.25611007628396	-2.08874761846524	-3.47860225181515	NA	-3.61470984411521	NA	-4.8950370345358	-4.80823220699853	-5.75651717045437	-7.16929869579285	NA	-10.3213017892379	NA	NA	NA	-6.10752249820616	-9.24329927723662	-5.01549335971381	NA	-7.44683267132175	-8.96766483462319	-7.53703048029333	-8.20582457181796	NA	NA	-6.93663793900257	-8.49122679068021	NA	-8.73633928851674	NA	-8.79078707253912	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-11.9062642899591	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NW036-3	-1.58698187023426	-1.62678691582726	-4.32900828907702	NA	-4.08770309421779	NA	-4.29560003050545	-4.05858942605271	-5.73698160978602	-6.11242148942177	NA	-11.414541103229	NA	-7.63556798254117	NA	-5.7680642132951	-7.76544826508808	-4.78916433406189	NA	-7.04108270770151	-9.23011653209153	-8.09261300834159	-7.99132967250441	NA	NA	-11.8739727218663	-8.14605226730305	NA	-8.36617808166756	NA	-9.55204462697889	-10.7040477204239	-11.414541103229	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-12.8739727218663	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NW036-4	-1.35780083523684	-1.80354488368097	-4.30504193235537	NA	-3.51124061245464	NA	-4.59294644495385	-5.32086689951705	-5.11370899187576	-7.55034874563982	NA	-11.8233672400462	NA	-9.82336724004623	NA	-7.16992500144231	-8.76447355099267	-4.39152145308084	NA	-7.99893880462969	-9.23840473932508	-8.65344223860392	-7.4425454561053	NA	NA	-7.43104981726747	-9.01601231798863	NA	-9.82336724004623	NA	-8.91647664443772	-12.08640164588	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-11.6009748187098	NA	NA	NA	NA	-10.1604022273238	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NW036-5	-1.5557572638178	-1.43846274363731	-4.48589124619742	-8.82955286303206	-4.34113885066916	NA	-5.33769976670239	-4.21274149627157	-6.53887570212914	-5.22964002084494	NA	-11.4669827836474	NA	NA	NA	-8.05194528436851	-8.40808909459379	-4.57621185340212	NA	-7.93646806694858	-7.70617044752678	-8.75426473572783	-7.25320349261562	NA	NA	-10.8295528630321	-7.93646806694858	NA	-8.16117435412327	NA	-9.05194528436851	-10.1133458290327	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-12.3149796902023	NA	-10.9364680669486	NA	NA	-11.6369077850897	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NW038-1	-3.28276448214615	-2.02385977978872	-4.30836755055508	NA	-3.86392541270745	-5.43660154010077	-4.12544199089899	-6.94192792470872	-5.13457300265112	NA	-2.0227997539946	NA	NA	NA	-5.48833718466048	NA	-9.14837880217615	-5.19298968887644	NA	-9.30449800409343	-7.0075162663363	-5.28403390153371	-10.5268904254299	NA	-6.958047590072	-7.24395646215838	-5.87153859681732	-5.41697273335184	-10.111852926151	NA	-8.60089100687365	-10.7333413028973	NA	-10.4337810210384	NA	-7.84881852031724	NA	-7.71953550337227	-8.16699448034349	NA	-9.57580002591082	NA	-8.62642609898079	-10.111852926151	-9.67889351887493	NA	NA	NA	NA	NA	-11.4337810210384	NA	-8.43378102103839	-11.4337810210384	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NW038-2	-3.14323317642376	-2.02074470595577	-4.69255304072151	NA	-3.53315321914191	-5.42652549057574	-3.34126288620281	-5.46439367616618	-4.47016061938506	-12.0189825278438	-3.39876270233633	NA	NA	NA	-5.29106207328062	-9.62666510506506	-7.18609251367907	-5.52712943151414	NA	-7.95289333738604	-5.52712943151414	-4.68136062585131	-9.21162760578621	NA	-8.43402002712266	-6.55955090920652	-4.94216693079299	-5.01898252784382	-8.4954205717868	NA	-7.86923540833913	-9.93151968659348	-10.1120919322353	-9.77105501440023	NA	-7.64394309649689	NA	-8.31854280970272	-7.80952916221487	NA	-10.6970544329565	NA	-8.13633947848198	-8.8490575264015	-11.0189825278438	NA	NA	NA	NA	NA	NA	NA	-9.16100153271624	-10.4340200271227	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NW038-3	-3.1232185206119	-2.4247507160569	-4.15927986630578	-6.91256668591196	-3.9631156280754	-4.03300177801335	-2.86843437492749	-5.50836841899458	-4.59236740494135	NA	-3.34498626341904	NA	NA	-10.7113084776649	-5.33048669372393	NA	-7.65241478861129	-5.772709022329	-11.296270978386	-8.80441788205634	-6.43208483373173	-4.31756051927966	-8.65241478861129	NA	-8.43828998325844	-6.27946269069946	-6.01086875952377	-5.07710245792385	-8.97434288349865	NA	-7.80441788205634	-8.97434288349865	-11.9743428834987	-8.20880813713567	NA	-10.7113084776649	NA	-8.43828998325844	-8.68156113427081	NA	-10.4889160563284	NA	-7.62384563641452	-9.34207466799914	-8.772709022329	NA	NA	-10.9743428834987	NA	NA	NA	NA	-7.45078092744164	-11.4889160563284	NA	NA	NA	NA	NA	-12.7113084776649	NA	NA	NA	NA	NA	NA	NA	NA
NW038-4	-3.14046413442746	-2.40670686612515	-3.5439446022839	-11.320925875298	-3.7384702301874	-3.96044453964123	-2.82063724000173	-5.64850053332649	-5.05205902416204	NA	-3.87154792132461	NA	NA	NA	-4.71606381713912	NA	-6.97515103845626	-5.86149425666069	NA	-8.031419258103	-5.70949116321564	-4.39941549041669	-8.46848306371184	NA	-9.32092587529799	-7.12452866249448	-6.0151174457739	-5.19393466986101	-9.68349595468269	NA	-8.79041115859921	-9.58396028113178	-10.2429233632967	-8.40338803548996	NA	-7.59603311343235	NA	-9.09853345396154	-8.15100087385567	NA	-9.68349595468269	NA	NA	-9.36156785979533	-10.6834959546827	NA	NA	-10.5839602811318	NA	NA	NA	NA	-9.20544865787805	-12.4908508767403	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NW038-5	-2.79445167100944	-1.4850974659906	-4.36458675405296	-12.713314908284	-4.17286393852188	-5.13085926317346	-3.27244574067317	-6.5978376908641	-4.79843152192199	-11.2982774090052	-5.44965446857586	NA	NA	-9.44029641387762	-4.90595998622643	-10.3913868133967	-6.95842740612057	-8.08882404337624	NA	-7.33249312434311	-6.20024532604467	-3.99678121402264	-11.1283524075629	NA	-11.4909224869476	-7.44029641387762	-5.28146912131864	-6.91457311653114	-9.01287519014294	NA	-7.69836456681807	-9.49092248694759	-8.8388457903679	-9.77471545294818	NA	NA	NA	NA	-8.05034989556161	-11.9763493141178	-8.8720126543031	NA	NA	NA	-8.06945871850931	-11.9763493141178	NA	-10.4909224869476	NA	NA	NA	NA	-11.2982774090052	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NW040-1	-1.8195079686998	-2.28432664961579	-3.69728982065678	-3.50699587353193	-5.25596102355901	-6.57139048114763	-5.03589665669077	-4.3623752916924	-5.73424095682967	-11.4621614113929	-3.94777610171083	NA	-10.1402333165055	-9.65480648933527	NA	NA	-7.15230614880608	-8.49253506043639	-7.26576419858937	-5.85236705769178	-7.91784089516906	-6.43241406799882	-9.14023331650551	-11.7251958172267	-7.74334316393692	-5.89737679260934	-5.87719891067171	-4.7117335574201	-10.4621614113929	-9.87719891067171	-8.87719891067171	NA	-7.98103472165625	-10.8771989106717	NA	-10.4621614113929	NA	-8.68957190749594	-9.58769229347673	NA	NA	NA	-9.00272979275557	-9.34668419397293	NA	NA	NA	NA	NA	NA	NA	NA	NA	-12.4621614113929	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NW040-2-1	-1.98418592688869	-2.22221319342878	-3.99608765627968	-4.57127741825366	-4.0599951492379	-5.28110688248235	-4.79610682503594	-9.06770324437316	-4.53342815710085	NA	-4.15943930735595	NA	NA	-9.5531300715434	-9.33900526619055	NA	-7.13089707086035	-6.7623580336814	-7.08846180453996	-4.99731391648176	-5.9023655124265	-7.30216849801018	-9.19698626131813	-9.15259214195967	-7.21970633781821	-5.74990303510847	-5.79610682503594	-4.92319066210386	-9.24278995093125	-10.3896313392605	-8.31434321195628	-9.67342430526111	-7.5531300715434	-10.7375546426808	NA	-8.19698626131813	NA	-6.96816757082224	-8.44209875915466	NA	-9.15259214195967	NA	-8.52456091934663	-8.08846180453996	NA	NA	-7.30216849801018	NA	NA	NA	-11.1969862613181	NA	NA	-8.36409624715338	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
