feature	Bacteroidaceae	Lachnospiraceae	Tannerellaceae	Enterobacteriaceae	Ruminococcaceae	Marinifilaceae	Rikenellaceae	Akkermansiaceae	Oscillospiraceae	Streptococcaceae	Prevotellaceae	Bifidobacteriaceae	Fusobacteriaceae	Clostridiaceae	Barnesiellaceae	Peptostreptococcaceae	Coriobacteriaceae	Acidaminococcaceae	Veillonellaceae	[Eubacterium]_coprostanoligenes_group	Christensenellaceae	Erysipelotrichaceae	Unknown	Lactobacillaceae	Sutterellaceae	Desulfovibrionaceae	Erysipelatoclostridiaceae	Clostridia_UCG-014	Monoglobaceae	Muribaculaceae	Butyricicoccaceae	Eggerthellaceae	Anaerovoracaceae	Coriobacteriales_Incertae_Sedis	Porphyromonadaceae	Clostridia_vadinBB60_group	Pseudomonadaceae	uncultured	Peptococcaceae	Pasteurellaceae	UCG-010	Morganellaceae	Gastranaerophilales	Victivallaceae	RF39	Actinomycetaceae	Izemoplasmatales	Hungateiclostridiaceae	Enterococcaceae	Atopobiaceae	Oscillospirales	Puniceicoccaceae	Selenomonadaceae	Succinivibrionaceae	Carnobacteriaceae	Eubacteriaceae	Synergistaceae	Micrococcaceae	Family_XI	Oxalobacteraceae	DTU014	[Clostridium]_methylpentosum_group	Defluviitaleaceae	Anaerofustaceae	Staphylococcaceae	Campylobacteraceae	Corynebacteriaceae	Syntrophomonadaceae
NW015-6	-2.04233889291571	-2.25200007172439	-3.17764462739827	-11.3341491130783	-3.57112122232586	-6.40078630610855	-3.94278616935575	-6.26090013104763	-4.13993945951252	-10.256146601077	NA	NA	NA	NA	-3.36069090053076	-9.59718351891206	NA	NA	NA	-6.41131697360072	-8.69671919246297	-9.50407411452058	-9.86021792474585	NA	-6.71617155512915	-6.39033194847139	-8.07780935981848	-4.81407614310113	-7.56155960918134	NA	-10.8036343963795	NA	-11.9191116137994	NA	NA	-6.52108053982627	NA	NA	-9.91911161379942	NA	-7.23728757382568	NA	-9.21867189565833	NA	-9.86021792474585	NA	-11.696719192463	-12.1821460196332	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-11.0446424958833	-11.0446424958833	NA	NA	NA	NA	NA	NA	NA
NW016-1	-1.46890679376266	-3.27603038493852	-3.30464811354368	-5.76242905117609	-5.5596121681764	-3.67443257017826	-5.26153081524341	NA	-6.28740944706901	-11.4903495057393	-6.82738449301686	NA	NA	NA	-5.01191692517193	NA	-9.37487228831935	-6.26153081524341	NA	-10.7533839115731	NA	-8.58345891013077	NA	-11.4903495057393	-7.63236851061172	-6.21733101133287	NA	-6.96678754968227	-9.43145581668572	NA	-9.21733101133287	-11.4903495057393	-10.4903495057393	NA	NA	NA	-2.52600863794687	-8.21733101133287	NA	NA	NA	NA	-6.5054563981295	NA	NA	NA	NA	-11.0753120064604	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-12.4903495057393	NA	NA	NA	NA	NA
NW016-2-1	-1.25044147939053	-2.29991496860899	-3.28034404864765	-10.8476663902331	-5.77441740820243	-4.24775354804594	-5.70470843639103	NA	-6.52573829534571	-11.0175913916754	-4.10919877090163	NA	NA	NA	-4.22480109737432	NA	-11.695663296788	-6.04604783772461	NA	-10.4326288909542	NA	-8.93012855042505	-10.695663296788	NA	-7.35937990892359	-6.14722667209198	-9.69566329678802	-7.47843258056735	-9.06339508128851	NA	-9.11070079606687	NA	-12.0175913916754	NA	NA	NA	NA	-9.06339508128851	NA	NA	NA	NA	-6.87804003927659	NA	NA	NA	NA	-12.4326288909542	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NW016-2-2	-2.33146521830574	-4.41436200935836	-2.8717457993468	-9.2888311272745	-4.91326506878506	-5.89443339405469	-4.37467253120194	-2.90591240249799	-5.68936905685823	-6.03860449774132	-2.78536674057454	-7.77863639495532	NA	-6.86561969654996	-7.56504092185603	-6.79406643552492	-8.35594532313304	-5.22470078985478	-4.54369160166259	-6.03860449774132	NA	-5.35881065682743	-9.63278552849186	-4.93234581035077	-7.61897972896683	-5.94090782385419	-9.08529773318937	NA	NA	-8.94090782385419	NA	-9.37902893624608	-9.24576240538261	-10.7482627459118	NA	-12.333225246633	NA	NA	-10.5258703245753	NA	NA	NA	NA	NA	NA	NA	NA	-10.1633002451906	NA	NA	NA	NA	NA	NA	NA	-10.8737936279957	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NW016-2-3	-0.79409976950143	-2.52748990944381	-3.3912855258455	NA	-7.378346470138	-6.1857013921956	-6.41311188829868	NA	-7.24710193685975	NA	-3.90029917333336	NA	NA	NA	-6.24710193685975	NA	NA	-7.68320105166642	NA	-8.96330897085915	NA	NA	NA	NA	-6.07022417477567	-9.4487357980294	NA	-9.1857013921956	-6.86377329730824	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-8.4487357980294	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NW016-3	-1.0077295087373	-2.1904849578364	-3.93660225037214	-9.84349284598066	-7.13299946317564	-5.54803696245448	-5.63049912264646	-5.84349284598066	-7.44494346949038	NA	-4.07170328390677	NA	NA	NA	-4.75217767923471	NA	-9.98099636973059	-5.8191086873537	NA	-9.49556954256035	NA	-9.49556954256035	-9.84349284598066	NA	-6.68821462050274	-8.17364144767299	-12.302924464618	-10.1329994631756	-8.01752224575571	NA	-10.302924464618	NA	-10.9809963697306	NA	NA	NA	-7.84349284598066	NA	NA	NA	NA	NA	-8.65906827484323	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NW016-4-1	-2.53328035989761	-1.87543114369946	-5.19333217375044	NA	-7.07283688156388	-8.40404279003926	-7.68581375845464	-1.26812668076184	-7.18831409898382	-9.65779938228504	-5.42160116142356	NA	NA	NA	-5.40987186884145	NA	-8.89880748178883	-7.45134850481761	NA	-8.71438291065141	NA	NA	-9.27077625917579	NA	-9.65779938228504	-6.78838349209518	NA	-9.18831409898382	-6.24971464364796	NA	-8.65779938228504	NA	NA	-11.0363110055388	NA	NA	NA	NA	NA	NA	NA	NA	-8.89880748178883	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NW016-4-2	-1.247032385553	-2.35730087611334	-3.61381471622462	-9.48792739311587	-8.08075201161	-7.41157650698576	-6.57686112153616	-2.94136840469606	-8.61917192639413	-11.2041344271153	-4.31626105767714	NA	NA	-9.61917192639413	-4.29210052823081	-12.4265268484517	-9.36763315939816	-5.68956125428553	NA	-9.3110496310318	NA	NA	NA	NA	-7.92402650792255	-6.84156434773057	-11.6895612542855	-9.20413442711528	-8.6539373445548	NA	NA	NA	NA	NA	NA	NA	-8.61917192639413	NA	NA	NA	NA	NA	-8.80203598354394	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NW016-5	-6.93397082351354	-2.29043705971867	-7.7453612588063	-8.63642688725313	-6.46941936919312	NA	-11.4177866007778	-0.429190665200075	-7.77393041100307	-9.37339248141934	-8.86319774910016	NA	NA	NA	-7.81787375859067	-11.8328241000566	-10.7173468826367	-11.2478615993355	NA	-9.06023459615971	NA	-12.0958585058904	-9.61043167872019	NA	NA	-12.4177866007778	NA	-12.0958585058904	-7.78842998069818	NA	-9.02546917799903	NA	-13.4177866007778	NA	NA	NA	-9.24786159933548	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NW018-1	-0.960036721228237	-2.35305041420964	-3.88222961957291	-11.6617144854771	-4.28419406462645	NA	-4.28667505413021	-4.63301905247667	-6.89921379920379	-10.6617144854771	NA	-7.5864263581729	NA	NA	NA	-7.16528865935764	-7.5864263581729	NA	-5.79311237459299	-8.42467528817629	-9.82521321776001	-11.6617144854771	NA	NA	-7.13815252942012	-7.31932228803006	-7.71418190537127	NA	-8.68770969401008	NA	-7.00963778889744	-11.2991444060924	NA	NA	NA	NA	NA	-9.11151740291665	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NW018-2	-1.14789678780605	-2.2234838139534	-4.46759505992975	NA	-3.38286532115424	NA	-4.37239832210317	-4.9845574605331	-5.98721680698359	NA	NA	-6.62642235248873	NA	NA	NA	-8.36892613019637	-5.38286532115424	NA	-6.00327665787969	-6.81197800564481	-9.98190300708712	NA	NA	NA	-6.49193702030171	NA	-7.98190300708712	NA	-7.2880061348128	NA	-6.61815473650513	-11.0693658483375	-11.7474377534501	NA	NA	NA	NA	-8.42550965856273	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NW018-3-1	-0.918062107588275	-2.78588216641691	-4.6093619761593	NA	-4.61926610000517	NA	-3.57121254269776	-4.5016244894956	-4.95534245693851	-10.6853552904629	NA	-5.91006157763764	NA	NA	NA	-8.43159869821716	-6.72045909141886	NA	-6.5529049944393	-7.22592367182565	-9.99347758582528	NA	NA	NA	-6.67154949093791	-7.72758352585224	-8.45505767104115	NA	-9.2983321673537	NA	-6.14739026927896	-12.0638669137167	NA	NA	NA	NA	NA	-8.71336966663254	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NW018-3-2	-1.01719106183415	-2.77766183061583	-3.41364573022113	NA	-3.74929693936247	NA	-4.04591394572065	-4.56048711855041	-6.44846050081629	NA	NA	-6.53385199204694	NA	NA	NA	-6.91412407316511	-6.66258530616914	NA	-7.08404907460742	-7.80394115541468	NA	NA	NA	NA	-5.78287953988685	-9.89140399666502	-8.64347648322144	NA	-8.36784204060801	NA	-7.05851398250028	NA	NA	NA	NA	NA	NA	-7.80394115541468	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NW018-4	-1.06044414061697	-2.35048949901127	-4.88306925746361	-11.3772105303886	-4.51922953526098	NA	-3.7405859098449	-3.70883202147976	-5.7374822262365	-10.8626373575588	NA	-6.47720632036527	NA	NA	NA	-9.23036914205928	-7.18456545244616	NA	-6.00963976994548	-6.58465261025903	-9.37721053038855	NA	NA	NA	-7.07604099566799	-8.30192240308432	-7.39014958609605	NA	-8.20728552894624	NA	-7.04501410004736	NA	NA	NA	NA	NA	NA	-9.599602951725	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NW018-5	-1.01896619752564	-2.63694375547476	-4.36486421003795	NA	-4.95736038344452	NA	-3.78911488747813	-3.44335382515666	-5.05097343421601	NA	NA	-6.85530911197482	NA	NA	NA	-10.6278986158717	-6.82743007939938	NA	-5.46332684892364	-6.20387233336565	-9.36486421003795	-12.2128611165929	NA	NA	-8.65214616211843	-11.2128611165929	-8.30597052098439	NA	-9.62789861587175	NA	-8.09184571563154	-10.8343494933392	-10.4473263702299	NA	-9.7799017093168	NA	NA	-9.72743428942266	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NW019-1	-2.34958661442298	-5.07115875446581	-2.43567447816549	-8.09863949088791	-3.86834187146612	-5.77301691244281	-3.39606718545401	-3.16064329503853	-5.05312483163555	-5.90830827878376	-5.26769774851269	-7.45330437218728	NA	-5.6358488601607	-5.9874369285683	-5.20911602724948	-8.27551725297199	-5.33964759039171	-5.36445098139228	-5.90022593248591	-10.5766867876926	-4.9452498571719	-9.86047975369315	-5.50139866038832	-7.87624706955147	-6.52606071462259	-9.47715111414164	NA	NA	NA	NA	-9.57668678769256	-8.86047975369315	-8.86047975369315	NA	-10.799079209029	NA	NA	-9.74018551997544	NA	-11.5766867876926	NA	NA	NA	NA	NA	NA	-10.5766867876926	NA	-10.6836019916091	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NW019-2-1	-2.16695904529044	-5.25387778129545	-2.40806609507142	NA	-4.5392800001577	-5.53365545096382	-3.62190792068086	-3.0994491161763	-5.75792028663304	-6.19942999727307	-4.29372729390201	-8.36935499871538	NA	-6.40999698321273	-7.19942999727307	-5.59676549481846	-7.47319080969992	-5.35937091014276	-5.04742690382802	-5.84579304265837	NA	-4.58217795859541	NA	-5.24465925126607	-8.32982663452875	-6.00012118904966	-8.40999698321273	NA	NA	NA	NA	-11.2173519052703	-8.5392800001577	-10.0798483815204	NA	-10.2173519052703	NA	NA	-9.63238940454918	NA	NA	NA	NA	NA	NA	NA	NA	-10.5392800001577	NA	NA	NA	NA	NA	NA	NA	-10.5392800001577	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NW019-2-2	-2.40009233180975	-4.28947315912982	-2.90493460265816	-9.11063388071245	-4.64365545302181	-5.85687728846667	-4.17626254868183	-2.76941444721633	-5.85107166678546	-5.74498440839577	-3.39111342100566	-6.60162023322459	NA	-6.01017369893324	-8.56314608540996	-6.31122771177034	-7.74498440839577	-5.85107166678546	-4.28164304470739	-6.2336447708178	NA	-5.4059321357172	-10.1106338807125	-4.24883117463247	-7.48914550396618	-6.24883117463247	-9.05618609669008	NA	NA	-9.11063388071245	NA	-9.16721740907882	-8.90418300324503	-10.3516419802162	NA	NA	NA	NA	-11.4891455039662	NA	NA	NA	NA	NA	NA	NA	NA	-11.0037186767959	NA	-11.4891455039662	NA	NA	NA	NA	NA	-10.8110735988535	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NW019-3	-1.95426791861951	-4.5316042533576	-2.59134160131986	-9.46824219236017	-4.75743575866082	-5.31595735005359	-3.94370047732432	-2.96690257429877	-6.06310072922383	-6.45143390467362	-4.1956124073838	-6.86832935017304	NA	-6.29331650985949	-7.07592476958141	-6.32869083996138	-9.07592476958141	-5.53750485479728	-5.20614734698999	-6.63535217819543	NA	-5.23942350186429	NA	-4.50390132456775	-7.91365334068253	-6.55535285613021	-8.359717735582	NA	NA	NA	NA	-9.7133546901967	-9.18283997349792	-10.2983171909179	NA	NA	NA	NA	-10.1463140974728	NA	NA	NA	NA	NA	NA	NA	NA	-10.7678024742191	NA	NA	NA	NA	NA	NA	NA	-12.1463140974728	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NW019-4	-1.75911734853007	-4.29715880186374	-2.67881572043921	-9.57488709284056	-4.71862257030201	-5.52898624223195	-3.98888854536688	-3.44418340119597	-5.49328887365344	-5.88212130258489	-4.19924841120843	-8.02347715183043	NA	-5.90930613191112	-6.65150837444348	-5.71862257030201	-8.30358507102317	-5.44987451327382	-5.40220095172119	-6.07531608335005	-12.847905587247	-5.19446334864306	-11.4328680879681	-5.43568860703051	-8.84790558724698	-6.08413993373706	-9.14746586910589	NA	NA	NA	NA	-11.1109399930808	-9.62551316591053	-10.6255131659105	NA	NA	NA	NA	-9.84790558724698	NA	NA	NA	NA	NA	NA	NA	NA	-10.9734364693308	NA	NA	NA	NA	NA	NA	NA	-10.5259774923596	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NW019-5	-2.49033904718933	-5.03624407212913	-2.36135469020616	-7.92932886821262	-4.65347042202124	-5.18005001260756	-3.23577553565677	-2.65702123612208	-5.33979363770164	-6.25555710053361	-7.20063089003002	-8.21730963117665	NA	-5.1718991714867	-5.97114904390725	-4.45993900440553	-7.83621946382114	-5.82979319466171	-5.45128157140798	-5.84591286002498	-11.0586118851576	-4.98893835735078	-10.6435743858787	-7.44390204104238	-8.59918026652029	-7.15975860861449	-9.12001242982173	NA	NA	-13.0586118851576	NA	-9.21730963117665	-8.12001242982173	-10.1841427672414	NA	-11.0586118851576	NA	NA	-8.91565393131554	NA	-11.1841427672414	NA	NA	NA	NA	NA	NA	-10.3216462909914	NA	-11.1841427672414	NA	NA	NA	NA	NA	-9.68937807549187	-12.0586118851576	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NW020-1	-5.07232114416929	-0.950372819279993	-3.63405133865273	NA	-2.69404974987971	NA	-5.27062794698142	-10.9240701855853	-8.0012380461078	-6.76756569990535	NA	-7.98547073024949	NA	NA	NA	-6.95444383462886	-4.37204157422627	NA	-4.04857678999686	-7.37974966936153	-6.4701136970142	-8.7016777642489	-9.92407018558534	-10.1167152635277	-6.76756569990535	NA	-8.13399325495958	-7.14271047206068	-7.40050822952833	NA	-7.49780543088325	-9.65105169117893	-8.92407018558534	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-11.0496010676692	NA	NA	NA	NA	NA	NA	NA	NA	-11.3391076848642	NA	NA	NA	NA	NA	NA	NA	NA	-11.1871045914191	NA	NA	NA	NA
NW020-2	-3.75350711277013	-1.09858539373545	-4.05358850535925	NA	-2.72334514225988	NA	-4.18443598481887	-10.488216732996	-7.06195197829387	-6.94905792188794	NA	-6.76029627843277	NA	NA	NA	-6.72003240821904	-4.04527323714724	NA	-4.94518491274073	-5.9259743087749	-7.84436054322125	-11.488216732996	NA	NA	-5.56340422939019	NA	-8.13066472837789	-8.27876336736702	-7.33846961349129	NA	-6.98042209279727	-9.90325423227481	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NW020-3	-3.96933674038823	-1.33257533908687	-2.68091316955075	-10.2822196956726	-2.81003657948305	NA	-4.53738585817304	-10.034292182229	-6.72763084399495	-7.00609529039835	NA	-6.69725719495143	NA	NA	NA	-7.43672964472821	-4.12740158662048	NA	-4.46523607241721	-6.72763084399495	-6.82278807703529	-10.1122946942303	-11.1122946942303	-10.6972571949514	-5.7161656575015	NA	-9.75865773961557	-6.58177997753149	-7.60979435370109	NA	-8.09239513679257	-11.474864773615	-11.2822196956726	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-11.9602916007852	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NW020-5	-3.67436668251614	-0.947650277830106	-7.43367181515562	-12.7282925640472	-2.4359709312452	NA	-5.66489748275873	-5.25255913308085	-8.12837972186012	-8.02785284590615	NA	-7.71706530862399	NA	NA	NA	-7.53846800516723	-4.66624642632675	NA	-4.29054049172364	-7.27708145221491	-7.29366433641052	-9.59900954710228	-11.2688609454099	-11.7282925640472	-7.61976810726907	NA	-6.95350550444607	-8.25255913308085	-6.45682953614287	NA	-6.65683020149062	-9.02785284590615	-8.12837972186012	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-11.0278528459062	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NW020-6	-1.60684827796285	-1.48763440894843	-5.85642552862553	NA	-3.05411990410713	NA	-5.32470504918135	-4.72177600193075	-7.88813438835287	-8.04013748179792	NA	-8.95372272998044	NA	-7.52200648955497	NA	-8.85642552862553	-6.10386307940831	NA	-4.88014159759934	-8.23024036517786	-8.88813438835287	NA	NA	-11.0580593897952	-5.73252905822762	NA	-7.78007464249542	-8.52200648955497	-7.07620673650544	NA	-7.10386307940831	-10.5726325626249	-10.132059971239	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-12.0580593897952	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NW021-3	-0.876900561260516	-4.60653005497984	-2.25169850896179	-2.91975547739936	-5.8860013506243	-8.97526868872139	-5.72572651921571	-6.02603180240328	-7.64721449103719	NA	NA	NA	NA	NA	-8.38011042089435	NA	NA	-8.24445532153678	NA	-9.17230553578094	-9.28193002695544	NA	-11.3599325389567	NA	NA	-11.529857540399	-10.9448950396779	NA	-8.8860013506243	NA	-9.72250261834142	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NW021-5	-1.15629676006424	-3.67792739717032	-2.85376010666188	-2.03229667452625	-4.9255081505976	-8.15597469397497	-5.87586677478223	-8.89294028814117	-6.94540770803531	NA	NA	NA	NA	NA	-7.09543315203992	-9.24086359156148	-12.2852577109199	-7.21916852046216	NA	-8.7306688592423	-8.89294028814117	NA	NA	NA	NA	-8.96332961603257	NA	NA	-8.61283236894844	NA	-9.82582609228264	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-10.7002952101988	-12.7002952101988	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NW021-6	-1.76844685982733	-3.34604750578153	-4.20523724737288	-1.20299624636451	-4.68334279840381	-8.60163815728457	-5.27114804889379	-7.7178311747891	-7.07509234278874	-10.4089930793422	NA	NA	NA	-12.4089930793422	-7.17377661764815	-7.56769082536124	-11.824030578621	-6.68561654992393	NA	NA	-9.60163815728457	-11.9939555800633	-9.23906807789987	NA	NA	-8.32153023809184	-9.26603512550014	NA	-7.38662526631372	NA	-8.84420846055865	NA	-11.672027485176	NA	NA	NA	NA	NA	NA	-11.672027485176	NA	NA	NA	NA	NA	NA	NA	NA	-12.4089930793422	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NW022-1	-1.74910659478269	-2.69105312921779	-3.65889928811665	-2.06103979338105	-3.50066779440052	-9.83000248075624	-6.01659851402583	-11.9174653220066	-6.49961280712068	NA	-9.33250282128542	-6.49961280712068	NA	NA	-6.34003649397083	-9.52514789922782	-5.85137613154881	-6.01057472639806	-5.29907981974797	-6.89509750897813	NA	-9.52514789922782	NA	NA	NA	-6.73755623199165	-11.9174653220066	NA	-8.52514789922782	NA	-8.70801195637763	-9.83000248075624	NA	NA	NA	NA	NA	-11.3325028212854	-9.39390336594957	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-10.5955372271192	NA	NA	NA	NA	NA	NA	NA	NA
NW022-4	-2.82768096799005	-1.9674967093782	-5.36625647134709	-7.82162606466115	-3.80223595143259	-7.80682906273307	-5.12921727404624	-10.0292214840695	-5.43285422007611	-8.17361139340469	-10.6141839847907	-2.84647244226962	NA	-7.5760488559039	-5.24162981683334	-4.62549929801851	-2.81976811844057	-8.1927202163524	-5.7994870873919	-5.77408048039336	-7.69361845228508	-5.86695005517064	-9.37714478748982	NA	NA	-8.4673425964614	-8.39917109381982	NA	-8.53889585748644	NA	NA	-6.42153890684828	-9.37714478748982	NA	NA	NA	NA	-9.02922148406952	-11.6141839847907	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-10.8365764061271	NA	NA	NA	-9.42153890684828	NA	NA	NA	NA	NA	NA	NA	NA
NW022-5-1	-1.78848697217964	-2.13133333766542	-3.72189687141294	-7.33563574855427	-3.99637304266163	-6.42557787386707	-4.2049944747625	-7.79903626939451	-5.25846788803181	-10.2584678880318	-6.75596754750263	-4.2754743133375	NA	-8.35157729242329	-4.24910578482812	-6.79903626939451	-4.62426186829081	-6.74539830579244	-4.84343038875297	-6.62426186829081	-8.75596754750263	-7.55802816989072	NA	NA	NA	-8.59550287530938	-10.5215022938656	NA	-9.31986843269596	NA	-9.14299067061188	-13.843430388753	-11.0360754666954	NA	NA	-9.75596754750263	NA	-9.19957419897824	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-8.88923407836609	NA	NA	NA	-11.843430388753	NA	NA	NA	NA
NW022-5-2	-1.07001887865629	-3.36618206601365	-3.02567438334258	-5.02964984753046	-6.16651656039348	-5.88147353362593	-3.99659155895117	-6.29077466335563	-5.35716206068953	-11.8530170875767	-5.53560447381183	-5.62419839708082	-9.32945513151969	-8.49546508295862	-4.71091003027415	-6.86433240080453	-6.25310424538957	-7.8530170875767	-9.09812958541323	-8.56761486871445	-7.53108899268934	-7.15257736943561	NA	NA	-8.8530170875767	-6.9826523679933	-10.3935854689394	NA	-12.2680545868555	NA	-10.6830920861344	NA	-10.1525773694356	NA	NA	-10.2680545868555	-9.8530170875767	-11.8530170875767	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-11.2680545868555	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NW022-6	-2.11445245471018	-2.6111689629589	-3.71728137622485	-1.61493197200957	-4.69675397396827	-8.63771850367132	-5.74725345597591	-8.04371086334716	-8.69321361626302	-12.0437108633472	-4.50921342960899	-5.85388630446714	NA	NA	-6.46477215025377	-8.75092911411931	-4.93727878553023	-8.23635594128955	-6.63092933800868	-9.55828403617691	NA	-8.93937420353242	-11.1957139567922	NA	NA	-7.29954976777675	-12.0437108633472	NA	-9.55828403617691	NA	-8.97332153545576	-9.84207700217751	-12.3656389582345	NA	NA	NA	NA	-11.7806764575134	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-10.6651992400934	NA	NA	NA	NA	NA	NA	NA	NA
NW023-1	-1.46611906450109	-2.60573499900535	-4.16331494756924	-13.3988505542797	-4.30029203634129	-2.52509886367108	-5.01947218720844	-9.09142202908746	-6.82596088585912	NA	NA	NA	NA	-11.2613470305298	-8.7320939623949	-13.3988505542797	NA	-5.94599158956589	NA	-6.30503688087697	-4.72289352133795	-7.69841083613861	-6.66278692640789	NA	-11.3988505542797	-8.26134703052977	-6.77533481278915	-6.90059968675188	-7.68185965987476	-9.3284612263883	NA	-8.70955139374381	-10.294513894465	NA	NA	-5.87842830575326	NA	-9.41699790098996	-8.85041392958366	NA	-6.8534999094574	NA	-9.31138771302936	-10.4728511357235	-10.1358161484459	NA	-9.13581614844591	NA	NA	NA	-9.57103152966238	NA	NA	NA	NA	NA	NA	NA	NA	NA	-11.1972166931101	-12.7207786491671	-10.9134237271095	-11.9134237271095	NA	NA	NA	NA
NW023-3	-2.41617927051207	-2.86578991833834	-3.01247401422279	-10.4844201318249	-4.53800117202973	-1.57452704805485	-5.69782376993408	NA	-5.26460625459022	NA	NA	NA	NA	-11.2213857259911	-9.03375872281532	-11.8063482267122	NA	-6.56476224014249	NA	-8.1245241867385	-4.39837239126759	-8.20148616855339	-7.32522153697563	NA	-10.3038478861831	-7.31449513038257	-7.91557729646701	-7.44879622209417	-8.10590850857116	-8.32522153697563	NA	-7.24156360792872	NA	NA	NA	-7.74745453765868	NA	-8.50866767807156	-9.48442013182489	NA	-7.38008347201015	NA	-10.5839558053758	NA	-8.48442013182489	NA	-10.4844201318249	NA	NA	NA	-8.18185736180446	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-11.8063482267122	NA	NA	NA	NA
