feature	Bacteroidaceae	Lachnospiraceae	Tannerellaceae	Enterobacteriaceae	Ruminococcaceae	Marinifilaceae	Rikenellaceae	Akkermansiaceae	Oscillospiraceae	Streptococcaceae	Prevotellaceae	Bifidobacteriaceae	Fusobacteriaceae	Clostridiaceae	Barnesiellaceae	Peptostreptococcaceae	Coriobacteriaceae	Acidaminococcaceae	Veillonellaceae	[Eubacterium]_coprostanoligenes_group	Christensenellaceae	Erysipelotrichaceae	Unknown	Lactobacillaceae	Sutterellaceae	Desulfovibrionaceae	Erysipelatoclostridiaceae	Clostridia_UCG-014	Monoglobaceae	Muribaculaceae	Butyricicoccaceae	Eggerthellaceae	Anaerovoracaceae	Coriobacteriales_Incertae_Sedis	Porphyromonadaceae	Clostridia_vadinBB60_group	Pseudomonadaceae	uncultured	Peptococcaceae	Pasteurellaceae	UCG-010	Morganellaceae	Gastranaerophilales	Victivallaceae	RF39	Actinomycetaceae	Izemoplasmatales	Hungateiclostridiaceae	Enterococcaceae	Atopobiaceae	Oscillospirales	Puniceicoccaceae	Selenomonadaceae	Succinivibrionaceae	Carnobacteriaceae	Eubacteriaceae	Synergistaceae	Micrococcaceae	Family_XI	Oxalobacteraceae	DTU014	[Clostridium]_methylpentosum_group	Defluviitaleaceae	Anaerofustaceae	Staphylococcaceae	Campylobacteraceae	Corynebacteriaceae	Syntrophomonadaceae	Gemellaceae	Sedimentibacteraceae
NW011-4	0.451764600501612	0.176236116087424	0.0257524184879971	0.00936044428520244	0.0713901827302042	NA	0.0501164457183805	0.0214080974561089	0.0294249372984593	0.0076137585094948	NA	0.0419204586169832	NA	0.00582228591902544	NA	0.0199749193837334	NA	NA	0.0345754209960588	0.0152275170189896	0.00344858473665353	0.00179147259046937	0.00371730562522393	0.00841992117520602	0.00488176280902902	0.00429953421712648	0.0036725188104622	NA	0.00304550340379792	NA	0.00161232533142243	0.00309029021855966	0.000895736295234683	NA	0.000223934073808671	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.000313507703332139	NA	NA	NA	NA
NW011-5	0.381492379409528	0.153734254636823	0.0137534300922406	0.000661222600588488	0.0626177802757298	NA	0.0257215591628922	0.00165305650147122	0.0223823850299203	0.0148444473832116	NA	0.109994379607895	0.00029755017026482	0.0264489040235395	NA	0.0274407379244223	NA	NA	0.0364003041623963	0.0223162627698615	0.0025787681422951	0.00152081198135352	0.0115713955102985	0.0199358614077429	0.0320031738684828	NA	0.0043310080338546	NA	0.00320692961285417	NA	0.0125962905412107	0.00330611300294244	0.000595100340529639	NA	NA	NA	NA	NA	0.000462855820411942	0.00644692035573776	NA	NA	NA	NA	NA	0.000363672430323668	NA	NA	NA	NA	NA	NA	NA	NA	0.000793467120706186	NA	NA	NA	NA	NA	NA	9.91833900882732e-05	NA	NA	NA	0.000429794690382517	NA	NA	NA	NA
NW011-6	0.491265818168557	0.137121184493636	0.00897122643229641	0.000984646803544728	0.0808139746909303	NA	0.0295394041063419	0.00510557601838007	0.0328580285182889	0.00412092921483535	NA	0.0512016337843259	NA	0.0388388461398198	NA	0.0559789942015244	NA	NA	0.0167389956602604	0.0156449436563218	0.00277159840997775	0.00207869880748332	0.00382918201378506	0.00284453521024033	0.00733014842638853	0.000474089201706721	0.00127639400459502	NA	0.00164107800590788	NA	0.00058349440210058	0.00517851281864265	0.000182342000656431	NA	NA	NA	NA	NA	NA	0.0018598884066956	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.000145873600525145	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.000364684001312862	NA	NA	NA	0.000255278800919004	NA	NA	NA	NA
NW012-1	0.217838265284888	0.299496399883464	0.0612227910267616	0.00158155408498772	0.0682565447205227	0.00166479377367129	0.00778291089191326	NA	0.0118200357930661	0.000291338910392475	0.0684230240978899	0.000499438132101386	NA	0.0228909143879802	0.00849044824572356	0.0157739210055354	0.00137345486327881	NA	0.0740417030840305	0.0239730303408665	NA	0.00129021517459525	NA	NA	0.0826153910184376	NA	0.0139010280101552	0.000707537353810297	0.00432846381154535	NA	0.00516086069838099	0.000790777042493861	0.000291338910392475	0.000832396886835643	NA	NA	NA	0.000790777042493861	0.00220585175011445	NA	NA	NA	0.00166479377367129	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NW012-3	0.199376150542033	0.388474125588055	0.00966455307833913	0.00189200245448967	0.0860605440785437	0.0364593986500307	0.0290447944364901	NA	0.0433115156473717	NA	0.0134485579873185	0.00178973205154428	NA	0.0158519124565351	0.0202495397831867	0.0182552669257517	0.014368991613827	NA	0.0272039271834731	0.030732256085089	0.0156473716506443	0.00230108406627122	0.000767028022090407	NA	NA	NA	0.0206074861934956	0.00265903047658008	0.00501124974432399	NA	0.00373286970750665	0.00230108406627122	0.00572714256494171	0.00117610963387196	NA	0.00107383923092657	NA	0.000357946410308857	0.00219881366332583	NA	0.000255676007363469	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NW012-4	0.497853550840182	0.20722433460076	0.0683797375199313	0.0117748068195756	0.012633386483503	0.00233043051637434	0.00208512204096652	NA	0.00521280510241629	0.000245308475407825	0.107445112228628	0.000490616950815651	NA	0.0116521525818717	0.00582607629093585	0.0166809763277321	0.00128786949589108	NA	0.00876977799582976	0.00104256102048326	NA	0.000735925426223476	NA	NA	0.0288237458604195	NA	0.00502882374586042	NA	0.00171715932785478	NA	0.00202379492211456	0.000245308475407825	NA	NA	NA	NA	NA	0.000490616950815651	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NW012-5	0.232432227775254	0.445138573375738	0.00995759503256096	0.00458125094653945	0.065765561108587	0.00408905043162199	0.0137437528396184	NA	0.0106012418597607	0.000795093139482054	0.0205966984703922	0.00147660154475239	NA	0.00571709828865667	0.0163940633045585	0.00791306981674996	0.00935180978343177	NA	0.0515296077540512	0.031197940330153	0.000454338936846888	0.00196880205966985	0.00037861578070574	NA	0.00651219142813872	NA	0.0331288808117522	0.000946539451764349	0.0120778434045131	NA	0.00393760411933969	0.00208238679388157	0.0036347114947751	0.00132515523247009	NA	0.00018930789035287	NA	0.000795093139482054	0.00128729365439952	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NW012-6	0.103683559950556	0.625463535228677	0.00613102595797281	0.00291718170580964	0.0460321384425216	NA	0.00608158220024722	0.00034610630407911	0.014487021013597	0.000791100123609394	0.00736711990111248	0.00301606922126082	NA	0.016761433868974	0.00449938195302843	0.00400494437577256	0.0173547589616811	NA	0.00983930778739184	0.0164153275648949	0.000988875154511743	0.00069221260815822	0.00034610630407911	NA	0.00380716934487021	NA	0.0707540173053152	0.00227441285537701	0.00647713226205192	NA	0.00553770086526576	0.00964153275648949	0.00800988875154512	0.00415327564894932	NA	NA	NA	0.00123609394313968	0.000593325092707046	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.000296662546353523	NA	NA	NA	NA	NA	NA
NW013-1	0.351474327519293	0.21149127894009	NA	0.00285497613418388	0.0648168800463934	0.00410402819288933	0.0716420573671767	0.0720881473881429	0.0457242271490387	0.000133827006289869	NA	NA	NA	NA	0.0437614310567873	NA	0.0121782575723781	NA	0.00686978632287996	0.0081188383815854	0.0193603069099344	0.0192710889057412	0.000624526029352723	NA	NA	0.00588838827675425	0.0272561002810367	0.00593299727885087	0.00767274836061917	NA	0.0059776062809475	0.0011598340545122	0.00374715617611634	0.00437168220546906	NA	NA	NA	0.000223045010483115	8.92180041932462e-05	NA	0.000981398046125708	NA	NA	NA	NA	NA	0.000312263014676362	0.0011598340545122	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.000312263014676362	NA	0.000401481018869608	NA	NA	NA	NA	NA	NA
NW013-2	0.608365289021446	0.220600766936515	NA	0.0395895469393552	0.0326303081948587	NA	0.0170430336599915	0.000816645362874592	0.0196705013492402	NA	NA	NA	NA	NA	0.0170785399801165	0.0097997443544951	NA	NA	NA	NA	0.000284050560999858	0.00887658003124556	NA	NA	NA	0.0034086067319983	0.0187118307058656	NA	0.000674620082374663	NA	0.000497088481749751	0.00110069592387445	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.000852151682999574	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NW013-3	0.376379006867144	0.296849046780871	NA	0.0011403921957508	0.0622505392071795	0.00185933510176761	0.0617051342439943	4.95822693804695e-05	0.0475741874705605	NA	NA	0.00272702481592582	NA	NA	0.030195602052706	0.000371867020353522	0.000173537942831643	NA	NA	0.00790837196618489	0.00128913900389221	0.024072191784218	NA	NA	NA	0.00518134715025907	0.0367900438803084	NA	0.0358727718967697	NA	0.00153705035079456	0.00327242977911099	0.000768525175397278	NA	NA	7.43734040707043e-05	NA	NA	0.000594987232565635	NA	0.000223120212212113	NA	NA	NA	NA	NA	NA	0.0011403921957508	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NW013-4	0.405014311459769	0.263012827308385	NA	NA	0.0584649634262695	0.00137814057033817	0.0929184776847238	NA	0.0392240008480865	NA	NA	0.00153715678999258	NA	NA	0.0495600551256228	NA	0.00604261634686738	NA	NA	0.00694370825824234	0.00238524329481607	0.0147885084278596	0.00090109191137496	NA	NA	0.00174917841619845	0.0213081734336902	0.00837485423513198	0.0107600975299481	NA	0.000795081098272024	0.00911692992685254	0.00212021626205873	0.00302130817343369	NA	0.000106010813102936	NA	NA	NA	NA	0.000159016219654405	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.000318032439308809	NA	NA	NA	NA	NA	NA
NW013-5	0.528904518739763	0.198622217940071	NA	0.00048174197899605	0.114461894209461	0.00231236149918104	0.0515463917525773	NA	0.013777820599287	0.00019269679159842	NA	NA	NA	NA	0.0283264283649677	NA	0.00568455535215339	NA	NA	0.00539551016475576	0.00419115521726563	0.0106464977358127	0.000240870989498025	NA	NA	0.00144522593698815	0.0176317564312554	0.00149340013488775	0.0108391945274111	NA	0.00057809037479526	0.000867135562192889	NA	0.00130070334328933	NA	9.63483957992099e-05	0.00048174197899605	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00028904518739763	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00019269679159842	NA	NA	NA	NA	NA	NA	NA	NA
NW014-1	0.341254586755198	0.355233269264372	0.0480517211252839	0.00262100297047003	0.0744364843613489	0.00305783679888171	0.0137165822121265	0.00366940415865805	0.00777564214572777	NA	0.0537305608946357	NA	NA	NA	0.0126681810239385	NA	0.00358203739297571	0.00891141009959811	0.0175607199021492	0.00192206884501136	NA	NA	0.000611567359776341	NA	0.0239384937969596	0.0115324130700681	0.00838720950550411	NA	0.00174733531364669	NA	0.00340730386161104	0.00218416914205836	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NW015-1	0.311470659261048	0.190678580053127	0.10837961844965	0.00743781695242695	0.0617242212026081	0.00854865974402318	0.0374788698382033	0.0883361506882396	0.0391209852692586	0.000531272639459068	NA	NA	NA	0.00236657812122676	0.0482975126780971	0.00082105771552765	NA	NA	NA	0.00729292441439266	0.00376720598889157	0.00106254527891814	0.000724462690171456	NA	0.00647186669886501	0.00623037913547452	0.00608548659744023	0.0364646220719633	0.00579570152137165	NA	0.00140062786766482	NA	0.000676165177493359	0.000241487563390485	NA	0.00135233035498672	0.0114948080173871	NA	0.000772760202849553	NA	0.00120743781695243	NA	0.000482975126780971	NA	0.00140062786766482	NA	NA	0.000386380101424777	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00111084279159623	0.000386380101424777	NA	NA	NA	NA	NA	NA	NA	NA	NA
NW015-2	0.198110106820049	0.319884963023829	0.109531635168447	0.000493015612161052	0.119391947411668	0.00402629416598192	0.0470829909613804	0.0312243221035333	0.0483155299917831	0.00147904683648316	NA	NA	NA	NA	0.0634346754313887	NA	NA	NA	NA	0.00706655710764174	0.000493015612161052	0.00197206244864421	0.000903861955628595	NA	0.0037797863599014	0.00550534100246508	0.00690221857025472	0.0112571898110107	0.0114215283483977	NA	0.00304026294165982	0.000821692686935086	NA	NA	NA	0.00164338537387017	NA	NA	NA	NA	NA	NA	0.00164338537387017	NA	0.00057518488085456	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NW015-3	0.290553017785985	0.263971231412188	0.115706093886675	NA	0.115851880649237	0.010934007192147	0.039653999416853	NA	0.0306638157255321	0.00131208086305763	NA	NA	NA	NA	0.0507337933715619	0.00136067645057829	NA	NA	NA	0.00646321314024687	0.000583147050247837	0.000631742637768491	0.00116629410049567	NA	0.0166196909320634	0.00719214695305666	0.00413062493925552	0.0186121100204101	0.0069491690154534	NA	0.00126348527553698	0.000437360287685878	0.000291573525123919	NA	NA	0.00145786762561959	0.000291573525123919	NA	0.0015550588006609	NA	NA	NA	0.00991349985421324	0.000631742637768491	0.000680338225289144	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.000388764700165225	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NW015-5	0.316608996539792	0.159591526711115	0.103721833066082	0.00670942695586125	0.0851548653894843	0.0124905055278926	0.0746898472444932	NA	0.0602160519875095	0.00109713899907165	NA	NA	NA	0.000253185922862689	0.085028272428053	0.00367119588150899	NA	NA	NA	0.0107604017216643	0.00244746392100599	0.000928348383829859	0.000928348383829859	NA	0.00835513545446873	0.0107182040678538	0.00413537007342392	0.022786733057642	0.00502152080344333	NA	0.000759557768588066	NA	NA	0.000253185922862689	NA	0.0135876445269643	NA	NA	0.000801755422398515	NA	0.00607646214870453	NA	0.00126592961431344	NA	0.000548569499535826	NA	0.000210988269052241	0.000548569499535826	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.000421976538104481	NA	NA	0.000210988269052241	NA	NA	NA	NA	NA	NA	NA
NW015-6	0.242769839903598	0.209932862799105	0.110518161473575	0.0003873300051644	0.0841366844551558	0.0118350834911344	0.0650284042003787	0.0130401101738681	0.0567223274229644	0.000817696677569289	NA	NA	NA	NA	0.0973489412979859	0.00129110001721467	NA	NA	NA	0.0117490101566535	0.00241005336546738	0.00137717335169564	0.00107591668101222	NA	0.00951110346014805	0.0119211568256154	0.00370115338268204	0.0355482871406438	0.00529351007058013	NA	0.000559476674126356	NA	0.000258220003442933	NA	NA	0.0108882768118437	NA	NA	0.00103288001377173	NA	0.00662764675503529	NA	0.00167843002237907	NA	0.00107591668101222	NA	0.000301256670683422	0.000215183336202444	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.000473403339645378	0.000473403339645378	NA	NA	NA	NA	NA	NA	NA	NA	NA
NW016-1	0.361255937898274	0.103232533889468	0.101204958869192	0.0184219673270768	0.0212026416405978	0.078322326497509	0.0260688216892596	NA	0.0128026879851697	0.000347584289190129	0.00880546865948326	NA	NA	NA	0.0309929324527865	NA	0.00150619858649056	0.0130344108446298	NA	0.000579307148650214	NA	0.00260688216892596	NA	0.000347584289190129	0.00503997219325686	0.013439925848685	NA	0.00799443865137296	0.00144826787162554	NA	0.00167999073108562	0.000347584289190129	0.000695168578380257	NA	NA	NA	0.173618352450469	0.00335998146217124	NA	NA	NA	NA	0.0110068358243541	NA	NA	NA	NA	0.000463445718920171	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.000173792144595064	NA	NA	NA	NA	NA	NA	NA
NW016-2-1	0.420319565872777	0.203075067832379	0.102924329213144	0.000542659029243292	0.0182695206511908	0.0526379258365993	0.0191739523665963	NA	0.0108531805848658	0.000482363581549593	0.0579439252336449	NA	NA	NA	0.0534820621043111	NA	0.000301477238468496	0.0151341573711185	NA	0.00072354537232439	NA	0.00205004522158577	0.000602954476936991	NA	0.00608984021706361	0.0141091347603256	0.00120590895387398	0.00560747663551402	0.00186915887850467	NA	0.00180886343081097	NA	0.000241181790774797	NA	NA	NA	NA	0.00186915887850467	NA	NA	NA	NA	0.00850165812481158	NA	NA	NA	NA	0.000180886343081097	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NW016-2-2	0.198682234387869	0.0468969526670219	0.136621287728308	0.00159875975001211	0.0331863766290393	0.0168112010077031	0.0482050288261228	0.133423768228284	0.0193789060607529	0.015212441257691	0.145051111864735	0.00455404292427692	NA	0.00857516593188314	0.00528075190155516	0.00901119131825008	0.00305217770456858	0.026742890363839	0.0428758296594157	0.015212441257691	NA	0.0243689743713967	0.00125962889394894	0.0327503512426724	0.00508696284094763	0.0162782810910324	0.00184099607577152	NA	NA	0.00203478513637905	NA	0.00150186521970835	0.00164720701516399	0.000581367181822586	NA	0.000193789060607529	NA	NA	0.00067826171212635	NA	NA	NA	NA	NA	NA	NA	NA	0.000872050772733879	NA	NA	NA	NA	NA	NA	NA	0.000532919916670704	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NW016-2-3	0.576702919290212	0.173440183171151	0.0953062392673154	NA	0.00601030337721809	0.0137378362907842	0.0117344018317115	NA	0.00658271322266743	NA	0.066971951917573	NA	NA	NA	0.0131654264453349	NA	NA	0.0048654836863194	NA	0.0020034344590727	NA	NA	NA	NA	0.0148826559816829	0.00143102461362335	NA	0.00171722953634803	0.00858614768174013	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00286204922724671	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NW016-3	0.497328319810014	0.219077775578864	0.0653077379774391	0.00108846229962399	0.00712448050662973	0.0213734415198892	0.0201860281021176	0.0174153967939838	0.00573916485256283	NA	0.0594696220067287	NA	NA	NA	0.0371066693053632	NA	0.000989511181476351	0.0177122501484267	NA	0.00138531565406689	NA	0.00138531565406689	0.00108846229962399	NA	0.00969720957846824	0.00346328913516723	0.00019790223629527	0.000890560063328716	0.00385909360775777	NA	0.00079160894518108	NA	0.000494755590738175	NA	NA	NA	0.00435384919849594	NA	NA	NA	NA	NA	0.00247377795369088	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NW016-4-1	0.172745452814018	0.272545471859823	0.0273307304066279	NA	0.00742786401295115	0.00295209980001905	0.00485668031616037	0.415198552518808	0.00685648985810875	0.00123797733549186	0.0233311113227312	NA	NA	NA	0.0235215693743453	NA	0.00209503856775545	0.00571374154842396	NA	0.00238072564517665	NA	NA	0.00161889343872012	NA	0.00123797733549186	0.00904675745167127	NA	0.00171412246452719	0.0131416055613751	NA	0.00247595467098372	NA	NA	0.00047614512903533	NA	NA	NA	NA	NA	NA	NA	NA	0.00209503856775545	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NW016-4-2	0.42131395700878	0.195155918861641	0.0816833181955798	0.00139267332727823	0.00369361186799879	0.00587344838026037	0.0104753254617015	0.1301846805934	0.00254314259763851	0.000423857099606418	0.0501967907962458	NA	NA	0.00127157129881926	0.0510445049954587	0.000181653042688465	0.00151377535573721	0.0193763245534363	NA	0.0015743263699667	NA	NA	NA	NA	0.00411746896760521	0.00871934604904632	0.000302755071147442	0.00169542839842567	0.00248259158340902	NA	NA	NA	NA	NA	NA	NA	0.00254314259763851	NA	NA	NA	NA	NA	0.00224038752649107	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NW016-5	0.0081783707223466	0.204413578836752	0.00466030063508018	0.0025129072051903	0.0112852378124001	NA	0.000365513775300407	0.742678302188514	0.00456892219125508	0.00150774432311418	0.00214739342988989	NA	NA	NA	0.00443185452551743	0.000274135331475305	0.000593959884863161	0.000411202997212957	NA	0.00187325809841458	NA	0.000228446109562754	0.00127929821355142	NA	NA	0.000182756887650203	NA	0.000228446109562754	0.00452323296934253	NA	0.00191894732032713	NA	9.13784438251017e-05	NA	NA	NA	0.00164481198885183	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NW018-1	0.514043829092994	0.195731734203448	0.067816041271661	0.000308655584461396	0.0513250143304379	NA	0.0512368270205917	0.0403016005996737	0.00837779443538075	0.000617311168922792	NA	0.00520305128092068	NA	NA	NA	0.00696679747784294	0.00520305128092068	NA	0.0180343048635301	0.00291018122492173	0.00110234137307641	0.000308655584461396	NA	NA	0.00709907844261211	0.00626129899907403	0.00476211473169011	NA	0.00242515102076811	NA	0.00776048326645796	0.000396842894307509	NA	NA	NA	NA	NA	0.00180783985184532	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NW018-2	0.451282647897155	0.214123669361875	0.0451980687569077	NA	0.095864114943866	NA	0.0482810773078937	0.0315862951544413	0.0157640625908906	NA	NA	0.0101215752428596	NA	NA	NA	0.00302483857832587	0.0239660287359665	NA	0.0155895526729102	0.00890000581699727	0.000988889535221918	NA	NA	NA	0.0111104647780816	NA	0.00395555814088767	NA	0.00639869699261241	NA	0.0101797452155197	0.000465359781280903	0.000290849863300564	NA	NA	NA	NA	0.00290849863300564	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NW018-3-1	0.529219414210305	0.144999299294623	0.040967907693745	NA	0.0406876255430467	NA	0.084131358901294	0.0441444387349932	0.0322324473303125	0.000607277993179801	NA	0.0166300742747699	NA	NA	NA	0.00289624889054982	0.00948287943196151	NA	0.010650721726538	0.00668005792497781	0.000980987527444294	NA	NA	NA	0.00980987527444294	0.00471808287008922	0.00284953519876676	NA	0.00158826552062409	NA	0.0141075349184846	0.000233568458915308	NA	NA	NA	NA	NA	0.00238239828093614	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NW018-3-2	0.494077388786523	0.145827849434062	0.0938404843379837	NA	0.0743616741247697	NA	0.0605422479599895	0.0423795735719926	0.0114503816793893	NA	NA	0.0107923137667807	NA	NA	NA	0.00829165569886812	0.00987101868912872	NA	0.00737036062121611	0.00447486180573835	NA	NA	NA	NA	0.0181626743879968	0.00105290866017373	0.00250065806791261	NA	0.00302711239799947	NA	0.00750197420373783	NA	NA	NA	NA	NA	NA	0.00447486180573835	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NW018-4	0.479484425349087	0.196079484425349	0.0338882921589689	0.00037593984962406	0.043609022556391	NA	0.074812030075188	0.0764769065520945	0.0187432867883996	0.000537056928034372	NA	0.0112244897959184	NA	NA	NA	0.00166487647690655	0.00687432867883996	NA	0.0155209452201933	0.0104189044038668	0.00150375939849624	NA	NA	NA	0.00741138560687433	0.00316863587540279	0.00596133190118153	NA	0.00338345864661654	NA	0.00757250268528464	NA	NA	NA	NA	NA	NA	0.00128893662728249	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NW018-5	0.493469834850017	0.160768452982811	0.0485338725985844	NA	0.0321873946747556	NA	0.0723373778227165	0.091927873272666	0.030165149983148	NA	NA	0.00863667003707449	NA	NA	NA	0.000631951466127401	0.00880519042804179	NA	0.0226659925851028	0.0135658914728682	0.00151668351870576	0.000210650488709134	NA	NA	0.00248567576676778	0.000421300977418268	0.00315975733063701	NA	0.0012639029322548	NA	0.00366531850353893	0.000547691270643748	0.000716211661611055	NA	0.00113751263902932	NA	NA	0.00117964273677115	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NW019-1	0.196202235629765	0.0297460362003648	0.184837004817361	0.00364809877929002	0.0684720078574435	0.0182872643936205	0.0949908797530518	0.11182825873439	0.0301202001777279	0.016650296992657	0.0259576259295636	0.00570600065478696	NA	0.0201113137832655	0.0157616575464197	0.0270333473644825	0.00322716430475656	0.0246948225059632	0.0242738880314298	0.0167438379869978	0.000654786960385389	0.0324587250362471	0.00107572143491885	0.0220756746644217	0.00425611524250503	0.0108507553435293	0.00140311491511155	NA	NA	NA	NA	0.00130957392077078	0.00215144286983771	0.00215144286983771	NA	0.000561245966044619	NA	NA	0.00116926242925962	NA	0.000327393480192694	NA	NA	NA	NA	NA	NA	0.000654786960385389	NA	0.000608016463215004	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NW019-2-1	0.222679546409072	0.026207475850483	0.188408231835363	NA	0.0430071398572029	0.021587568248635	0.0812263754724906	0.116673666526669	0.0184796304073919	0.0136077278454431	0.0509869802603948	0.00302393952120958	NA	0.0117597648047039	0.00680386392272155	0.0206635867282654	0.00562788744225115	0.0243595128097438	0.0302393952120958	0.0173876522469551	NA	0.0417471650566989	NA	0.0263754724905502	0.00310793784124318	0.0156236875262495	0.00293994120117598	NA	NA	NA	NA	0.000419991600167997	0.00268794624107518	0.000923981520369593	NA	0.000839983200335993	NA	NA	0.00125997480050399	NA	NA	NA	NA	NA	NA	NA	NA	0.000671986560268795	NA	NA	NA	NA	NA	NA	NA	0.000671986560268795	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
