Taxa_Name	NW001_3_all	NW002_2_all	NW003_3_all	NW005_3_all	NW006_3_all	NW007_2_all	NW008_1_all	NW010_2_all	NW011_2_all	NW012_3_all	NW013_3_all	NW014_1_all	NW015_3_all	NW016_1_all	NW016_2_2_all	NW016_5_all	NW018_3_2_all	NW019_3_all	NW020_3_all	NW021_3_all	NW022_4_all	NW023_3_all	NW025_3_all	NW026_3_all	NW027_2_all	NW028_3_all	NW029_3_all	NW030_2_all	NW031_3_all	NW032_3_all	NW033_2_all	NW034_3_all	NW035_2_all	NW036_3_all	NW038_3_all	NW040_3_all	NW041_2_all	NW042_3_all	NW043_3_all	NW044_1_all	NW045_3_all	NW046_5_all	NW047_4_all	NW048_5_1_all	NW049_3_all	NW050_3_all	NW051_3_all	NW052_2_all	NW053_3_all
GGB9278	0	0	0	0	0.45869	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GGB9746	0	0	0	0	0.45184	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GGB9350	0	0	0	0	0.43224	0	0	0	0	0.50362	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.03695	0	0.60858	0	0	0	0.08633	0	0	0.02896	0	0	0	0	0.27767	0	0
GGB4552	0	0	0	0	0.40453	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02608	0	0	0	0	0	0	0	0	0	2.16177	0	0	0	0	0.58465	0	0
GGB9747	0	0	0	0	0.35619	0	0	0	0.12713	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.09307	0	0	0	0.0629	0	2.93693	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GGB9642	0	0	0	0	0.34846	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.20811	0.28965	0	0	0	0	0	0	0	0	0	0	0	0	0	0.17823	0	0	0	0	0	0
GGB38716	0	0	0	0	0.29337	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GGB9453	0	0	0	0	0.28176	0	0	0	0	0.0546	1.69295	0	0	0	0	0	0	0	0	0	0.0125	0.27725	0	0	0	0	0.09617	0	0	0.07359	0	0	1.26631	0	0	0	0.56053	0	0	0.03468	0	0.01904	0	0	0	0	0	0	0
GGB9769	0	0	0	0	0.27722	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GGB9361	0	0	0	0	0.26156	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02679	1.90155	0	0	0	0	0	0	0	0.08151	0	0	0	0	0	0	0	0.51502
GGB33469	0	0	0	0	0.2417	0	0	0	0	0.11705	0	0	0	0	0.16378	0	0	0.04581	0	0	0.00785	0	0	0	0	0	0	0	0	0	0	0	0.03118	0	0.11131	0.17055	0	0	0.19035	0	0	0.27993	0	0	0	0	0	0	0
Anaeromassilibacillus	0	0	0	0	0.23581	0	0	0	0	0.02401	0.15559	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.07312	0	0	0	0	0	0	0	0	0	0	0
GGB9635	0	0	0	0	0.23302	0	0	0	0	0	4.10735	0	1.64906	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.05283	0	0	0	0	0	0	0	0	0	0
GGB9243	0	0	0	0	0.23234	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.08861	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GGB9627	0	0	0	0	0.18984	0	0	0	0	0.16193	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.14115	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GGB3480	0	0	0	0	0.17697	0	0	0	0	0.78461	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.15637	0	0	0.07584	0	0.03368	0	0	0	0.37498	0	0.09899	0	0	0	0	0	0	0	0.09798
GGB9591	0	0	0	0	0.17093	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Massilimicrobiota	0	0	0	0	0.16662	0	0	0	0	0	3.30941	0	0.17519	0	0	0.03467	0	0	0.06136	0	0	0.097	0.01188	0	0	0	0.12432	0	0	0	0.0562	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GGB9291	0	0	0	0	0.15035	0	0	0	0	0	0	0	0.00738	0	0	0	0	0	0	0	0	0.11432	0	0	0	0	0	0	0.49709	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GGB1661	0	0	0	0	0.13912	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.81968	0	0	0	0	0	0	0	0	0	0	0	0	0.24591	0.45915	0	0.04049	0.03641	0	0	0	0	0	0	0	0	0	0
GGB9290	0	0	0	0	0.13817	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.21509	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Eubacterium	0	0	0	0	0.1241	1.16171	0.03855	0	1.95432	0	0	0.54977	0	0	0	0.32215	0	0	0	0	0.00918	0	0.03462	0.25728	0	0.18158	0.08085	0.21765	0.00886	1.03432	0	0	0	0.22697	0.16951	0.01574	0.0513	0.71877	0	0.21378	1.16565	0.05573	0.85102	0	0	0.29847	0	0.54705	0
Ellagibacter	0	0	0	0	0.12206	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.11726	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GGB9767	0	0	0	0	0.11957	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.50918	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.72093	0	0	0.02107	0	0	0	0	0	0	0	0	0	0
GGB9551	0	0	0	0	0.10617	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0123	0	0	0	0	0	0	0	0	0	0	0	0	0.05924	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Faecalibacillus	0	0	0	0	0.10387	0	0	0	0	0.40075	0	0.33938	0	0	0	0	0.03087	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.20492	0	0.32924	0.24083	0	0	0	0	0	0	0	0.22523	0	0	0	0	0
GGB9602	0	0	0	0	0.09867	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1408	0.67577	0	0	0	0	0	0	0	0	0	0	0	2.66531	0	0	0	0.08873	0	0	0	0	0	0	0	0	0	0
GGB9186	0	0	0	0	0.09824	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GGB9759	0	0	0	0	0.09226	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.12059	0	0	0	0	0	0	0	0	0	0	0	0	0.41101	0
Methanomassiliicoccus	0	0	0	0	0.08212	0	0	0	0	0	0	0	0	0	0.59945	0	0	1.15592	0	0	0	0.14588	0	0	0	0	0.19724	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.76018	0	0	0	0	0.71215	0	0
GGB9701	0	0	0	0	0.07115	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.21063	0	0	0	0	0	0	0	0	0
Pseudoflavonifractor	0	0	0	0	0.06906	0	0	0	0	0	0.94148	0	0	0	0	0	0	0	0.57688	0	0	0	0	0	0	0	0	0	0	0	0	0.03444	0	0.04457	0	0	0	0	0	0	0	0.0503	0	0	1.35425	0	0	0	0
Lacticaseibacillus	0	0	0	0	0.06373	0	0	0	0	0	0	0	0	0	0.0079	0	0	0.04214	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.11004	0.01889
GGB1408	0	0	0	0	0.05991	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GGB1691	0	0	0	0	0.05601	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Duodenibacillus	0	0	0	0	0.04575	0	0	0	0	0	0	0	0.53445	1.02999	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Paratractidigestivibacter	0	0	0	0	0.04532	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00334	0	0	0.02402	0	0	0	0	0	0	0	0	0	0
GGB9781	0	0	0	0	0.04096	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.04863	0	0	0	0	0	0	0.01943	0	0	0	1.04523	0	0	0	0	0	0	0	0	0	0	0	0	0	0.04612	0	0
Actinomyces	0	0	0	0	0.03829	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.11348	0	0	0	0	0	0	0	0	0	0	0	0.05108	0	0	0	0	0	0	0	0	0	0	0.00394	0
Butyricicoccus	0	0	0	0	0.03388	0	0	0	0.21636	0.1396	0	0	0	0	0	0	0.36208	0	0	0	0	0	0	0.41452	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.08827	0	0	1.48517	0	0	0	0.19784	0
GGB4605	0	0	0	0	0.03097	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1722	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GGB1689	0	0	0	0	0.02815	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Massilistercora	0	0	0	0	0.02771	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.10509	0	0	0	0	0	0	0	0	0	0	0	0	0	0.08327	0	0
GGB9765	0	0	0	0	0.02523	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.039	0.07624	0	0	0	0	0	0	0	0	0	0	0.06839	0	0.07806	0	0	0	0	0.03581	0	0	0	0	0	0	0	0	0
Erysipelotrichaceae_unclassified	0	0	0	0	0.02399	0	0	0	0	0	1.81573	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00202	0	0	0	0	0	0	0.0036	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GGB9434	0	0	0	0	0.02303	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GGB1146	0	0	0	0	0.02267	0	0	0	0	0	0	0	0	0	1.14856	0	0	0.76438	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.75157	0	0	0	4.51895	0	0	0	0	0	0	0	0	0	0
GGB9724	0	0	0	0	0.02161	0	0	0	0	0	0.69094	0	0	0	0	0	0	0	0	0	0	0.07263	0	0	0	0	0	0	0	0	0	0.13691	0	0	0	0	0	0	0	0.01312	0	0	0	0	0	0	0	0	0
Mogibacterium	0	0	0	0	0.01951	0	0.63112	0	0	0.00614	0	0	0	0	0.06917	0	0	0.02272	0	0	0.04463	0	0	0	0.00911	0	0	0	0.33806	0	0	0	0	0	0	0.43597	0	0	0.15514	0	0.09911	0.14171	0	0	0	0	0.22637	0	0.54037
GGB9618	0	0	0	0	0.01783	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.20588	0	0	0	0	0	0	0	0	0	0
Christensenellaceae_unclassified	0	0	0	0	0.01736	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01844	0	0	0	0	0	0	0	0	0	0
GGB1421	0	0	0	0	0.01666	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GGB2652	0	0	0	0	0.01527	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GGB13489	0	0	0	0	0.01117	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.11671	0	0	0	0.01289	0	0	0	0	0	0	0	0	0	0
GGB9667	0	0	0	0	0.01102	0	0	0	0	0	0	0.00808	0	0	0	0	0	0	0	0.11658	0	0.00768	0.10958	0	0	0	0	0.03184	0	0	0	0	0.08068	0	0	0	0	0	0	0	0	0.0194	0	0	0	0	0	0	0.02329
GGB6544	0	0	0	0	0.00783	0	0	0	0	0	0	0	0.14623	0	0	0	0	0	0	0	0.01006	0	0	0	0	0	0	0	0.15579	0	0	0	0	0	0	0.05893	0	0	1.22208	0.87131	0	0	0	0	0	0	0	0	0
Candidatus_Allobutyricicoccus	0	0	0	0	0.00779	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GGB2958	0	0	0	0	0.00777	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0397	0	0	0	0	0	0	0	0.07205	0	0.05743	0	0	0	0	0	0	0	0	0	0
Butyrivibrio	0	0	0	0	0.00285	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GGB9646	0	0	0	0	0.00264	0	0	0	0	0	0	0	0.08528	0	0	0	0	0	0.26584	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01522	0	0	0	0.03747	0	0	0	0	0	0	0	0.04728	0
GGB9534	0	0	0	0	0.00171	0	0	0	0	0.29565	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02075	0	0	0.24057	0.06216	0	0.14047	0	0	0	0	0	0	0.30976
GGB9696	0	0	0	0	0.00128	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00574	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Megasphaera	0	0	0	0	0	3.84983	0	0	0.30287	0	0	0	0	0	2.49988	0	0	2.06139	0	0	0	0	0	0	0.05736	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dialister	0	0	0	0	0	2.19714	4.55431	0	4.337	3.59848	0	3.1146	0	0	0	0	1.36616	0	6.49956	0	2.73874	0	0	0	0	6.05606	0	3.14348	0.74212	0	0.73656	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GGB13727	0	0	0	0	0	0.23061	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GGB4239	0	0	0	0	0	0	6.44456	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.9646	0	0	0	0	2.56877	0	0	0	0	0	2.73188	0	0	0	0	0	0	0	0	0.03488	0	0	0	0	0	0	0
Faecalitalea	0	0	0	0	0	0	3.68994	0	0	0	0	0	0	0	4.59111	0	0	7.04158	0	0	0.85176	0	0	0	0	0	0	0.34008	0	0	0	0.10632	0	0	0.12808	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GGB1266	0	0	0	0	0	0	0.38212	0	0	0.8451	0	6.77451	0	0	0	0	0	0	0	0	0.07475	0	0	0	0	0	0	0	0	0	0	0.3532	1.0611	0	0	0	0	0	0	0	0	0.3768	0	0	0	0	0	0	0
GGB51139	0	0	0	0	0	0	0.32745	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.17894	0.05186	0	0	0	0	0	0	0	0	0	0	0
GGB3321	0	0	0	0	0	0	0.30197	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.43654	0	0	0.11672	0	0	0	0	0	0	0	0	0	0
Hydrogeniiclostidium	0	0	0	0	0	0	0.08243	0	0	0	0	0	0	0	0	0	0	0	0	0	0.10142	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GGB1096	0	0	0	0	0	0	0.08154	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.33961	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Christensenella	0	0	0	0	0	0	0.0351	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01483	0	0	0	0	0	0.02232	0	0.0248	0	0	0	0.00721	0	0	0	0	0	0	0	0	0.02578	0	0	0	0	0	0	0
GGB9513	0	0	0	0	0	0	0	0.06245	0	0	0	0	0	0	0	0	0	0	0.97475	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.67488	0.53027	0	0	0	0	0	0	0	0	0	0	0
Oscillibacter	0	0	0	0	0	0	0	0	3.88539	0.4679	0	0.17695	0	0	0.2758	0	0	0.20535	0.09861	0	0.41951	0.03172	0	1.80806	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.67618	0	0	0	0	0	0.04406	1.20583	0	1.31082	2.60361
GGB3278	0	0	0	0	0	0	0	0	0.89196	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.31845	0	0	0	0	0	0	0	0	0
Waltera	0	0	0	0	0	0	0	0	0.68885	0	0	0	0	0	1.42006	0	0	0.36269	0	0.16202	0	0	0	0	0	0	0	0	0	0	0	0.27045	0	0	0	0	0	0	0.46744	0	0	0	0	0	0	0	0	0	0
Faecalicatena	0	0	0	0	0	0	0	0	0.32642	0	0	0.00627	0.56541	0	0	0	0	0	0	0	0	0	0	0.78128	0	0.13638	0	0	0	0	0	0	0.02515	0	0	0	0	0	0	0	0	0.00583	0	1.60858	0	0.07423	0	0	0
Romboutsia	0	0	0	0	0	0	0	0	0.19794	0	0	0	0	0	0.01847	0	0	0.08354	0	0	0.26629	0	0	0	0.29261	0	0	0	0	0	0	0	0.02614	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Haemophilus	0	0	0	0	0	0	0	0	0.17581	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.09157	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.11538	0	0	0.13983	0
GGB9697	0	0	0	0	0	0	0	0	0.16607	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GGB33928	0	0	0	0	0	0	0	0	0.16488	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GGB9730	0	0	0	0	0	0	0	0	0.14193	0	0	0	0.65066	0	0	0	0	0	0	0	0	0	0	0.04447	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.05243	0.22757	0	0	0	0	0	0	0	0
GGB9616	0	0	0	0	0	0	0	0	0.11032	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GGB9614	0	0	0	0	0	0	0	0	0.07286	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.04245	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GGB4456	0	0	0	0	0	0	0	0	0.05457	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GGB9491	0	0	0	0	0	0	0	0	0.02993	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01525	0	0	0	0	0	0	0	0	0	0	0
GGB3288	0	0	0	0	0	0	0	0	0.01508	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GGB3167	0	0	0	0	0	0	0	0	0	1.44161	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.25669	0	0.73368	0	0	0	0.54767	0	0	0.59259	0	0	0.1451	0
GGB3002	0	0	0	0	0	0	0	0	0	1.21539	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.04673	0.22817	0	0	0	0.00947	0	0	0	0	0	0	0
GGB9712	0	0	0	0	0	0	0	0	0	1.09002	0	0	0	0	0	0	0	0	0	0	0.32129	0	0	0	0	0	0	0	0.4202	0	0	0	0.09746	0	0	0	0	0	0.52568	0.18017	0	0	0	0	0	0	0	0	0
GGB3363	0	0	0	0	0	0	0	0	0	0.75715	0	0.70524	0	0	0	0	0.21819	0	0	0	0	0	0	0.51486	0	0.09473	0	0.1572	0	0.05478	0	0.00741	0	0	0	0	0	0.57332	0	0	0	0	0	0	0	0	0	0	0
GGB9343	0	0	0	0	0	0	0	0	0	0.47234	0	0	0	0	0	0	0	0	0	0	0	0.63955	0	0	0	0	1.12405	0	0	0	0	0	0	0	0.15856	0	0	0	0	0	0	0.32393	0	0	0	0	0.272	0	0
Paraprevotella	0	0	0	0	0	0	0	0	0	0.45699	0	0	0	0.16239	0.44351	0.01739	0	0.36741	0	0	0	0	0	1.02586	0	0	0	0	0	0	0	0	0	0	0.21507	0.04834	0	0	0.08709	0.0214	1.58498	0	0.37474	0.39752	0	0	0.06569	0	0
GGB29535	0	0	0	0	0	0	0	0	0	0.18501	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Candidatus_Gastranaerophilales_unclassified	0	0	0	0	0	0	0	0	0	0.13323	0	0	2.4763	0	0	0	0	0	0	0	0	0	0.00493	0	0	0	0	0	0	0	0	0	0	0	1.142	0.01742	0	0	0.27614	0	0	0.16201	0	0	0	0	0	0	0
GGB9775	0	0	0	0	0	0	0	0	0	0.09856	0	0	0	0	0	0	0	0	0	0.00747	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0202	0	0	0	0	0	0	0	0	0
GGB9501	0	0	0	0	0	0	0	0	0	0.07992	0	0	0	0.1586	0	0.03437	0	0	0	0	0.07089	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01961	0	0	0	0	0.00821	0	0	0	0.06295
GGB9198	0	0	0	0	0	0	0	0	0	0.07598	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GGB9695	0	0	0	0	0	0	0	0	0	0.05731	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.13344	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Candidatus_Woodwardibium	0	0	0	0	0	0	0	0	0	0.05499	0.00226	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.07337	0	0	0	0	0	0.26078	0	0	0	0	0	0.08219	0.0692	0	0.4986	0	0	0	0	0.17239	0	0
Faecalimonas	0	0	0	0	0	0	0	0	0	0.052	0	0	0	0	0	0	0	0	0.09978	0	0	0	0	0.09882	3.60009	0	0	0	0	0	0.15671	0	0	0.30895	0	0	0	0	0	0	0.85929	0	0	0	0	0	0	0.10644	0
Candidatus_Alangreenwoodia	0	0	0	0	0	0	0	0	0	0.0487	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GGB4555	0	0	0	0	0	0	0	0	0	0.04476	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GGB9739	0	0	0	0	0	0	0	0	0	0.04192	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.67302	0
GGB9412	0	0	0	0	0	0	0	0	0	0.04179	0	0	0	0	0	0	0	0	0	0	0.75444	1.04539	0	0	0	0	0	0	0.05541	0	0	0	1.50013	0	0	0	0	0	0	0.16798	0	0	0	0	0	0	0	0	0
GGB3061	0	0	0	0	0	0	0	0	0	0.03162	0	0	0	0	0	0	0	0	0	0	0.01144	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0112	0	0	0	0	0	0	0
GGB9694	0	0	0	0	0	0	0	0	0	0.01553	0	0	0	0	0	0	0	0	0	0	0	3.54636	0	0	0	0	5.73107	0	0	0	0	0	3.50425	0	0.0041	0.09309	0	0	0	0.02621	0	3.08791	0	0	0	0	3.81801	0	0
GGB3724	0	0	0	0	0	0	0	0	0	0.01189	0	0.01308	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GGB2980	0	0	0	0	0	0	0	0	0	0.00399	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.12522	0	0	0	0	0.007	0	0	0	0	0	0	0	0	0.01314	0	0
GGB47687	0	0	0	0	0	0	0	0	0	0	7.30543	0	0	0	0	0	0	0	0	0	0	0.54793	0	0	0	0	0	0	0	0	0	0	0	0	0.03243	0.03035	0	0	0	0	0	0	0	0	0	0	0	0	0
GGB9454	0	0	0	0	0	0	0	0	0	0	1.77113	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Coprobacter	0	0	0	0	0	0	0	0	0	0	0.7621	0.20809	0.3441	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.19875	0	0.86224	0	0	0	0.16936	0	0
Sellimonas	0	0	0	0	0	0	0	0	0	0	0.72567	0	0	0.02473	0	0.03834	0	0	0	0	0.05834	0	0	0	0	0.09437	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.40316	0	0	0
