Taxa_Name	NW001_3_all	NW002_2_all	NW003_3_all	NW005_3_all	NW006_3_all	NW007_2_all	NW008_1_all	NW010_2_all	NW011_2_all	NW012_3_all	NW013_3_all	NW014_1_all	NW015_3_all	NW016_1_all	NW016_2_2_all	NW016_5_all	NW018_3_2_all	NW019_3_all	NW020_3_all	NW021_3_all	NW022_4_all	NW023_3_all	NW025_3_all	NW026_3_all	NW027_2_all	NW028_3_all	NW029_3_all	NW030_2_all	NW031_3_all	NW032_3_all	NW033_2_all	NW034_3_all	NW035_2_all	NW036_3_all	NW038_3_all	NW040_3_all	NW041_2_all	NW042_3_all	NW043_3_all	NW044_1_all	NW045_3_all	NW046_5_all	NW047_4_all	NW048_5_1_all	NW049_3_all	NW050_3_all	NW051_3_all	NW052_2_all	NW053_3_all
Coprococcus	0	0.39521	0	0.09524	0.21208	0.03699	1.28011	0	0.33176	0.20293	0	0.3547	0	0	0.17685	0	0.09431	0.26	0	0	0.25089	1.07654	0	0.11602	0	0	0	0.00553	0	0	0	0	0	0	0.00562	0.04443	0.41311	0	0.15614	0	0.30918	0.01194	0.59064	0.40489	0.50302	0.38464	0	0.09991	4.27094
GGB3740	0	0.36826	0	0	0	0	0	0	1.94228	0	0	2.40637	0	0	0	0	0	0	3.06234	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.08714
GGB27782	0	0.30472	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bifidobacterium	0	0.29821	0	0.03361	0.016	15.73993	2.99402	0	1.18571	0.07963	0.39078	0	0	0	0.28929	0	0.74975	0.38433	0.82578	0	7.95262	0	0	0	0.05548	13.28498	0	0	0.04001	0	4.3329	0	3.85368	0.00294	0	0	2.73406	0.01533	0	0.13941	0.00743	2.77247	0	0	0.5401	0.28631	0.9459	0.1061	0
Parasutterella	0	0.29242	0	0	0	3.78372	0	0	0.34966	0.01631	0	1.81517	0	0	0.47684	0	0	0.30418	1.73391	0	0	0	0	0	0	0	0	0	0.04483	0	0	1.54292	0	0	0	0	0	0	0	0.05307	0.84959	0	0	0.53354	0	0	0	0.57384	0
GGB9574	0	0.26094	0	0	0	0	0	0	0	0	0.07781	0	0.12441	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.10165	0	0	0	0	0	0
Butyricimonas	0	0.17616	0	0.08072	0.007	0	0	0	0	0.00507	0	0	0.1503	0.6457	0.28249	0	0	0.37486	0	0.35436	0.04304	0.08307	0.86459	0	0	0	0.42749	0	0.35432	0	0	0	0.00895	0	0.19552	1.18524	0	0.14291	0.21776	0.13292	0	0	0	0.12554	0	0	0.16588	0	0.08938
Muribaculaceae_unclassified	0	0.17003	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GGB3746	0	0.14806	0	0	0	0	0	0	0	0.5652	0	0	0	0	0	0	0.12749	0	0.87863	0	0	0.06428	0	0	0	0.61297	0	0.4244	0	0.15333	0	0	0	0	0	0	0	0.00564	0	0	0	0	0	0	1.09234	0	0	0	0
GGB27849	0	0.14233	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GGB9342	0	0.14087	0	0.15647	5.12507	0	0	0	0	0	0	0	0	0	0	0	0	0	0.05103	0.26572	0	0.39852	0	0	0	0	0	0	7.24329	0	0	0	0.46931	0	0.31272	1.99569	0	0	0.57731	0.48154	0	0.15394	0	0	0	0	0	0	0
Fusicatenibacter	0	0.1332	0.11568	1.55984	0.18855	0.51757	0.11375	0	0.54739	0.1916	0	0.95776	0	0	0	0	1.40295	0	1.94912	0	0.40172	0	0	0.84794	0	2.0766	0	0.39416	0	0	0	0.28406	0	0	0.068	0	0.35401	0	0	0.00642	0.07994	0.07068	0.27104	0.08218	0.3876	0.34413	0	0.5764	0.12583
GGB9691	0	0.12092	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tissierellaceae_unclassified	0	0.11604	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Holdemania	0	0.08861	0	0	0	0	0	0	0.00505	0.12414	0.06527	0	0.07133	0.13598	0	0.16757	0	0	0.06939	0	0	0.06507	0	0	0	0	0	0	0	0	0	0.00186	0	0.07232	0	0	0	0.14058	0	0.00953	0	0	0.00281	0	0	0	0	0.00824	0
Turicimonas	0	0.07015	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.17729	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2162	0	0	0	0	0	0	0	0	0	0	0
GGB2653	0	0.05246	0	0	0	0	0.79675	0	0	0	0.0023	0	0	0	0	0.05953	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.11193	0	0	0.02657	0	0.00958	0	0	0.03952	0	0	0	0
Anaerostipes	0	0.04371	0.21668	0.79895	0.25053	1.38475	0.22032	0	0.08746	0.81265	0	0.43224	0.14461	0.07096	0	0.43555	0.5632	0	0.46036	0.08986	0.91656	0.43619	0.96576	1.04781	0	1.26887	0	0.83392	0	1.23591	0.05736	0.24878	0	0.05869	0.83063	0.1685	0.25591	0.04431	0	0	0.34783	0.54383	0	1.94455	0	0.08875	0	1.96766	0.02813
Coprobacillus	0	0.04181	0	0	0	0	0.17676	0	0.10976	0	0	0	0	0	0	0	0	0	0	0	0.08977	0	0	0	0	0	0	0	0	0	0	0	0	0.11113	0	1.01889	0	0	0	0	0	0	0	0	0	0	0	0.02239	0
Harryflintia	0	0.0361	0	0	0	0	0	0	0	0	0	0	0	0.08352	0	0	0	0	0	0	0	0.0108	0	0	0	0	0	0	0.04795	0.15261	0	0	0	0	0	0	0	0.01436	0	0	0	0	0	0	0	0	0	0	0
GGB30861	0	0.02459	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Paramuribaculum	0	0.01568	0	0.10418	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Intestinibacter	0	0.00352	0	0	0	0	0.22463	0	0.26563	0	0	0	0	0	0	0	0	0	0.09092	0	0	0	0	0	0	0.39219	0	0	0	0.14913	0.51713	0.09836	0	0.06934	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GGB34540	0	0.00259	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Odoribacter	0	0	17.46502	0.57397	0.04735	0	0.16525	0	0	3.61266	0.09643	0.11944	0.88594	6.08993	0.7212	0.09522	0	0.9468	0	0	0.22342	14.82536	2.04789	0.40375	0	0	10.63219	0.63187	4.36613	0	0	0	2.0947	0	3.34413	0.98196	0.16528	7.72004	0.38722	4.62046	0	5.76149	0.04345	0.2049	0	0.10791	26.17227	0.02239	0
GGB9708	0	0	4.04039	0	1.50297	0	0	0	0	4.41691	0	0	0.00604	0	0	0	0	0	0	0	0.9909	0	0	0	0	0	0	0	0.27625	0	0	0	0	0	0.31269	0.51917	0	0	0.32262	2.35781	0.21519	0	0	0	0	0	0	0	0
GGB4277	0	0	1.18095	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GGB9468	0	0	1.08812	0	0.27286	0	0	0	1.08219	2.61422	0.72983	1.37835	0	0	0	0	0	0	0	0	3.20556	0.76018	0	0.67507	0	0	0	0	1.23967	0	0	1.69219	0.05524	0	0.00159	0	1.54174	0	1.31006	1.15779	1.71597	0	0.46946	0.01446	0	0	8.76314	2.87129	0.78072
GGB4584	0	0	0.75868	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.23488	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GGB3497	0	0	0.75716	0	0	0	0	0	0	0	0	0	0.90818	0.07166	0	0.39708	0	0	0	0.20764	0	0.82028	0	0	0	0	4.91664	0	0	0	0	0	0.28107	0	0.42119	0	0	0.37197	0	0	0	1.11782	0	0	0	0	0	0	0
Firmicutes_unclassified	0	0	0.70854	1.63406	0	0	0.13421	0	0.8681	0	0	0	0.16789	0	0.23418	0	1.05142	0.12773	0	0	0	0	0	0.98603	0	0	0	0.40809	0	0	0	0.11636	0	0	0.10418	0	0	0	0.10991	0	1.28539	0	0	0.06205	0.06028	0	0	4.77491	0.434
Lachnospira	0	0	0.61476	2.30969	0	0	0.01364	0	0.20583	2.57611	0	0	0.92018	0	0.57201	0	1.96178	1.08947	0	0.33576	0	0.75629	0	2.50015	0	0	0	0.01273	0.19402	0	0	2.2721	0	0.24164	0.65179	0	0	0	0.49921	0.24355	1.10777	1.03631	0	3.33597	0.46554	0.13812	0	1.99749	0
GGB4745	0	0	0.58522	0	1.06747	0	0	0	0	0	0	0	0.0014	0	0	0	0	0	0	0	0	0.11041	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.07096	0	0	0	0	0	0	1.30552	0	0
Methanobrevibacter	0	0	0.49921	0	0.68181	0	0	0	0	0.42143	0.02317	0	0	0	0	0	0	0	0	1.01443	4.88821	2.76278	0	0	0	0	4.72812	0	0.80978	0	0	0.05408	2.95568	0	1.37505	3.18949	0	1.44132	0.14772	0.5561	0	3.29137	0	0	0	0	3.93486	0	0.99095
GGB9719	0	0	0.46191	0	0.04176	0	0.10973	0	0	0.00874	1.92323	0	0.03606	0.081	0.01522	0	0	0	0	0.10131	0.0908	0.01474	0	0	0	0	0	0	0	0	1.81717	0.04574	0	0	0	0	0.00483	0.46472	0	0.01095	0	0	0	0	1.66041	0	0	0	0
Bariatricus	0	0	0.34436	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01582	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pseudoruminococcus	0	0	0.31951	0	0	0	0	0	0	0	0	0	0	0.83892	0	0.09517	0	0	0	0	0	2.15822	0	0	0	0	0.10992	0	0.00512	0	0	0	0	0	0.53419	0	0	0	0	0	0	0	0	0	0	0	0	0.22981	0.22343
Sarcina	0	0	0.31454	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GGB9240	0	0	0.2957	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.21121	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01413	0.07605	0	0	0	0	0	0	0	0	0
Lawsonibacter	0	0	0.27462	0	0.03269	0	0	0	0.16169	0.49053	0.64955	0	0.02373	0.10182	0.02181	0.04032	0.29518	0	0.31402	0	0.01607	0.89878	0.04816	0	0	0	0.89568	0.23508	0	1.07848	0	0	0.15501	0.02173	0.11382	0.44649	0.01734	0.06428	0.05472	1.08548	0.13309	0.76242	0	0	0	0	0	0.05427	0
GGB9531	0	0	0.25841	0.09379	0	0	0.09039	0	0	0.03873	0	0	0	0	0	0	0	0	0	0.09479	0.00982	0.21962	0	0	0	0	0.59705	0	1.17259	0	0.47	0.56802	0	0.07383	0	4.09152	0.38498	0.15123	0.01018	0	0	0.02602	0	0	0	0	0	0	0.06857
GGB3220	0	0	0.24879	0	0	0	0	0	0	0	0	0	0	1.84744	1.62976	0.16294	0	3.58188	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.81468	0	0	0	0	0	0	2.91981	0	0	0	0	0	0	0
GGB9782	0	0	0.22336	0	0.2648	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.22017	0.00163	0	0	0	0	0	0	0	0	0	0.16549	0	0.01554	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GGB36331	0	0	0.18896	0	0	0	0	0	0	0.28541	0.37	0.02243	0	0	0	0	0	0	0	0.13596	0	0	0	0	0	0	0.08786	0	0	0	0	0.13567	0.93292	0	0.42613	0	0.37635	0	0	0.19189	0	0.30939	0	0	0.12796	0	0	0.31174	0
GGB3005	0	0	0.14736	0	0	0	0	0	0	0.12241	0	0	0	0	0	0	0	0	0	0.00243	0	0	0.58872	0	0	0	0	0	0	0	0.07465	0	0	0	0	0	0	0.11481	0	0	0	0.3089	0	0	0	0	0	0	0
GGB3256	0	0	0.13149	0	0	0	2.69059	0	0	0	0	0	0.36791	0	0	0	0	0	1.3349	0	0.12464	0	0	0	0	0	0	0	0.42862	0	0	0	0	0	0.51312	0	0	0	0.22691	0	0.6803	0	0	0	0	0.03636	0	0	0
GGB33512	0	0	0.12471	0	1.90462	0	0	0	0	0.76056	0	0	0	1.31139	0.01429	0	0	0.00193	0	0	0	0	0.27239	0	0	0	0	0	0	0	0	0	0	0	0.19226	0.95579	0	0.02341	0	0.44393	0	0	0	0	0	0	0.20148	0	0
GGB9211	0	0	0.11128	0	0.15986	0	0	0	0	0	0	0	0	0.1491	0	0	0	0	0	0	0	0	0	0	0	0	0.07037	0	0	0	0	0	0	0	0	0	0	0	0	0.04311	0	0	0	0	0	0	0	0	0
GGB9770	0	0	0.10987	0.02667	0.28354	0	0	0	0	1.16566	0.02501	0	0	0	0	0	0	0	0	0	0.10715	0.32202	0.40171	0	0	0	0.02946	0	0	0	0	0	3.12877	0	0.01661	0	0	0.12109	0	0.03601	0	3.07851	0	0	0	0	1.59433	0	0
Longibaculum	0	0	0.10541	0	0	0	0	0	0	0	0.15687	0	0	0	0	0	0	0	0	0	0	0.11151	0	0.013	0	0	0	0	0	0	0	0	0	0	0	0	0	0.15247	0	0	0	0	0	0	0	0	0	0	0
GGB4684	0	0	0.0497	0	0.37903	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.08383	0	0
GGB3109	0	0	0.04617	0.10635	0.22332	0	0.08551	0	0	0	0	0.01826	0.05277	0	0	0	0.04281	0	0.09578	0	0	0	0.02191	0	0.44532	0	0	0	0	0	0	0	0.02138	0.11501	0.15555	0	0	0.03477	0	0	0	0.36783	0	0	0	0.06443	0	0.06515	0
GGB9721	0	0	0.03827	0	0	0	0	0	0	0	0	0	0	0	1.45397	0	0	0.89914	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.09396	0	0	0	0	0	0	0.0595	0	3.94112	0	0	0	0	0.48582	0	0
GGB9365	0	0	0.02251	0.09506	0	0	0.0433	0	0	0	0	0	0.0765	0	0.30467	0	0	0.23635	0	0	0	0	0	0	0	0	0	0	0.14351	0	0	0	0	0	0	0	0	0.03113	0	0	0	1.23832	0.25102	0	0	0	0.04087	0	0
Longicatena	0	0	0.02247	0	0	0	1.45333	0	0.04578	0.08037	0	0	0	0.58145	0	0	0	0	0	0	0	0.64913	0	0	0	0	0.13135	0.2278	0	0	0	0.00637	0.04051	0.40055	0	0.11197	0	2.49631	0	0.0806	0	0.38089	0	0.24836	0	0.59093	0	0.68505	0
Gordonibacter	0	0	0.00692	0	0	0	0.10536	0	0.07361	0.21569	0.11313	0	0	0	0	0	0	0	0	0	0.00161	0	0	0	0	0.02936	0	0	0.05171	0	0	0	0	0	0	0	0.05211	0.03172	0	0	0.0388	0.01861	0	0	0.04079	0	0.00358	0	0.01946
Candidatus_Avispirillum	0	0	0.00418	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GGB9634	0	0	0	4.85776	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.38393	0	0	0	0	0	0.11562	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lacrimispora	0	0	0	2.93624	0.34029	2.57	0.24909	0	0.15219	0.41501	0.85804	0.46426	0.15363	0	0	0	0.3606	0	0.40535	0.01899	0.15966	0	0	1.26624	0	0.47841	0	0.70524	0	0.2095	0	0	0	1.77237	0.14711	0.05772	0	0.55841	0.30967	0.03158	0.07405	0	0.24866	0	0	0.33952	0	2.3173	0
Gemmiger	0	0	0	1.78572	0.0952	0	0.40985	0	0.42452	0	0	0.73462	1.07659	0	0	0	0.79705	0	0	0.20004	0	1.11467	0	0.09379	0	0.79699	0	0	0.09208	0	0	0.90049	0.08793	0	0.95956	0.03324	0.05151	0	0.09407	0.14319	0.00227	0	0.59782	0	3.08182	0	0	0.77575	0.05961
GGB3614	0	0	0	1.61248	0.0535	0	0	0	0.00737	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.25567	0	0.48035	0	0	0	0	0.06615	0	0	0	0	0	0	0	0	0
GGB3612	0	0	0	0.68551	0	0	0	0	0.21038	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.03299	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GGB9758	0	0	0	0.48478	3.65	0	0	0	0.17653	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.03532	0	0	0	0	0	0	0	0	0	0.15053	0	0	0	0	0	0	0	0	0	0
GGB3052	0	0	0	0.38097	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.08033	0	0.13865	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GGB6612	0	0	0	0.35597	0	0	0	0	0	0	0	0	0	0	0	0	1.46611	0	0	0	0	0	0	0.13572	0	0	0	0	0	0	0	0	0	0	0.86501	0.06398	0	0	0.53408	0	0	0.35944	0	0	0	0	0	0	0
GGB6567	0	0	0	0.35338	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GGB3518	0	0	0	0.27868	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01624	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.99149	0	0	0	0	0	0	0
GGB3550	0	0	0	0.24635	0	0	0.42441	0	0	0.10959	0	0	0	0	0	0	0	0	0	0	0	0	0	0.09775	0	0	0	0	0	0	0	0	0	0	0	0	0.01191	0.06245	0	0	0.01769	0	0.51432	0	0	0	0	0.83247	0
Rikenellaceae_unclassified	0	0	0	0.20043	0.20246	0	0	0	0	0	0	0	5.88896	0	0	0	0	0	3.14143	0	0	0	0	0	0	0	1.73609	0	0	0	0	0	0.07623	7.74409	0	0	0	7.79911	0	0.12346	0	0	0	0.75473	0	0	0	0	0
GGB1690	0	0	0	0.15224	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Anaerotignum	0	0	0	0.10839	0	0	0	0	0	0	0.10876	0	0.50838	0	0	0	0	0	0	0	0	0	0	1.14976	0	0	0	0	0	0	0	0	0	0	0.47179	0	0	0.83848	0.07987	0	0.40941	0	0	0.09176	0	0	0	0	0.37072
Erysipelatoclostridium	0	0	0	0.09846	0	0	0.00832	0	0	0	0	0	0.10551	0	0	0	0	0	0	0.11626	0.19798	0.12866	0	0	2.33591	0	0	0.00635	0	0.04911	0.26153	0	0	0.05487	0	0	0	0	0	0	0.07976	0	0	0	0	0.24776	0	0.7399	0
Agathobaculum	0	0	0	0.07553	0	0.11499	1.06436	0	0.7652	0.00872	0	0.35193	0	0	0	0	0	0	0.24735	0.15041	0	0	0	0.21405	0	0.10268	0	0.36461	0	0.06175	0	0.18021	0	0.0628	0.42645	0	0.03574	0.22501	0.09231	0	0.44731	0	0	0.00968	0.7267	0	0	0.45616	0
Lactobacillus	0	0	0	0.06549	0	0	0	0	0.16969	0	0	0	0	0	2.84407	0	0	5.50119	0	0	0	0	0	0	0	3.25412	0	0	0	0	0	0	0	0	0	0.03959	0	0.02273	0	0	0	0	0	0.39997	0	0	0	0.20526	0
Hydrogenoanaerobacterium	0	0	0	0.06174	0	0	0	0	0	0	0.08262	0.15495	0.07008	0	0	0	0	0	0	0	0	0	0	0.04228	0	0	0	0.04218	0	0	0	0	0	0.1653	0.08672	0	0	0.04347	0	0	0.04452	0	0	0	0.0255	0	0	0	0
Emergencia	0	0	0	0.0566	0	0	0	0	0	0	0	0	0	0.10084	0	0	0	0	0.04187	0	0	0	0	0	0	0	0	0.1103	0	0	0.13246	0	0	0	0	0	0	0.03732	0	0	0	0	0	0	0	0	0	0	0
GGB9640	0	0	0	0.04212	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.03996
GGB2998	0	0	0	0.02741	0.19885	0	0	0	0	0	0	0	0.0144	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.044	0	0	0.12502	0.04336	0	0	0	0	0	0	0	0	0.03062
Eubacteriaceae_unclassified	0	0	0	0.0236	0	0	0.43268	0	0	0	0.33598	0	0	0	0	0	0.111	0	0.15507	0.01065	0.02272	0	0.38005	0.35908	0	0	0	0	0	0	0	0	0	2.18498	0	0	0	0	0	0.00727	0	0.00242	0	0	0.42777	0.07414	0	0	0
Frisingicoccus	0	0	0	0.02281	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.10057	0	0	0	0	0	0	0	0	0	0	0	0.45269	0	0	0	0	0.80999	0	0	0	0.32062	0	0	0	0	0	0	0	0	0
Enorma	0	0	0	0.01339	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.3991	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GGB27876	0	0	0	0.01302	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GGB32387	0	0	0	0.00442	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.021	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GGB4566	0	0	0	0.00412	0	0	0	0	0	0.42663	0	0	1.98615	1.6075	0	0.24763	0	0	3.47307	0.16388	0	0.28714	0	0	0	0	0	0	0	0	0	0	0	0	0	0.52122	0	0	0	0	0	0.80676	0	0	0	0	0	0.25911	0
GGB9331	0	0	0	0	5.97728	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Holdemanella	0	0	0	0	2.61825	0	0	0	0	0	0	0	0	0	0.05106	0	0	0.16466	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.20175	0	2.93159	0.68768	0	0	0.41283	0	0	0	0	0	0	0	0	0	0
GGB9345	0	0	0	0	2.46995	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.96991	0	0	0	0	0	0	0.84091	0	0	0	0.5449	0	0.36001	2.78695	0	0	0.8013	1.2566	0	1.5059	0	0	0	0	0	0	0
GGB9710	0	0	0	0	2.41699	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.86874	0	0	0	2.4119	0	0	0	0	0	8.16381	0	0	0	0	0	0	0	0	0	0
GGB9677	0	0	0	0	2.27537	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.52818	0	0	0	0	0	0.08865	0	0.02492	0	0	0	0	0	0	0	0	0
GGB34797	0	0	0	0	1.72327	0	0	0	0	0	0	0.57315	0	0	0	0	0	0	0	0.03495	2.1391	1.0163	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GGB9347	0	0	0	0	1.62737	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.15771	0	0	0	0.07115	0	0	0	0	0	1.06734	3.08965	0	0	0	0	0	0	0	0	0
GGB9469	0	0	0	0	1.31392	0	0	0	0	0	0	0	0.21999	0	0	0	0	0	0	0.30548	0	0	0	0	0	0	0	0	0	0.72	0	0	0	0	0	0.29236	0	0.93721	0	0	0	0.57376	0	0	0.11422	0.77766	0	0	0
GGB18384	0	0	0	0	1.08854	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GGB4770	0	0	0	0	0.89517	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GGB9288	0	0	0	0	0.80904	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GGB9176	0	0	0	0	0.78555	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.26362	0.00754	0	0	0	0.12194	0	0.8027	0	0	0	0.22565	0	0.06343	0.47462	0	0	1.32714	0.88461	0	0.33996	0	0	0	0	0	0	0
GGB9173	0	0	0	0	0.72085	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GGB9762	0	0	0	0	0.69908	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GGB9109	0	0	0	0	0.68239	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GGB3277	0	0	0	0	0.64187	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.55979	0	0	2.23512	0	0.83406	0	0	0	0	0	0.93793	0	0	0	0	0	0	0	0	0	0	0	0	0	1.64188	0	0	0
GGB3496	0	0	0	0	0.599	0	0	0	0	0.33464	0.1456	0	0	0	0	0	0	0	0	0	0	0	0.37533	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.79816	0	0	0	0
GGB9713	0	0	0	0	0.58399	0	0	0	0	1.38161	0	0	0.79438	0	0	0	0	0	0	0	0	1.85704	0	0	0	0	0	0	0	0	0	0	0.19547	0	0	0.26658	0	0.33991	0.16248	0.38915	0	0	0	0	0	0	0	0	0
Senegalimassilia	0	0	0	0	0.51649	0	0	0	0	0	0	0	0	0	0	0	0	0.05996	0	0	0	0	0	0	0	0	0	0	0.02013	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
