Taxa_Name	NW001_3_all	NW002_2_all	NW003_3_all	NW005_3_all	NW006_3_all	NW007_2_all	NW008_1_all	NW010_2_all	NW011_2_all	NW012_3_all	NW013_3_all	NW014_1_all	NW015_3_all	NW016_1_all	NW016_2_2_all	NW016_5_all	NW018_3_2_all	NW019_3_all	NW020_3_all	NW021_3_all	NW022_4_all	NW023_3_all	NW025_3_all	NW026_3_all	NW027_2_all	NW028_3_all	NW029_3_all	NW030_2_all	NW031_3_all	NW032_3_all	NW033_2_all	NW034_3_all	NW035_2_all	NW036_3_all	NW038_3_all	NW040_3_all	NW041_2_all	NW042_3_all	NW043_3_all	NW044_1_all	NW045_3_all	NW046_5_all	NW047_4_all	NW048_5_1_all	NW049_3_all	NW050_3_all	NW051_3_all	NW052_2_all	NW053_3_all
FGB2982	0	0.14087	0	0.15647	5.12507	0	0	0	0	0	0	0	0	0	0	0	0	0	0.05103	0.26572	0	0.39852	0	0	0	0	0	0	7.24329	0	0	0	0.46931	0	0.31272	1.99569	0	0	0.57731	0.48154	0	0.15394	0	0	0	0	0	0	0
FGB3054	0	0.12092	0	0	2.27537	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02894	0	0	0	0	0	0	0.08006	0	0	0.52818	0	0	0.42058	0	0	0.08865	0	0.02492	0	0	0	0	0	0	0	0	0
Tissierellaceae	0	0.11604	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FGB1011	0	0.05246	0	0	0.01527	0	0.79675	0	0	0	0.0023	0	0	0	0	0.05953	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.11193	0	0	0.02657	0	0.00958	0	0	0.03952	0	0	0	0
Coprobacillaceae	0	0.04181	0	0	0	0	0.17676	0	0.10976	0	0	0	0	0	0	0	0	0	0	0	0.08977	0	0	0	0	0	0	0	0	0	0	0	0	0.11113	0	1.01889	0	0	0	0	0	0	0	0	0	0	0	0.02239	0
FGB74412	0	0.02459	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Peptostreptococcaceae	0	0.00352	0	0	0	0	0.22463	0	0.51814	0	0	0	0	0	0.01847	0	0	0.08354	0.09092	0	0.26629	0	0	0	1.04641	0.39219	0	0	0	0.14913	0.56754	0.09836	0.02614	0.06934	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FGB11916	0	0.00259	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FGB3005	0	0	1.08812	0	1.58678	0	0	0	1.08219	2.61422	0.72983	1.37835	0.21999	0	0	0	0	0	0	0.30548	3.20556	0.76018	0	0.67507	0	0	0	0	1.23967	0.72	0	1.69219	0.05524	0	0.00159	0.29236	1.54174	0.93721	1.31006	1.15779	1.71597	0.57376	0.46946	0.01446	0.11422	0.77766	8.76314	2.87129	0.78072
FGB1765	0	0	0.75868	0.00412	0.4355	0	0	0	0	0.42663	0	0	3.61372	3.2192	0	1.30644	0	0	3.47307	0.16388	0	0.31979	0.41877	0	0	0	0	0.00835	0	0	0	0.02608	1.74567	0	3.14485	13.28358	0	0.02239	0	3.15626	0	4.00404	0	0	0	0	0.58465	0.25911	0.39609
FGB1787	0	0	0.58522	0	1.06747	0	0	0	0	0	0	0	0.0014	0	0	0	0	0	0	0	0	0.11041	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.07096	0	0	0	0	0	0	1.30552	0	0
Methanobacteriaceae	0	0	0.49921	0	0.68181	0	0	0	0	0.42143	0.02317	0	0	0	0.01981	0	0	0.02277	0	1.01443	4.88821	2.76278	0	0	0	0	4.88184	0	0.80978	0	0	0.05408	3.63697	0	1.37505	3.18949	0	1.44132	0.14772	0.5561	0	3.29137	0	0	0	0	3.93486	0	0.99095
