#mpa_vOct22_CHOCOPhlAnSGB_202403
clade_name	NW001_3_all	NW002_2_all	NW003_3_all	NW005_3_all	NW006_3_all	NW007_2_all	NW008_1_all	NW010_2_all	NW011_2_all	NW012_3_all	NW013_3_all	NW014_1_all	NW015_3_all	NW016_1_all	NW016_2_2_all	NW016_5_all	NW018_3_2_all	NW019_3_all	NW020_3_all	NW021_3_all	NW022_4_all	NW023_3_all	NW025_3_all	NW026_3_all	NW027_2_all	NW028_3_all	NW029_3_all	NW030_2_all	NW031_3_all	NW032_3_all	NW033_2_all	NW034_3_all	NW035_2_all	NW036_3_all	NW038_3_all	NW040_3_all	NW041_2_all	NW042_3_all	NW043_3_all	NW044_1_all	NW045_3_all	NW046_5_all	NW047_4_all	NW048_5_1_all	NW049_3_all	NW050_3_all	NW051_3_all	NW052_2_all	NW053_3_all
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridia_unclassified|f__Clostridia_unclassified	1.08763	0.16954	0.3873	0.09379	1.91412	0.42636	0.58036	0.73629	0.07585	2.1046	0.08445	1.26	1.89149	1.31139	0.09122	0.39275	0.21819	0.00193	0.5944	0.09479	0.57867	3.77815	0.42216	0.63427	0.0	0.2291	6.4015	0.30919	1.39157	0.14682	0.61474	0.57543	4.0735	0.36023	0.19635	5.19781	0.48097	0.8902	0.37325	0.62006	0.09036	4.33657	0.50541	0.0	0.35131	0.29407	4.19187	0.33754	0.55189
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae	1.04641	6.31133	0.0	1.349	0.0	0.0	0.11615	0.4116	0.27343	0.0	0.0	0.02456	0.12471	0.0	1.68441	0.07298	0.0	1.28733	1.36592	0.0	0.14516	0.0	0.0	4.10377	1.11036	6.48475	0.0	0.0	9.99124	0.99473	0.12022	0.18191	0.76391	1.58734	0.0	0.0	0.38497	0.04321	0.0	0.0	1.2905	0.0	0.0	0.33061	0.62476	0.0	0.43754	3.28123	17.75342
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Sutterellaceae	0.90483	0.36257	0.0	0.35338	0.04575	3.78372	0.0	0.40846	0.34966	0.01631	0.0	1.81517	1.24911	1.02999	0.47684	0.0	1.62035	0.30418	1.9112	0.0	0.0	0.0	0.0	2.51482	0.0	0.0	0.0	0.19691	0.04483	0.0	0.0	1.54292	0.0	0.0	0.37501	0.23664	1.64118	0.2162	0.0	0.05307	0.84959	0.00495	0.18587	1.33125	0.0	0.0	0.06115	0.57384	0.0
k__Bacteria|p__Firmicutes|c__CFGB3012|o__OFGB3012|f__FGB3012	0.77015	0.0	0.0	0.51016	0.0	0.0	0.0	1.4964	0.0	0.0	1.49908	0.0	0.0	0.09165	0.0	0.69757	0.0	0.0	0.0	0.62627	0.0	0.0	0.22352	0.0	0.0	0.0	1.20295	0.98889	0.0	1.38507	1.07382	0.0	0.0	0.0	0.0	0.0	1.23167	1.06303	0.0	0.0	0.0	0.50141	0.77875	0.16226	0.77895	0.0	0.68189	0.43354	0.0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae	0.71844	3.80819	0.0	0.06549	0.06373	0.0	0.0	0.31683	0.29902	0.0	0.0	0.0	0.0	0.0	3.29687	0.0	0.0	5.73597	0.0	0.0	0.0	0.0	0.0	0.33254	0.0	7.3181	0.0	0.0	0.0	0.00245	0.0	0.0	0.0	0.0	0.0	0.03959	0.0	0.17742	0.0	0.0	0.0	0.0	0.0	0.39997	0.0	0.0	0.0874	0.42345	0.01889
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Eggerthellales|f__Eggerthellaceae	0.4592	0.50147	0.38111	0.07078	0.14508	1.11108	1.33537	0.01123	0.23891	0.61891	1.07653	0.04216	0.07265	0.0	0.07268	0.00833	0.0	0.09224	0.01366	0.0	0.31452	1.37861	0.04389	0.14593	0.0	0.0829	0.02192	0.85509	0.05171	0.29489	0.41642	0.42317	0.55485	0.08927	0.4325	0.12249	0.97176	1.33993	0.0	0.12651	0.37388	0.31993	0.0	0.0	0.04079	0.09085	0.00358	0.32358	0.01946
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae	0.06479	0.79036	0.0	0.0	0.0	0.02422	0.05252	0.23692	0.88727	0.011	0.0	0.2995	0.0	0.0	0.0	0.0	0.10232	0.0	0.85395	0.0	0.0	0.0	0.79789	0.19773	0.0	0.0	0.0	0.08651	0.0	0.0	0.0	0.0	0.0	0.0	0.38162	0.0	0.0	0.0	0.08223	0.0654	0.59052	0.0	2.85292	0.0	0.39312	1.93197	0.0	0.21624	0.29997
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae	0.04116	0.0	0.0	0.0	0.0	10.169	2.40644	0.0	0.0	0.45699	0.0	0.0	0.0	0.45303	8.76973	0.13001	0.0	2.16415	0.0	0.0	0.0	0.0	0.0	1.02586	0.0	0.0	0.43197	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.89736	0.17416	0.0	0.0	17.49828	0.0214	1.58498	0.0	0.37474	0.39752	0.0	0.0	0.06569	0.0	0.0
k__Bacteria|p__Firmicutes|c__CFGB74461|o__OFGB74461|f__FGB74461	0.0294	0.13777	0.0	0.03703	0.0	0.0	0.0	0.03535	0.0	0.00642	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06076	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01528	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01555	0.0	0.0	0.0	0.03386	0.0	0.05969	0.02314	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Eubacteriales_Family_XIII_Incertae_Sedis	0.02666	0.0	0.0	0.06102	0.03031	0.0	0.86575	0.0	0.0	0.0327	0.0	0.0	0.0	0.10084	0.06917	0.0	0.0	0.02272	0.06287	0.0	0.17155	0.0	0.0	0.0	0.00911	0.0	0.0	0.1103	0.33806	0.0	0.13246	0.00539	0.16851	0.0	0.0	0.56318	0.25657	0.06756	0.15514	0.0	0.10665	0.14171	0.0	0.0	0.22082	0.0	0.2395	0.0	0.63059
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae	0.01553	0.48967	0.12788	0.09846	2.91273	0.0	5.15158	0.0	0.05082	0.60527	5.36697	0.33938	0.35203	0.71743	4.77188	0.20796	0.03087	7.37858	0.13075	0.11626	1.04974	1.05136	0.01188	0.013	2.33591	0.0	1.53819	0.57423	0.1437	0.04911	0.31773	0.11455	0.56977	0.53133	3.38892	1.04048	0.07449	3.53932	0.41283	0.09012	0.15391	1.05505	0.00281	0.47358	0.23479	0.83868	0.0	1.4332	0.0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae	0.01344	0.49294	0.2839	0.0	0.2638	0.0	0.33846	0.0	0.0	0.0	0.0	0.06256	0.0	0.39556	0.0	0.03645	0.0	0.0	0.0	8.25653	0.1256	0.0	0.11952	4.07166	8.57373	1.02828	1.26161	1.19995	0.02798	0.0	0.27806	0.0	0.34093	0.0	0.0	4.64316	0.0	0.6346	2.16752	0.87924	0.42657	0.0	4.93461	0.0	0.36495	54.86656	0.0	0.0	20.01954
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Porphyromonadaceae	0.00753	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.03403	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0649	0.05941	0.0	0.24711	0.04127	0.0102	0.0	0.0	0.0	0.0	0.0	0.0	0.01705	0.0	0.0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides	23.43497	0.0	12.90724	8.55082	1.3795	12.83758	5.576	33.09875	15.6244	17.28545	21.41855	9.49366	20.30424	14.31995	6.79268	1.83222	37.79528	9.5334	6.33427	28.10017	11.38986	5.43792	37.70321	13.86756	0.0	10.33757	6.52866	42.59218	9.27087	42.85587	7.78669	29.78576	3.73465	32.93281	2.83937	6.72983	30.52504	8.21151	1.85096	17.10074	18.31928	4.03867	14.91029	9.40149	20.29627	0.39103	5.3138	7.07104	5.69261
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Acidaminococcales|f__Acidaminococcaceae|g__Acidaminococcus	17.34089	0.0	0.0	0.0	0.0	0.0	0.0	12.346	0.0	0.0	0.0	0.0	0.0	0.0	2.25885	0.0	0.0	2.41986	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.15164	0.0	0.39253	0.0	0.0	0.0	0.0	0.0	0.35864	0.0	0.0
k__Bacteria|p__Verrucomicrobia|c__Verrucomicrobiae|o__Verrucomicrobiales|f__Akkermansiaceae|g__Akkermansia	14.76302	2.1738	13.13449	0.0	0.8007	0.0	0.0	8.71651	0.13448	0.0	0.0	0.40499	0.0	0.0	12.36166	52.04993	3.75918	12.54016	0.01034	2.90077	0.04177	0.04742	8.70084	0.0	0.0	0.0	0.19819	1.14959	1.26732	5.25374	0.0	0.0	5.08938	6.21399	2.12549	8.57021	0.0	0.0	1.40672	8.81314	0.0	6.35351	19.33191	0.40993	5.93962	0.0	3.11629	0.0	0.0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae|g__Alistipes	6.81077	6.71234	26.19822	8.71603	0.93633	0.02806	7.76292	6.01105	5.08679	5.44986	6.39196	2.99928	0.73901	5.12354	11.86813	0.13984	15.47676	12.93598	5.34379	7.40283	3.05342	4.31381	19.73806	4.33122	0.0	0.0	20.35431	6.63563	6.98236	0.0	4.64269	9.18926	2.08066	2.38016	21.34417	10.44205	8.15405	6.95769	4.12718	9.16551	4.1408	1.43119	3.53223	8.67849	6.58512	13.61836	8.26163	8.10669	8.91388
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales|f__Coriobacteriaceae|g__Collinsella	6.42286	0.0	0.0	1.26873	2.8395	0.0	3.69219	9.7859	0.0	0.98928	0.0	0.40487	0.0	0.04437	0.10565	0.43587	0.31528	0.10314	2.00119	0.0	8.60545	0.0	0.06721	0.22199	0.0	0.0	0.0	0.0	0.45263	0.0	0.0	0.0	1.30531	0.15422	0.35274	1.38876	6.80196	0.0	0.20227	0.30236	0.28584	1.3481	4.46037	0.96513	0.0	0.0	2.34187	0.21099	0.27593
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Phocaeicola	5.43338	0.0	0.0	11.41846	1.13751	12.13587	6.01787	8.05978	11.64378	0.94949	8.71785	17.33985	6.75867	15.91875	9.03167	0.42345	10.44942	8.73693	0.0	18.7189	1.0913	5.63363	5.71031	8.79236	0.0	17.26498	4.06728	12.00808	5.34058	0.0	31.77413	0.0	2.39761	6.58612	4.16359	4.29268	1.56916	0.0	2.00637	7.31998	11.58394	3.20463	7.65248	29.24271	0.0	2.8631	3.83214	4.52992	6.63817
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Acidaminococcales|f__Acidaminococcaceae|g__Phascolarctobacterium	3.62907	0.0	0.0	1.50819	0.07005	1.67899	0.0	3.51469	0.0	0.0	0.0	1.22553	0.0	2.17341	1.21771	1.14153	0.0	0.67617	0.0	3.47972	0.32119	0.0	1.01866	2.48874	0.0	0.0	0.0	0.0	0.0	1.92995	0.0	0.27111	0.0	3.79452	1.69057	1.32547	3.30136	1.1396	1.87861	1.03558	0.0	0.0	3.83181	2.23115	1.08722	0.13399	0.14842	1.5621	0.27733
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Tannerellaceae|g__Parabacteroides	2.64508	9.46185	2.11217	3.2565	0.0	0.90078	0.52048	2.70433	0.44083	0.32007	0.0	2.80867	5.54215	5.06927	8.96837	0.226	4.04781	9.44232	13.53956	8.59167	1.00366	5.04502	3.29834	1.50852	0.0	1.90452	5.62158	2.63065	3.98199	0.0	5.48894	9.9283	1.28063	2.36542	2.39232	6.91196	1.42002	5.51751	1.16956	2.41431	1.71943	1.8186	0.77201	0.55687	6.02311	1.76476	2.80868	0.56712	3.2845
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Anaerobutyricum	2.2295	2.64205	0.26111	1.78576	0.38753	6.4247	1.67611	1.81925	0.26289	0.85554	0.0	1.20324	0.43994	0.10098	0.12164	0.59771	0.0	0.15282	1.77457	0.01997	1.57022	0.23346	0.0	0.83717	0.0	1.24361	0.0	0.73949	0.11718	0.36986	0.12423	0.50444	0.03668	0.19684	0.53752	0.0	0.58986	0.76174	0.0217	0.08024	0.33945	0.0	0.0	0.3854	0.46659	0.17654	0.06109	1.08038	0.26408
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Vescimonas	1.72045	1.07008	0.0	0.0	0.0	0.0	0.59037	1.17724	0.34611	0.0	0.0	0.0	0.38384	0.76461	0.0	0.34254	0.0	0.0	0.0	0.59697	1.04563	0.0	0.0	0.23741	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05978	0.07421	0.2705	0.64185	1.58858	0.0	0.0	0.2082	1.8786	0.63576	0.30053	0.0	0.0	0.0	0.0	1.92485	0.62144	0.76233
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus	1.04641	6.31133	0.0	1.349	0.0	0.0	0.11615	0.4116	0.27343	0.0	0.0	0.02456	0.12471	0.0	1.68441	0.07298	0.0	1.28733	1.36592	0.0	0.08879	0.0	0.0	4.10377	1.11036	6.48475	0.0	0.0	9.99124	0.99473	0.12022	0.18191	0.76391	1.58734	0.0	0.0	0.38497	0.04321	0.0	0.0	1.2905	0.0	0.0	0.33061	0.62476	0.0	0.43754	3.28123	17.75342
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Eubacteriales_unclassified|g__Eubacteriales_unclassified	1.00956	1.11957	0.06829	0.89396	0.01884	0.18953	0.00146	0.58011	0.4679	0.40164	0.0	0.25278	0.12153	0.06189	0.08197	0.95024	0.49136	0.02364	1.16533	0.17713	0.01164	0.00137	0.16981	0.2183	0.0	0.79477	0.0	0.38953	0.06591	1.13711	0.9288	0.46557	0.0	1.7241	0.17061	0.0228	0.62012	1.03713	0.13806	0.12918	1.01474	0.06223	0.71812	0.80816	0.04079	0.03266	0.0	0.10058	0.10978
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Dysosmobacter	0.9584	1.73174	0.35854	0.35818	0.09946	3.35711	0.0	0.50492	0.0	0.98582	3.9401	0.22222	1.6478	0.42647	0.54934	0.43908	0.72791	0.19555	0.8688	0.64616	1.04864	0.15758	0.66298	0.36997	0.0	1.98863	1.10785	1.43767	0.04417	0.74868	2.68768	0.44808	0.34987	0.32566	0.41737	0.1743	2.52672	0.73214	2.10115	0.76997	0.55615	0.0	0.87534	0.16544	1.55112	0.95071	0.01387	0.35056	0.06072
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfovibrionales|f__Desulfovibrionaceae|g__Bilophila	0.95045	0.0	0.73164	0.06725	0.07401	0.45835	0.21392	0.71168	0.0	0.0	0.38258	0.26877	0.0	1.1288	0.0	0.29506	0.652	0.0	0.0	0.34438	0.47032	0.33383	0.0	0.2083	0.0	0.0	0.24957	0.34383	0.0	1.10466	0.0	0.22084	0.0	0.04016	0.17065	0.52584	0.19377	0.1343	0.0	0.22265	0.56476	0.07034	0.44692	1.84337	0.51084	0.07085	0.1012	0.0	0.04982
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Sutterellaceae|g__Sutterella	0.90483	0.0	0.0	0.0	0.0	0.0	0.0	0.40846	0.0	0.0	0.0	0.0	0.71465	0.0	0.0	0.0	1.62035	0.0	0.0	0.0	0.0	0.0	0.0	2.51482	0.0	0.0	0.0	0.19691	0.0	0.0	0.0	0.0	0.0	0.0	0.37501	0.23664	0.0	0.0	0.0	0.0	0.0	0.00495	0.18587	0.79771	0.0	0.0	0.06115	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Roseburia	0.848	3.15806	0.05377	3.09533	0.0	1.34202	2.12421	0.46171	6.24111	2.03208	0.0	3.61916	5.66596	0.0	0.60032	1.30032	0.28955	0.49114	2.73927	1.55597	0.8655	0.18169	0.0	5.65999	0.0	10.49007	0.0	0.26155	0.0	4.11109	0.0	2.25068	0.1437	2.59089	0.24405	0.0	0.13045	4.88586	2.37696	0.0	5.22684	0.0	0.0	2.33356	12.59721	0.6558	0.0	11.68334	0.22225
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridia_unclassified|f__Clostridia_unclassified|g__Clostridia_unclassified	0.82096	0.14028	0.0	0.0	0.0	0.0	0.15212	0.73629	0.0	0.0	0.0	0.48326	0.0	0.0	0.0	0.03568	0.0	0.0	0.39435	0.0	0.28535	0.0	0.0	0.0	0.0	0.10291	0.0	0.0	0.0	0.09205	0.01683	0.0	0.0	0.0	0.0	0.0	0.03731	0.06571	0.0	0.0	0.01233	0.0	0.27267	0.0	0.13096	0.29407	0.0	0.17642	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__GGB3602	0.77991	0.62618	0.0	0.0	0.0	0.0	0.0	1.62902	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.12544	14.46767	0.1898	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__CFGB3012|o__OFGB3012|f__FGB3012|g__GGB9480	0.77015	0.0	0.0	0.51016	0.0	0.0	0.0	1.4964	0.0	0.0	1.49908	0.0	0.0	0.09165	0.0	0.69757	0.0	0.0	0.0	0.62627	0.0	0.0	0.22352	0.0	0.0	0.0	1.20295	0.98889	0.0	1.38507	1.07382	0.0	0.0	0.0	0.0	0.0	1.23167	1.06303	0.0	0.0	0.0	0.50141	0.77875	0.16226	0.77895	0.0	0.68189	0.43354	0.0
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfovibrionales|f__Desulfovibrionaceae|g__Desulfovibrio	0.75766	0.0	0.0	0.83387	0.53126	0.0	0.0	0.36184	0.0	0.0	0.0	0.29619	0.0	0.0	1.00728	0.0	0.04973	0.61334	0.0	0.0	0.004	0.30265	0.0	0.0	0.0	0.0	2.05503	0.0	0.21228	0.0	0.0	0.0	0.45598	0.0	0.0	0.21166	0.4406	0.78403	0.73887	0.31533	0.0	0.04566	0.80098	1.79459	0.0	0.0	0.34101	1.06295	0.36699
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Ligilactobacillus	0.71844	0.0	0.0	0.0	0.0	0.0	0.0	0.31683	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.14362	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0874	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Clostridiaceae|g__Clostridium	0.63152	8.46692	0.07192	3.06863	0.22498	7.34216	1.22442	0.0	3.84646	2.5474	0.0	5.34444	4.70653	5.81853	0.14154	8.61043	0.95926	0.22422	7.47156	1.09464	0.30452	2.88538	0.24325	11.33898	11.70406	4.34826	0.0	1.5672	0.07666	0.26946	0.90007	0.17181	0.26422	0.17047	0.07683	0.01683	0.5055	1.14562	0.75286	0.30678	7.11065	0.56478	0.0	7.3028	1.87879	0.33885	0.05672	6.69189	0.0426
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Blautia	0.52979	1.36816	0.76287	7.96059	0.94611	1.76058	13.24402	0.62822	0.84459	2.40723	5.00823	3.75627	3.77875	1.9041	0.36736	8.13541	0.77528	0.21489	5.43841	0.25123	2.71216	0.79881	1.81581	4.36454	3.90398	2.82861	0.0	2.8163	0.31892	3.90669	7.81992	3.38102	0.15509	5.43507	1.62445	0.48982	8.07593	2.40056	0.60716	0.28775	1.03405	0.0	8.3041	3.71318	1.96376	1.30435	0.75402	7.61197	1.78984
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Anaerotruncus	0.51625	1.08624	0.86161	0.0	0.0	0.0	0.4647	0.33724	0.0	0.07417	1.01402	0.0	0.0226	0.57618	0.45266	0.01925	0.0	0.21616	0.0	0.01525	0.0	0.0	0.08608	0.0	0.0	0.0	0.31576	0.05606	0.04928	0.19432	0.00665	0.0	0.24171	0.0	0.0	0.0	0.0	0.19031	0.24507	0.35353	0.0	0.00846	0.0	0.0	0.0	0.0	1.53721	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Clostridiaceae|g__Clostridiaceae_unclassified	0.49956	0.36387	0.70933	0.92514	1.75224	0.62574	0.82369	0.03719	4.3396	1.10762	0.0	0.6502	1.36432	0.0446	1.89994	0.92446	0.56482	1.35078	0.47144	0.44654	0.2224	1.62523	0.0	1.91066	0.3965	0.52691	0.48744	0.85084	0.65109	1.65125	2.77328	1.66324	6.76889	0.12885	0.55291	0.0	0.01206	1.80658	4.89596	0.56323	1.3956	0.0	4.09884	1.0743	0.26642	0.0	3.39324	1.43249	0.26258
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Eubacteriales_unclassified|g__Evtepia	0.46368	0.39746	0.0	0.17854	0.0	0.0	0.5718	0.43474	0.0	0.0	0.0	0.0	0.17964	0.01371	0.0814	0.17522	0.0	0.09101	0.0	0.0	0.77307	0.0	0.0	0.17688	0.0	0.37364	0.0	0.0	0.0	0.0179	0.50006	0.0	0.0	0.22981	0.0	0.5184	0.0	0.38914	0.44419	0.0	0.18905	0.0	0.0	0.13478	0.0	0.23875	0.0	0.0	0.35115
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Enterocloster	0.41043	1.10587	0.0	0.07089	0.0	0.12012	0.10858	0.22015	0.0	0.13615	0.80628	0.0	0.68311	1.74053	0.0	10.31076	0.13156	0.0	0.52559	0.11676	0.0	0.03938	0.33556	0.02266	7.16925	0.26324	0.14401	0.40278	0.87807	4.90466	0.97573	0.0	0.0	0.70183	0.0	0.0	0.18486	0.89511	0.05649	0.0	0.01233	0.0	3.01696	1.58117	0.06802	0.0	0.0	0.19465	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__GGB3433	0.3638	0.0	0.0	0.34897	0.0	0.0	0.0	0.46702	0.0	1.37509	0.0	0.0	0.34568	0.32699	0.0	0.50431	0.0	0.0	1.45855	0.0	0.01716	0.03612	1.46987	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.13392	0.0	1.94662	0.04152	0.02957	0.76959	2.92994	0.0	0.1233	0.0	0.0	0.24376	0.02305	0.84544	0.50225	0.0	0.00901	0.07639
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Eggerthellales|f__Eggerthellaceae|g__Slackia	0.35439	0.0	0.0	0.02399	0.0	0.0	0.82636	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.09224	0.0	0.0	0.0	0.0	0.0	0.14593	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.31524	0.12249	0.0	0.0	0.0	0.12651	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__GGB9699	0.33929	0.0	0.0	0.91418	0.0	0.0	0.0	0.18177	0.94278	0.15892	0.0	0.0	0.0	0.0	0.11748	0.0	0.1775	0.07755	0.0	0.04768	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.42285	0.0	0.0	0.9451	0.06162	0.0	0.17663	0.0	0.0	0.0	0.0	0.10391	0.0	0.0	0.13011	0.56123
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Neglectibacter	0.30247	0.0	0.62003	0.5775	1.71329	0.0	1.64043	0.88238	0.0	2.14936	0.98838	0.0	0.29631	0.40047	0.79577	0.47648	0.0	1.26805	0.8034	1.00391	0.36834	0.89853	0.99359	0.0	0.0	0.0	0.54613	0.32021	0.96217	0.42462	0.0	0.0	0.25639	1.11277	0.38635	1.56568	0.84349	1.69399	0.52579	0.56446	0.0	0.91539	0.25544	0.0	0.2761	0.0	2.01895	0.2844	0.61318
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__GGB3653	0.20363	0.32366	0.0	0.06618	0.18605	0.07112	0.01321	0.07627	0.10056	0.04775	0.04538	0.0	0.00987	0.0	0.01771	0.0	0.0	0.03121	0.0	0.02452	0.0	0.0	0.0	0.01149	0.0	0.01024	0.0	0.0	0.0	0.04723	0.0	0.0	0.20619	0.0	0.06328	0.0	0.12305	0.10932	0.30794	0.13371	0.12133	0.0	0.0191	0.0	0.0	0.15505	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridia_unclassified|f__Clostridia_unclassified|g__GGB9581	0.15598	0.02926	0.0	0.0	0.0	0.42636	0.0	0.0	0.07585	0.0	0.00931	0.02194	0.0	0.0	0.03859	0.01223	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02733	0.0	0.03145	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03454	0.0	0.0	0.0	0.0	0.0	0.0	0.01506	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Eubacteriales_unclassified|g__Intestinimonas	0.14215	0.42714	0.30741	0.10699	0.04551	0.0	0.0	0.0	0.0	0.57617	0.04764	0.0	0.0	0.17401	0.0	0.0	0.0	0.0	0.4316	0.0	0.0	0.02369	0.10109	0.0	0.0	0.0	0.0	0.11562	0.0	1.37318	0.0	0.0	0.0	0.11172	0.0	0.0	0.0	0.00228	0.0	0.03524	0.0	0.65278	0.0	0.07745	0.0	0.0	0.33903	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Mediterraneibacter	0.13638	2.31704	2.14921	3.95516	0.96915	1.72334	4.4092	0.13749	0.29019	1.42118	4.76821	0.59364	0.15091	0.0	0.09233	0.66647	0.52722	0.05396	3.02524	2.45939	1.15853	1.55704	1.2494	1.42898	50.38235	0.6343	2.6205	3.20994	3.95109	0.93702	3.6456	2.15299	0.83878	3.70707	1.54509	4.06141	2.70589	2.17565	0.14836	0.75948	2.75036	0.0	2.07579	1.23514	0.63898	4.85426	0.02432	4.98001	4.55636
