Feature ID	Taxon	Confidence
b6829290557bc2eb25d9191b67c6bf34	d__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae	0.9997002432132763
db508483ef3b0a27ca956c3d1e01c1bd	d__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae	0.9998103553268637
0e837793dab552b1d9bfdada43ded7a8	d__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae	0.9998644035011199
84dcf794b921f6a16a20be54a45c81b5	d__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae	0.9998643226448933
801f25c5885b588448a8af61b811c01d	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Sutterellaceae;g__Parasutterella;s__	0.7794819627288304
d8060ee53d105b70ab473d0d225e81ba	d__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae	0.9998095399129558
df720b25dedb908a1cde428c428adfc8	d__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae	0.9994155869809216
64ff58583fc3ba6be22e085990f07fb5	d__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae	0.9995260677548806
775373a9c1511f7f7d01f346c12bdad0	d__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae	0.9993330735882353
96f139fff138a635ec39c9aedd388310	d__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae	0.9996133852549419
62b89cffd6054befe34208b4075accb2	d__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae	0.9996987988509433
a94352eb02b135df94aa2be33fc255ac	d__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae	0.9995139688354532
10e601cad0e18a25ad4072137746437f	d__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae	0.9994913011614709
8ef8a01a92b0ef0234945210804f1942	d__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae	0.9997014226765302
78e09d09106e687bf8068f4b9603b0aa	d__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae	0.9997548626705537
a982c261ac9f20cd161d1e53e93e023d	d__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae	0.9996830882764102
d0bb3735524a2be7fc72435415e27871	d__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae	0.9997087523072544
f4aad52825a123d42e2e939991f099f3	d__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae	0.999731424982854
81c87511d22823eb02391c3f4c438a6d	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__	0.9385924010480438
0c6849c581804c8638c2b277c37e5cf7	d__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__[Eubacterium]_hallii_group;s__	0.9601688437203905
998052bbbc8252b707829c6afa794c16	d__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae	0.999832267278962
b3339474f27032122f419e2dda75a3b9	d__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae	0.9995535110998388
bc7e83b77d5f54d328b57351e8cc9a0a	d__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae	0.9995712910693068
9bf54874c538f72d687caeb15ace8542	d__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae	0.9996261103681082
fd53c3de03d6b8e5e7fc62557ea911be	d__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae	0.9990232998577784
1925d7aa3000c07c45098d663155846b	d__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae	0.9997435314618223
2120a2e3eabe823f1c59a3ef26c01cda	d__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae	0.9997042672520556
0f8c8238c58dab70d6e237c1c1250e4a	d__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae	0.9988962727755547
7d4629afb197d627b3cd456246b4dbfe	d__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae	0.9989411283027004
a13416e6edc2aafeda6049e6e9c78cae	d__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae	0.9995944869232074
a24039268aac3ff9289dfeac43ef2793	d__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae	0.9997501125880753
803e5ee24e7478492d9428f131591ce1	d__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae	0.9994905535898889
5182fb50eae43533ed2c09f596c94766	d__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae	0.9988971081702485
060ce5bd9b46b23a7b7fe5259aea19c4	d__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae	0.9994672977280956
4dcf2f03762796de3334cddcb131329e	d__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae	0.9997666578026332
f7c4cdd30e1bbf408b3f69430b80ff77	d__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae	0.9997683386312365
798ce7c718a0d6de05cddb6722fc90f4	d__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae	0.9977788199277117
2276ca1a3b492be47e2b4714ac8725a8	d__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae	0.999514948446526
38520b63adac42595ff6ce28c49de764	d__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae	0.9995107670305154
5f97cc780e197c82862089bc1653bb01	d__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae	0.9998126482907357
1da3de97a36fb663bd8ef305348a578d	d__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae	0.9998124159779782
